PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Away,MATCHUP_Home
1630184,1610612740,22001072,2021-05-16,4,6,0.667,1,2,0.5,3,3,1.0,0,3,3,4,2,1,0,0,0,2,12,0,0,0,1,11623,11623,11623,9740,8251,12753,2900,7373,11825,3573,3646,5327,1,11150,8835,11352,3751,3645,4032,7210,1,1,6289,7920,10797,1849,143,1,25:53,,1610612740,New Orleans,1630184,,,25.000000:53,98.0,98.1,89.9,96.4,8.1,1.8,0.25,2.0,30.8,0.0,0.094,0.052,15.4,0.75,0.82,0.153,0.152,104.81,101.07,84.22,54,0.152,1.0,0.0,0.0,1.0
1630184,1610612740,22001059,2021-05-14,2,9,0.222,0,1,0.0,3,3,1.0,0,5,5,2,1,0,0,0,6,1,7,4,0,0,1,11623,11623,11623,7539,13638,8309,18584,12591,14655,12591,3646,5327,1,11150,4091,6466,7995,7632,10665,7210,1,22854,10308,12975,7366,1849,143,1,28:44,,1610612740,New Orleans,1630184,,,28.000000:44,113.8,120.6,110.4,112.5,3.4,8.1,0.08,2.0,15.4,0.0,0.167,0.074,7.7,0.222,0.339,0.143,0.143,110.3,106.09,88.41,63,0.0,1.0,0.0,1.0,0.0
1630184,1610612740,22000154,2021-05-12,3,10,0.3,2,4,0.5,5,6,0.833,1,3,4,2,1,0,0,1,1,4,13,-7,0,0,1,11623,11623,11623,12696,10694,7133,16897,3957,6909,3573,1513,1600,6476,5246,8835,8731,7995,7632,10665,7210,15321,4919,2281,7127,16841,1849,143,1,21:59,,1610612740,New Orleans,1630184,,,21.000000:59,82.9,84.8,95.9,97.9,-13.0,-13.1,0.25,2.0,13.3,0.037,0.111,0.074,6.7,0.4,0.514,0.25,0.255,103.71,101.53,84.61,46,0.14,1.0,0.0,1.0,0.0
1630184,1610612740,22001028,2021-05-10,3,7,0.429,0,2,0.0,2,2,1.0,0,0,0,2,0,2,0,2,1,2,8,-10,0,0,1,11623,11623,11623,15045,10694,11165,11933,12591,11825,12591,5395,6645,1,11150,19725,20503,7995,14317,1208,7210,20949,4919,6289,11759,18716,1849,143,1,18:50,,1610612740,New Orleans,1630184,,,18.000000:50,90.0,94.6,114.8,118.4,-24.8,-23.8,0.167,0.0,20.0,0.0,0.0,0.0,0.0,0.429,0.508,0.186,0.187,99.5,95.58,79.65,37,0.078,1.0,0.0,1.0,0.0
1630184,1610612740,22001020,2021-05-09,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,2,1,0,0,0,3,1,2,-7,0,0,1,1,1,1,17500,16702,17566,15094,12591,14655,12591,12008,12752,12008,11150,19725,20503,7995,7632,10665,7210,1,16132,10308,18664,16841,1849,143,1,14:58,,1610612740,New Orleans,1630184,,,14.000000:58,102.5,100.0,114.7,125.0,-12.2,-25.0,0.182,2.0,33.3,0.0,0.0,0.0,16.7,0.333,0.333,0.118,0.12,92.75,89.8,74.83,28,-0.041,0.0,1.0,1.0,0.0
1630184,1610612740,22001003,2021-05-07,5,11,0.455,1,4,0.25,2,2,1.0,2,2,4,4,0,2,0,1,4,2,13,11,0,0,1,11623,11623,11623,13080,6152,6027,11074,7373,6909,10244,5395,6645,1,2547,12139,8731,3751,14317,1208,7210,15321,19926,6289,7127,3454,1849,143,1,21:29,,1610612740,New Orleans,1630184,,,21.000000:29,113.7,118.2,99.6,95.3,14.1,22.8,0.286,0.0,25.0,0.065,0.087,0.074,0.0,0.5,0.547,0.211,0.219,97.06,97.19,80.99,44,0.159,1.0,0.0,1.0,0.0
1630184,1610612740,22000987,2021-05-04,0,5,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,-2,0,0,1,1,1,1,20585,19893,14368,19893,12591,14655,12591,12008,12752,12008,11150,19725,20503,16819,14317,10665,7210,15321,4919,16020,20448,12607,1849,143,1,6:40,,1610612740,New Orleans,1630184,,,6.000000:40,79.3,78.6,90.8,86.7,-11.5,-8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.28,101.52,104.4,87.0,14,-0.308,0.0,1.0,0.0,1.0
1630184,1610612740,22000977,2021-05-03,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,11623,11623,11623,20462,19893,20551,19893,12591,17891,12591,12008,12752,12008,11150,19725,20503,16819,14317,10665,7210,1,1,16020,20448,12607,1849,143,1,7:05,,1610612740,New Orleans,1630184,,,7.000000:05,76.1,80.0,100.9,87.5,-24.7,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.048,100.43,105.04,87.53,15,-0.048,1.0,0.0,0.0,1.0
1630184,1610612740,22000962,2021-05-01,1,3,0.333,0,2,0.0,2,2,1.0,0,2,2,4,0,0,0,0,3,2,4,-2,0,0,1,1,1,1,16494,16702,17566,15094,12591,11825,12591,5395,6645,1,11150,12139,14385,3751,14317,10665,7210,1,16132,6289,16353,12607,1849,143,1,16:38,,1610612740,New Orleans,1630184,,,16.000000:38,124.7,117.1,125.1,128.2,-0.4,-11.1,0.286,0.0,50.0,0.0,0.1,0.054,0.0,0.333,0.515,0.085,0.09,113.13,115.38,96.15,41,0.053,0.0,1.0,1.0,0.0
1630184,1610612740,22000947,2021-04-29,2,6,0.333,0,2,0.0,0,0,0.0,0,0,0,2,1,1,0,0,1,1,4,7,0,0,1,1,1,1,15413,13638,12753,15094,12591,11825,12591,12008,12752,12008,11150,19725,20503,7995,7632,4032,7210,1,4919,10308,16353,5432,1849,143,1,18:18,,1610612740,New Orleans,1630184,,,18.000000:18,104.3,100.0,90.1,88.1,14.2,11.9,0.118,2.0,22.2,0.0,0.0,0.0,11.1,0.333,0.333,0.137,0.142,109.26,112.83,94.02,44,0.014,0.0,1.0,1.0,0.0
