PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,MATCHUP_Away
1627740,1610612761,22000600,2021-03-14,1,5,0.2,1,4,0.25,3,4,0.75,0,3,3,2,0,0,0,1,4,2,6,-10,0,0,1,11623,11623,11623,14039,16702,14368,18781,7373,6909,10244,3646,3346,7245,11150,8835,11352,7995,14317,10665,7210,15321,19926,6289,13920,18716,1849,143,1,20:12,,1610612761,Toronto,1627740,,,20.000000:12,96.8,95.5,119.3,118.2,-22.5,-22.7,0.143,0.0,22.2,0.0,0.115,0.064,0.0,0.3,0.444,0.149,0.158,103.37,104.55,87.13,44,0.025,1.0,1.0
1627740,1610612761,22000588,2021-03-13,4,9,0.444,1,5,0.2,0,0,0.0,3,6,9,3,0,0,0,0,3,1,9,17,0,0,1,11623,11623,11623,15485,8251,8309,11399,7373,4922,11380,12008,12752,12008,1214,2732,1852,5509,14317,10665,7210,1,16132,10308,10740,1579,1849,143,1,18:10,,1610612761,Toronto,1627740,,,18.000000:10,99.3,102.6,57.4,56.1,41.9,46.5,0.3,0.0,25.0,0.107,0.333,0.196,0.0,0.5,0.5,0.184,0.183,106.16,105.69,88.07,39,0.245,1.0,1.0
