PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Away
1628411,1610612737,22100533,2021-12-31,5,10,0.5,2,4,0.5,0,0,0.0,1,5,6,0,0,0,0,2,5,1,12,11,0,0,1,1,1,1,188,6861,8192,8341,4334,7950,3792,13659,14456,13659,6346,4619,5450,18990,16136,12287,8184,23744,24672,11915,8935,3985,2151,131,1,42:53,,1610612737,Atlanta,1628411,F,,42.000000:53,135.3,135.7,123.4,124.1,11.9,11.6,0.0,0.0,0.0,0.021,0.147,0.073,0.0,0.6,0.6,0.102,0.102,93.87,93.46,77.89,84,0.036,0.0,1.0,1.0
1628411,1610612737,22100519,2021-12-29,2,3,0.667,1,1,1.0,3,4,0.75,0,2,2,0,0,1,0,1,1,2,8,-2,0,0,1,13121,13121,13121,18917,15413,19932,3194,8144,16850,1,4143,3790,8109,13184,13666,16419,18990,16136,4518,8184,17438,5520,7362,13258,14276,2151,131,1,16:05,,1610612737,Atlanta,1628411,,,16.000000:05,114.2,108.3,119.2,117.1,-5.0,-8.8,0.0,0.0,0.0,0.0,0.167,0.071,0.0,0.833,0.84,0.125,0.138,102.31,105.95,88.29,36,0.116,1.0,0.0,1.0
1628411,1610612737,22100478,2021-12-23,1,5,0.2,0,0,0.0,0,0,0.0,2,3,5,0,1,0,0,1,2,1,2,-9,0,0,1,1,1,1,13426,18993,16241,21224,14232,20469,14232,13659,14456,13659,3074,9837,7407,18990,8493,12287,8184,17438,11965,11915,21059,20351,2151,131,1,23:15,,1610612737,Atlanta,1628411,,,23.000000:15,85.6,88.9,106.9,108.9,-21.3,-20.0,0.0,0.0,0.0,0.1,0.125,0.114,16.7,0.2,0.2,0.118,0.121,95.55,92.9,77.42,45,-0.014,0.0,1.0,1.0
