PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,MATCHUP_Away,MATCHUP_Home
1629617,1610612757,22101230,2022-04-10,9,17,0.529,1,4,0.25,1,3,0.333,2,6,8,5,2,0,2,1,4,3,20,-14,0,0,1,13121,13121,13121,4804,1550,2205,8108,8144,7950,11214,10221,6104,13247,3074,3087,2921,2964,4151,12287,702,17438,22177,4544,3410,23146,2151,131,1,33:27,,1610612757,Portland,1629617,C,,33.000000:27,95.0,94.1,114.0,116.4,-19.0,-22.3,0.313,2.5,20.0,0.063,0.171,0.119,8.0,0.559,0.546,0.278,0.284,97.46,96.86,80.72,68,0.138,1.0,0.0,1.0
1629617,1610612757,22101209,2022-04-08,4,7,0.571,0,1,0.0,1,1,1.0,2,0,2,0,1,1,0,0,4,1,9,-18,0,0,1,13121,13121,13121,18902,9264,12670,6408,14232,16850,14232,10221,12877,1,3074,22354,16419,18990,8493,4518,8184,1,22177,11915,12093,24420,2151,131,1,16:06,,1610612757,Portland,1629617,,,16.000000:06,88.8,90.6,143.6,134.3,-54.8,-43.7,0.0,0.0,0.0,0.118,0.0,0.061,12.5,0.571,0.605,0.229,0.231,97.43,99.88,83.23,32,0.047,1.0,1.0,0.0
1629617,1610612757,22101200,2022-04-07,7,10,0.7,0,1,0.0,1,1,1.0,2,1,3,1,2,4,2,0,5,2,15,-23,0,0,1,13121,13121,13121,14612,3477,8192,2969,14232,16850,14232,10221,12877,1,3074,17946,12968,13245,4151,106,702,1,24672,7362,6399,25389,2151,131,1,21:46,,1610612757,Portland,1629617,,,21.000000:46,86.0,86.4,128.8,129.8,-42.8,-43.4,0.125,0.5,7.7,0.118,0.042,0.073,15.4,0.7,0.718,0.255,0.26,100.95,100.34,83.61,44,0.152,1.0,1.0,0.0
1629617,1610612757,22101185,2022-04-05,1,6,0.167,0,2,0.0,0,0,0.0,0,4,4,3,2,1,0,1,1,0,2,-4,0,0,1,13121,13121,13121,20641,18993,14372,21822,14232,13609,14232,13659,14456,13659,13184,6842,9918,6215,4151,4518,8184,17438,5520,18239,21059,16281,2151,131,1,13:18,,1610612757,Portland,1629617,,,13.000000:18,90.4,85.2,99.0,93.1,-8.6,-7.9,0.375,1.5,27.3,0.0,0.25,0.133,18.2,0.167,0.167,0.276,0.303,95.13,101.05,84.21,27,0.041,1.0,1.0,0.0
1629617,1610612757,22101175,2022-04-03,3,9,0.333,0,2,0.0,1,2,0.5,1,5,6,1,0,2,1,0,4,1,7,-1,0,0,1,13121,13121,13121,18715,12092,9508,16922,14232,13609,14232,10221,7614,10631,6346,4619,5450,13245,16136,1427,2399,1,22177,11915,14596,13253,2151,131,1,16:22,,1610612757,Portland,1629617,,,16.000000:22,104.8,103.2,105.5,100.0,-0.6,3.2,0.143,0.0,9.1,0.056,0.313,0.176,0.0,0.333,0.354,0.303,0.308,90.62,93.85,78.21,31,0.1,1.0,1.0,0.0
1629617,1610612757,22101158,2022-04-01,5,9,0.556,1,2,0.5,0,2,0.0,2,8,10,0,2,0,1,0,1,1,11,3,1,0,1,13121,13121,13121,16752,6861,9508,7108,8144,13609,3792,13659,7614,13659,3074,1315,1514,18990,4151,12287,2399,1,5520,11915,9927,9319,1,131,1,18:59,,1610612757,Portland,1629617,,,18.000000:59,100.9,100.0,94.3,90.5,6.5,9.5,0.0,0.0,0.0,0.087,0.333,0.213,16.7,0.611,0.557,0.255,0.263,102.3,104.93,87.45,41,0.147,1.0,1.0,0.0
1629617,1610612757,22101146,2022-03-30,6,11,0.545,0,2,0.0,3,4,0.75,4,2,6,0,1,0,0,0,5,2,15,-3,0,0,1,13121,13121,13121,18578,4963,6941,7531,14232,13609,14232,4143,3790,8109,704,13666,5450,18990,8493,12287,8184,1,24672,7362,6399,15346,2151,131,1,16:34,,1610612757,Portland,1629617,,,16.000000:34,111.2,111.1,122.3,122.9,-11.1,-11.7,0.0,0.0,0.0,0.222,0.143,0.188,7.1,0.545,0.588,0.326,0.326,103.03,102.86,85.71,36,0.102,1.0,0.0,1.0
1629617,1610612754,22100789,2022-02-04,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,1,2,-4,0,0,1,13121,13121,13121,22258,18993,23284,1,14232,20469,14232,13659,14456,13659,13184,17946,19929,18990,16136,12287,8184,1,17825,11915,21059,16281,2151,131,1,9:53,,1610612754,Indiana,1629617,,,9.000000:53,96.0,100.0,116.2,108.7,-20.2,-8.7,0.0,0.0,0.0,0.0,0.091,0.048,0.0,1.0,1.0,0.045,0.046,105.39,106.85,89.04,21,0.0,1.0,0.0,1.0
1629617,1610612757,22100538,2021-12-31,2,6,0.333,1,1,1.0,2,2,1.0,2,2,4,1,1,1,0,1,2,1,7,-8,0,0,1,13121,13121,13121,10827,15413,14372,16922,8144,16850,1,6073,7614,1,3074,13666,9918,13245,8493,4518,8184,17438,11965,11915,14596,19644,2151,131,1,26:25,,1610612757,Portland,1629617,,,26.000000:25,118.4,121.8,135.5,133.9,-17.1,-12.1,0.053,1.0,11.1,0.056,0.095,0.07,11.1,0.417,0.509,0.114,0.118,101.72,100.85,84.04,55,0.038,1.0,1.0,0.0
1629617,1610612757,22100523,2021-12-29,2,3,0.667,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,0,4,0,4,-6,0,0,1,13121,13121,13121,20004,15413,19932,3194,14232,16850,14232,13659,14456,13659,13184,9837,12968,13245,16136,12287,8184,1,22177,18239,18560,18065,2151,131,1,14:26,,1610612757,Portland,1629617,,,14.000000:26,108.0,106.7,123.7,126.7,-15.7,-20.0,0.1,0.0,25.0,0.0,0.176,0.086,0.0,0.667,0.667,0.086,0.092,100.37,99.77,83.14,30,0.059,1.0,0.0,1.0
