PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,MATCHUP_Away,MATCHUP_Home
201157,1610612751,20900507,2010-01-06,1,2,0.5,0,0,0.0,0,0,0.0,0,3,3,0,2,1,2,0,0,0,2,0,0,0,1,12401,12401,12401,22388,17754,20484,7793,8760,13979,8760,14198,15149,14198,13179,8696,11803,17056,4425,4316,995,1,1,18272,19633,11395,2160,24,,6:37,,1610612751,New Jersey,201157,,,6.000000:37,94.5,92.9,92.9,86.7,1.6,6.2,0.0,0.0,0.0,0.0,0.429,0.231,50.0,0.5,0.5,0.286,0.291,100.69,105.19,87.66,14,0.16,1.0,1.0,0.0
201157,1610612751,20900388,2009-12-19,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,12401,12401,12401,23201,21293,23599,21293,8760,13979,8760,14198,8466,14198,13179,20807,21856,17056,16518,11450,7711,1,1,18272,21997,7637,2160,24,,4:47,,1610612751,New Jersey,201157,,,4.000000:47,114.1,122.2,87.5,77.8,26.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.104,88.51,90.31,75.26,9,-0.148,1.0,0.0,1.0
201157,1610612751,20900373,2009-12-18,3,6,0.5,0,0,0.0,4,4,1.0,2,3,5,0,1,0,0,0,1,2,10,3,0,0,1,12401,12401,12401,17972,11373,13669,7793,8760,13979,8760,3106,4557,1,3556,8696,6991,17056,9126,11450,7711,1,4189,8143,10123,8482,2160,24,,16:17,,1610612751,New Jersey,201157,,,16.000000:17,120.2,114.3,113.4,108.8,6.8,5.5,0.0,0.0,0.0,0.1,0.273,0.161,11.1,0.5,0.644,0.214,0.223,97.14,101.68,84.73,35,0.129,1.0,1.0,0.0
201157,1610612751,20900362,2009-12-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,12401,12401,12401,24341,21293,23599,21293,8760,13979,8760,14198,15149,14198,13179,20807,21856,17056,16518,11450,2706,1,4189,18272,21997,8482,2160,24,,1:48,,1610612751,New Jersey,201157,,,1.000000:48,103.1,100.0,34.7,25.0,68.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13,106.67,88.89,4,-0.25,1.0,0.0,1.0
201157,1610612751,20900340,2009-12-13,0,2,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,3,0,0,1,1,0,0,0,1,12401,12401,12401,21987,21293,20484,21293,8760,13979,8760,10901,8466,10893,13179,16252,18341,17056,16518,11450,360,1,1,12463,21734,11395,2160,24,,7:38,,1610612751,New Jersey,201157,,,7.000000:38,99.5,94.4,92.8,100.0,6.7,-5.6,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.174,0.15,0.157,111.3,110.04,91.7,18,0.018,1.0,1.0,0.0
201157,1610612751,20900311,2009-12-09,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,2,0,0,0,3,0,0,3,0,0,1,12401,12401,12401,22545,21293,23599,21293,8760,13979,8760,14198,15149,14198,13179,12014,14892,17056,4425,11450,7711,1,15686,18272,21997,8482,2160,24,,6:14,,1610612751,New Jersey,201157,,,6.000000:14,84.1,84.6,63.3,53.3,20.8,31.3,0.0,0.0,0.0,0.0,0.286,0.118,100.0,0.0,0.0,0.125,0.124,99.03,107.81,89.84,13,-0.545,1.0,0.0,1.0
201157,1610612751,20900263,2009-12-02,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,2,-15,0,0,1,12401,12401,12401,19157,17754,18882,16083,8760,13979,8760,14198,15149,14198,13179,20807,21856,11470,16518,11450,7711,1,9903,18272,19633,22870,2160,24,,14:09,,1610612751,New Jersey,201157,,,14.000000:09,96.4,93.1,144.4,150.0,-48.0,-56.9,0.091,0.0,25.0,0.0,0.0,0.0,0.0,0.333,0.333,0.1,0.107,96.81,96.68,80.57,29,-0.014,1.0,0.0,1.0
201157,1610612751,20900248,2009-11-29,1,4,0.25,0,0,0.0,0,0,0.0,0,3,3,0,0,1,1,0,2,2,2,-6,0,0,1,12401,12401,12401,18557,17754,17174,18892,8760,13979,8760,14198,15149,14198,13179,8696,11803,17056,16518,4316,2706,1,9903,8143,19633,17604,2160,24,,15:18,,1610612751,New Jersey,201157,,,15.000000:18,83.4,80.6,100.5,100.0,-17.1,-19.4,0.0,0.0,0.0,0.0,0.167,0.088,0.0,0.25,0.25,0.118,0.125,95.37,97.25,81.05,31,0.042,1.0,1.0,0.0
201157,1610612751,20900233,2009-11-27,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,2,0,3,0,0,-11,0,0,1,12401,12401,12401,20002,21293,22073,21293,8760,13979,8760,14198,15149,14198,6857,16252,14892,17056,9126,11450,995,1,15686,18272,21997,21170,2160,24,,12:26,,1610612751,New Jersey,201157,,,12.000000:26,80.9,72.4,108.4,106.7,-27.5,-34.3,0.0,0.0,0.0,0.067,0.1,0.08,50.0,0.0,0.0,0.065,0.072,107.12,113.92,94.93,29,-0.065,1.0,1.0,0.0
201157,1610612751,20900218,2009-11-25,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,0,4,0,0,-4,0,0,1,12401,12401,12401,18908,21293,23599,21293,8760,13979,8760,14198,15149,14198,6857,20807,18341,17056,16518,4316,2706,1,20228,18272,21997,15700,2160,24,,14:40,,1610612751,New Jersey,201157,,,14.000000:40,84.4,84.0,90.8,92.6,-6.4,-8.6,0.0,0.0,0.0,0.059,0.0,0.034,0.0,0.0,0.0,0.0,0.0,85.74,85.08,70.9,25,-0.06,1.0,1.0,0.0
