,Unnamed: 0.1,Unnamed: 0_left,SEASON_YEAR,PLAYER_ID_left,PLAYER_NAME_left,NICKNAME_left,TEAM_ID_left,TEAM_ABBREVIATION_left,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN_left,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
0,1324,1324,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501165,2016-04-06T00:00:00,CLE @ IND,L,35.0,0,4,0.0,0,3,0.0,4,4,1.0,0,3,3,1,2,1,0,0,4,2,4,5,10.1,0,0,10.0,1,13074,13074,13074,3534,22516,18073,22516,11051,6890,11051,2791,4140,1,13060,9493,12520,12251,4412,4706,8004,1,22104,7786,18063,7354,19105,2107,76,18488,1.0,35:00,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,F,,35.000000:00,127.5,124.6,118.8,115.7,8.7,8.9,0.037,0.5,11.1,0.0,0.1,0.055,22.2,0.0,0.347,0.113,0.115,92.98,95.31,79.43,69,-0.007,0.0
1,1478,1478,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501159,2016-04-05T00:00:00,CLE @ MIL,W,15.865,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,1,3,0,0,0,1,1,2,10,4.1,0,0,6.0,1,1,1,1,19147,18695,23432,1,11051,17277,11051,14161,15066,14161,13060,9493,12520,12251,1969,12313,8004,1,4972,12373,20822,4134,23131,2107,76,21429,1.0,15:52,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,15.000000:52,108.1,103.0,75.9,72.7,32.3,30.3,0.071,0.33,20.0,0.0,0.143,0.094,60.0,1.0,1.0,0.118,0.123,95.43,99.84,83.2,33,0.038,8.0
2,1722,1722,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501144,2016-04-03T00:00:00,CLE vs. CHA,W,31.833333333333332,4,6,0.667,0,1,0.0,0,0,0.0,1,1,2,3,1,1,0,0,1,1,8,13,16.9,0,0,15.0,1,1,1,1,6048,8539,14041,2883,11051,13174,11051,14161,15066,14161,6390,17769,16063,5322,9196,4706,8004,1,4972,12373,12541,2784,13911,2107,76,14428,1.0,31:50,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,31.000000:50,134.0,131.7,114.0,113.8,20.0,17.9,0.115,3.0,30.0,0.032,0.04,0.036,10.0,0.667,0.667,0.095,0.099,88.12,88.96,74.14,60,0.066,20.0
3,2034,2034,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501131,2016-04-01T00:00:00,CLE @ ATL,W,28.868333333333332,4,10,0.4,1,3,0.333,2,2,1.0,0,5,5,0,0,2,0,1,1,1,11,-3,23.0,0,0,21.0,1,1,1,1,8474,8539,7514,14037,5519,6890,7128,6499,8140,1,13060,4465,7203,18354,16943,1588,8004,17214,4972,12373,9124,15372,9760,2107,76,10048,1.0,28:52,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,28.000000:52,95.3,90.2,88.1,87.9,7.1,2.3,0.0,0.0,0.0,0.0,0.156,0.076,0.0,0.45,0.506,0.167,0.175,102.69,105.58,87.99,61,0.122,7.0
4,2171,2171,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501122,2016-03-31T00:00:00,CLE vs. BKN,W,19.75,1,4,0.25,0,2,0.0,4,5,0.8,0,8,8,2,1,1,0,1,1,3,6,20,20.6,0,0,18.0,1,1,1,1,16113,18695,18073,19755,11051,9677,11051,2791,3208,7601,13060,1264,2959,8082,9196,4706,8004,17214,4972,4736,15190,876,11314,2107,76,12177,1.0,19:45,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,19.000000:45,116.3,121.4,71.0,72.1,45.3,49.3,0.118,2.0,22.2,0.0,0.267,0.163,11.1,0.25,0.484,0.149,0.149,106.3,103.29,86.08,42,0.149,20.0
5,2546,2546,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501111,2016-03-29T00:00:00,CLE vs. HOU,L,34.68666666666667,4,14,0.286,2,6,0.333,1,2,0.5,1,2,3,2,1,1,2,0,4,1,11,-6,25.6,0,0,24.0,1,13074,13074,13074,3793,8539,3506,19020,2550,1860,7128,10755,8140,10753,6390,13353,12520,8082,9196,4706,932,1,22104,12373,9124,18431,8157,2107,76,8132,1.0,34:41,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,F,,34.000000:41,98.7,101.4,110.4,108.3,-11.7,-6.9,0.1,2.0,11.1,0.024,0.051,0.037,5.6,0.357,0.37,0.193,0.195,99.33,98.94,82.45,71,0.015,13.0
6,2898,2898,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501086,2016-03-26T00:00:00,CLE @ NYK,W,21.301666666666662,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,1,1,1,1,0,2,0,2,-8,10.9,0,0,9.0,1,1,1,1,14782,18695,19997,16528,11051,13174,11051,14161,15066,14161,13060,13353,16063,12251,9196,4706,2692,1,11390,18762,20822,20129,18498,2107,76,19255,1.0,21:18,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,21.000000:18,85.7,80.5,98.9,100.0,-13.3,-19.5,0.083,1.0,20.0,0.0,0.095,0.045,20.0,0.333,0.333,0.087,0.092,90.09,92.39,76.99,41,0.033,8.0
7,3338,3338,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501069,2016-03-24T00:00:00,CLE @ BKN,L,16.416666666666668,1,3,0.333,1,3,0.333,0,0,0.0,1,4,5,0,0,0,0,0,2,0,3,-8,9.0,0,0,9.0,1,13074,13074,13074,18720,18695,19997,16528,5519,6890,7128,14161,15066,14161,6390,6568,7203,18354,16943,12313,8004,1,11390,18762,19720,20129,19835,2107,76,19255,1.0,16:25,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,16.000000:25,97.7,100.0,114.4,121.2,-16.7,-21.2,0.0,0.0,0.0,0.056,0.222,0.139,0.0,0.5,0.5,0.077,0.077,99.0,95.03,79.19,32,0.052,7.0
8,3493,3493,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501059,2016-03-23T00:00:00,CLE vs. MIL,W,14.25,1,4,0.25,1,3,0.333,2,2,1.0,0,2,2,0,0,1,1,1,1,2,5,1,13.4,0,0,12.0,1,1,1,1,20250,18695,18073,19755,5519,6890,7128,6499,8140,1,13060,13353,16063,18354,16943,4706,2692,17214,4972,7786,16838,11010,16614,2107,76,16886,1.0,14:15,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,14.000000:15,91.5,100.0,101.0,96.2,-9.4,3.8,0.0,0.0,0.0,0.0,0.182,0.077,0.0,0.375,0.512,0.167,0.17,89.53,87.58,72.98,26,0.114,21.0
9,3820,3820,2015-16,202697,Iman Shumpert,Iman,1610612739,CLE,Cleveland Cavaliers,21501044,2016-03-21T00:00:00,CLE vs. DEN,W,23.133333333333333,2,4,0.5,1,2,0.5,0,0,0.0,0,4,4,4,1,1,1,0,3,0,5,10,20.8,0,0,18.0,1,1,1,1,13257,14994,18073,7886,5519,9677,3313,14161,15066,14161,13060,6568,9586,3513,9196,4706,2692,1,17641,18762,16838,4134,11195,2107,76,12177,1.0,23:08,,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,23.000000:08,120.2,120.4,100.3,102.1,19.9,18.3,0.19,4.0,44.4,0.0,0.154,0.091,11.1,0.625,0.625,0.096,0.098,101.59,100.63,83.86,49,0.081,21.0
