,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0022200457,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,F,,15.000000:53,134.7,129.7,112.2,113.5,22.5,16.2,0.059,0.5,14.3,0.0,0.2,0.115,28.6,0.75,0.75,0.143,0.148,110.43,111.82,93.18,37,0.075
1,0022200457,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,33.000000:58,111.5,107.8,109.7,109.3,1.8,-1.5,0.063,0.5,3.4,0.032,0.209,0.135,6.9,0.735,0.787,0.329,0.34,105.39,107.4,89.5,77,0.257
2,0022200457,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,35.000000:13,126.7,122.8,112.0,114.1,14.7,8.7,0.143,1.5,13.0,0.12,0.111,0.114,8.7,0.824,0.839,0.238,0.245,106.32,106.97,89.15,79,0.173
3,0022200457,1610612749,MIL,Milwaukee,1628960,Grayson Allen,Grayson,G,,25.000000:05,119.0,116.9,124.1,128.1,-5.1,-11.1,0.105,2.0,22.2,0.05,0.125,0.096,11.1,0.5,0.5,0.109,0.111,111.79,110.99,92.49,59,0.07
4,0022200457,1610612749,MIL,Milwaukee,201950,Jrue Holiday,Jrue,G,,33.000000:48,124.3,121.1,113.7,118.4,10.6,2.6,0.44,3.67,39.3,0.036,0.07,0.056,10.7,0.583,0.654,0.205,0.21,108.73,107.91,89.92,76,0.143
5,0022200457,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,,21.000000:52,114.4,116.3,104.3,102.1,10.1,14.2,0.059,0.0,11.1,0.0,0.129,0.082,0.0,0.714,0.698,0.157,0.154,105.2,105.33,87.78,49,0.112
6,0022200457,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,,,22.000000:28,128.6,129.2,105.9,104.1,22.7,25.1,0.043,1.0,14.3,0.056,0.13,0.098,14.3,0.4,0.4,0.118,0.117,102.91,103.59,86.32,48,0.034
7,0022200457,1610612749,MIL,Milwaukee,1628975,Jevon Carter,Jevon,,,19.000000:42,116.3,109.1,105.3,104.7,10.9,4.4,0.214,1.0,21.4,0.0,0.2,0.125,21.4,0.438,0.474,0.244,0.26,102.34,106.0,88.33,44,0.153
8,0022200457,1610612749,MIL,Milwaukee,202083,Wesley Matthews,Wesley,,,16.000000:43,130.9,130.3,103.0,105.9,28.0,24.4,0.071,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,0.029,0.029,97.34,96.19,80.16,33,0.0
9,0022200457,1610612749,MIL,Milwaukee,204060,Joe Ingles,Joe,,,15.000000:17,126.5,120.6,107.5,111.4,19.0,9.2,0.143,0.67,22.2,0.077,0.0,0.032,33.3,0.0,0.0,0.194,0.203,107.91,108.41,90.34,34,-0.085
10,0022200457,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,Thanasis,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,0022200457,1610612749,MIL,Milwaukee,201588,George Hill,George,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0022200457,1610612749,MIL,Milwaukee,201586,Serge Ibaka,Serge,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
