GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
21600241,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,,DND - Corneal abrasion,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,23.0
21600321,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,35.000000:34,84.4,86.7,81.7,79.7,2.7,6.9,0.176,3.0,18.8,0.0,0.366,0.163,6.3,0.45,0.554,0.16,0.16,100.68,100.54,83.79,75,0.2,16.0
21600123,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,39.000000:05,122.9,125.3,117.8,116.3,5.0,9.1,0.231,1.0,21.4,0.098,0.162,0.128,21.4,0.567,0.567,0.232,0.235,97.92,97.63,81.36,79,0.078,16.0
21600687,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,37.000000:54,96.8,103.8,112.6,114.3,-15.8,-10.4,0.308,2.67,33.3,0.024,0.147,0.08,12.5,0.583,0.621,0.178,0.174,102.51,98.15,81.79,78,0.122,16.0
21601189,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,40.000000:46,121.4,120.9,120.4,120.0,1.0,0.9,0.13,3.0,10.0,0.026,0.189,0.107,3.3,0.565,0.594,0.297,0.298,100.29,100.67,83.89,86,0.12,15.0
21600095,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,29.000000:56,122.0,126.2,106.7,106.2,15.2,20.0,0.167,4.0,33.3,0.0,0.214,0.107,8.3,0.417,0.58,0.118,0.117,105.74,104.23,86.86,65,0.107,16.0
21600056,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,33.000000:55,116.0,117.1,81.1,85.7,34.9,31.4,0.19,1.0,16.7,0.061,0.122,0.095,16.7,0.563,0.592,0.25,0.254,102.35,99.07,82.56,70,0.143,15.0
21600652,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,34.000000:59,103.8,101.4,96.7,102.8,7.1,-1.4,0.286,3.0,25.0,0.0,0.237,0.125,8.3,0.469,0.487,0.234,0.242,102.08,100.16,83.47,74,0.139,16.0
21600108,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,34.000000:04,103.9,107.4,103.1,104.5,0.9,2.9,0.217,5.0,27.8,0.0,0.059,0.03,5.6,0.3,0.369,0.173,0.177,97.33,95.11,79.26,68,0.017,16.0
21600486,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,36.000000:21,90.9,90.7,76.4,76.3,14.5,14.4,0.381,2.67,27.6,0.071,0.278,0.167,10.3,0.412,0.437,0.253,0.26,99.57,99.7,83.08,75,0.208,16.0
21600337,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,28.000000:51,127.2,125.0,100.8,101.8,26.3,23.2,0.368,3.5,35.0,0.038,0.242,0.153,10.0,0.727,0.727,0.197,0.203,92.81,93.17,77.64,56,0.193,16.0
21600257,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,23.000000:00,122.0,122.7,83.5,87.0,38.4,35.8,0.222,2.0,33.3,0.0,0.069,0.043,16.7,0.2,0.444,0.163,0.166,96.17,93.91,78.26,44,0.058,3.0
21601165,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,36.000000:06,108.2,109.0,126.2,130.9,-18.0,-21.9,0.35,7.0,28.0,0.0,0.097,0.046,4.0,0.462,0.656,0.257,0.259,91.75,89.75,74.79,67,0.165,15.0
21601005,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,,NWT - Migraine,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,11.0
21601207,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,29.000000:32,86.9,90.9,97.4,98.2,-10.5,-7.3,0.5,4.0,34.8,0.0,0.185,0.091,8.7,0.458,0.427,0.259,0.256,92.61,90.2,75.17,55,0.156,3.0
21600642,1610612766,CHA,Charlotte,201587,Nicolas Batum,Nicolas,G,,31.000000:03,129.0,132.8,97.8,103.3,31.2,29.5,0.25,1.2,26.1,0.0,0.121,0.071,21.7,0.409,0.492,0.243,0.244,97.55,93.53,77.94,61,0.085,16.0
