,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
27,27,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701220,2018-04-11T00:00:00,CLE vs. NYK,L,27.166666666666668,7,9,0.778,0,0,0.0,6,9,0.667,2,5,7,0,1,1,0,0,3,5,20,-5,30.4,0,0,29.0,1,13054,13054,13054,9757,3042,9295,1778,12784,18958,12784,1000,603,9308,2736,4562,3855,18867,9095,4599,8133,1,17900,1543,2855,17397,5739,2016,109,5644,1.0,27:10,
493,493,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701207,2018-04-09T00:00:00,CLE @ NYK,W,1.0833333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,2.0,0,0,2.0,1,1,1,1,25840,19115,23497,1,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,21168,11054,24340,2016,109,24118,1.0,1:05,
1383,1383,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701156,2018-04-03T00:00:00,CLE vs. TOR,W,1.365,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-8,0.0,0,0,0.0,1,1,1,1,25759,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,23334,19948,25240,2016,109,25272,1.0,1:22,
1753,1753,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701149,2018-04-01T00:00:00,CLE vs. DAL,W,0.7633333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-2,0.0,0,0,0.0,1,1,1,1,25948,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,5153,18674,23334,14288,25240,2016,109,25272,1.0,0:46,
2412,2412,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701116,2018-03-28T00:00:00,CLE @ CHA,W,1.5166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,-4,1.5,0,0,1.0,1,1,1,1,25690,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,12861,16820,12224,8133,1,5153,18674,23334,16409,24559,2016,109,24696,1.0,1:31,
2449,2449,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701110,2018-03-27T00:00:00,CLE @ MIA,L,2.7666666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,0,0,2.0,1,13054,13054,13054,25255,19115,23497,1,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,21168,10074,24340,2016,109,24118,1.0,2:46,
3148,3148,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701080,2018-03-23T00:00:00,CLE vs. PHX,W,5.416666666666667,2,2,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,4,-1,6.4,0,0,6.0,1,1,1,1,24254,15444,21901,1,12784,18958,12784,13731,14642,13731,5905,17844,16012,18867,16820,12224,8133,1,5153,18674,18469,13246,21794,2016,109,21716,1.0,5:25,
3478,3478,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701065,2018-03-21T00:00:00,CLE vs. TOR,W,15.616666666666667,2,3,0.667,0,0,0.0,2,2,1.0,0,1,1,0,1,0,0,0,0,1,6,2,6.2,0,0,7.0,1,1,1,1,19536,15444,20118,3072,12784,18958,12784,5999,7582,1,12711,17844,19703,18867,9095,12224,8133,1,1,12172,15609,10074,21910,2016,109,21042,1.0,15:37,
3795,3795,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701050,2018-03-19T00:00:00,CLE vs. MIL,W,16.966666666666665,4,6,0.667,0,0,0.0,5,5,1.0,4,2,6,0,0,0,1,0,4,5,13,7,23.2,0,0,21.0,1,1,1,1,18560,9019,14536,3072,12784,18958,12784,1627,2744,1,654,13412,5255,18867,16820,12224,2512,1,22329,1543,7521,5918,9855,2016,109,10404,1.0,16:58,
4033,4033,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701039,2018-03-17T00:00:00,CLE @ CHI,W,20.2,7,9,0.778,0,0,0.0,0,1,0.0,4,2,6,0,2,0,1,2,2,2,14,-6,22.2,0,0,22.0,1,1,1,1,15922,3042,9295,1778,12784,18958,12784,13731,13052,13731,654,13412,5255,18867,4386,12224,2512,23707,11691,7539,6634,18335,10537,2016,109,9733,1.0,20:12,
4359,4359,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701028,2018-03-15T00:00:00,CLE @ POR,L,6.3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,-4,6.0,0,0,4.0,1,13054,13054,13054,23932,22697,23497,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,803,1,1,18674,23334,16409,22073,2016,109,22951,1.0,6:18,
4637,4637,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701014,2018-03-13T00:00:00,CLE @ PHX,W,14.533333333333331,5,5,1.0,0,0,0.0,1,2,0.5,1,3,4,1,3,0,1,0,3,1,11,3,17.3,0,0,18.0,1,1,1,1,20275,6480,16430,1,12784,18958,12784,10216,7582,10590,5905,9682,9561,12861,1936,12224,2512,1,17900,12172,9561,9131,14071,2016,109,12644,1.0,14:32,
5043,5043,2017-18,1627790,Ante Zizic,Ante,1610612739,CLE,Cleveland Cavaliers,21701000,2018-03-11T00:00:00,CLE @ LAL,L,19.781666666666663,7,9,0.778,0,0,0.0,1,2,0.5,2,5,7,0,1,0,2,0,1,1,15,-6,28.4,0,0,26.0,1,13054,13054,13054,16320,3042,9295,1778,12784,18958,12784,10216,7582,10590,2736,4562,3855,18867,9095,12224,803,1,5153,12172,5773,18335,6785,2016,109,7224,1.0,19:47,
