,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
319,319,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701217,2018-04-10T00:00:00,GSW @ UTA,L,13.316666666666666,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,1,2,1,0,0,1,0,2,1,6.9,0,0,7.0,1,13054,13054,13054,21044,19115,21901,8363,12784,15030,12784,13731,14642,13731,12711,13412,16012,12861,4386,4599,8133,1,5153,18674,21168,11054,21519,2016,109,21042,1.0,13:19,
679,679,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701203,2018-04-08T00:00:00,GSW @ PHX,W,5.516666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,-5,-1.0,0,0,0.0,1,1,1,1,24219,22697,23497,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,9095,12224,8133,1,5153,18674,23334,17397,26003,2016,109,25272,1.0,5:31,
833,833,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701195,2018-04-07T00:00:00,GSW vs. NOP,L,4.695,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,2,0,0,0,0,1,1,-7,0.2,0,0,2.0,1,13054,13054,13054,24535,22697,24957,22697,12784,18958,12784,10216,7582,10590,12711,17844,19703,18867,4386,12224,8133,1,1,12172,23101,19142,25169,2016,109,24118,1.0,4:42,
1174,1174,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701175,2018-04-05T00:00:00,GSW @ IND,L,10.933333333333334,2,3,0.667,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,0,1,0,4,-7,9.4,0,0,8.0,1,13054,13054,13054,22279,15444,20118,3072,12784,18958,12784,13731,14642,13731,5905,17844,16012,8497,16820,12224,8133,1,5153,18674,18469,19142,19844,2016,109,20351,1.0,10:56,
1431,1431,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701163,2018-04-03T00:00:00,GSW @ OKC,W,18.951666666666668,3,6,0.5,0,0,0.0,0,0,0.0,2,5,7,2,0,0,2,2,0,0,6,9,23.4,0,0,19.0,1,1,1,1,16999,12053,14536,8363,12784,18958,12784,13731,14642,13731,2736,4562,3855,8497,16820,12224,803,23707,1,18674,15609,4713,9720,2016,109,11894,1.0,18:57,
1721,1721,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701153,2018-04-01T00:00:00,GSW vs. PHX,W,16.333333333333332,5,7,0.714,0,0,0.0,0,0,0.0,1,4,5,1,1,1,0,1,0,0,10,9,19.5,0,0,18.0,1,1,1,1,19041,6480,12683,2604,12784,18958,12784,13731,14642,13731,5905,6671,7090,12861,9095,4599,8133,17404,1,18674,10645,4713,12401,2016,109,12644,1.0,16:20,
1909,1909,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701142,2018-03-31T00:00:00,GSW @ SAC,W,7.986666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,0,0,2,11,8.9,0,0,7.0,1,1,1,1,23347,19115,23497,1,12784,18958,12784,13731,14642,13731,12711,13412,16012,12861,16820,12224,2512,1,1,18674,21168,3691,20207,2016,109,21042,1.0,7:59,
2222,2222,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701128,2018-03-29T00:00:00,GSW vs. MIL,L,8.383333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,2,1,1,0,0,1,0,0,-1,8.6,0,0,7.0,1,13054,13054,13054,23209,22697,24957,22697,12784,18958,12784,13731,14642,13731,5905,13412,12541,8497,9095,4599,8133,1,5153,18674,23334,13246,20395,2016,109,21042,1.0,8:23,
2554,2554,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701114,2018-03-27T00:00:00,GSW vs. IND,L,22.725,2,7,0.286,0,0,0.0,0,0,0.0,4,3,7,3,0,0,4,1,0,1,4,-7,28.9,0,0,22.0,1,13054,13054,13054,13755,15444,12683,19431,12784,18958,12784,13731,14642,13731,654,9682,3855,5723,16820,12224,94,17404,1,12172,18469,19142,6523,2016,109,9733,1.0,22:44,
2800,2800,2017-18,1628395,Jordan Bell,Jordan,1610612744,GSW,Golden State Warriors,21701102,2018-03-25T00:00:00,GSW vs. UTA,L,17.5,3,4,0.75,0,0,0.0,0,0,0.0,0,4,4,4,0,1,0,0,1,0,6,-3,19.8,0,0,16.0,1,13054,13054,13054,18163,12053,18324,1914,12784,18958,12784,13731,14642,13731,12711,6671,9561,3868,16820,4599,8133,1,5153,18674,15609,15423,12171,2016,109,14193,1.0,17:30,
