,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
36,36,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701221,2018-04-11T00:00:00,TOR @ MIA,L,38.49,6,17,0.353,0,2,0.0,7,9,0.778,1,5,6,3,3,0,1,3,2,6,19,1,30.7,0,0,30.0,1,13054,13054,13054,989,4530,1694,16953,12784,11647,12784,658,603,8008,5905,4562,5255,5723,1936,12224,2512,25519,11691,852,3342,11054,5612,2016,109,5181,1.0,38:29,
461,461,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701204,2018-04-09T00:00:00,TOR @ DET,W,28.411666666666665,6,12,0.5,2,5,0.4,2,2,1.0,1,2,3,7,1,0,0,0,2,2,16,14,29.1,0,0,28.0,1,1,1,1,8662,4530,5302,8363,3481,4175,7111,5999,7582,1,5905,13412,12541,1126,9095,12224,8133,1,11691,7539,5058,2475,6407,2016,109,6151,1.0,28:25,
1027,1027,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701187,2018-04-06T00:00:00,TOR vs. IND,W,28.15,5,17,0.294,0,2,0.0,2,3,0.667,1,4,5,8,3,2,1,2,0,5,12,32,36.0,0,0,31.0,1,1,1,1,8878,6480,1694,19399,12784,11647,12784,5999,6031,9308,5905,6671,7090,714,1936,1511,2512,23707,1,1543,8469,93,3530,2016,109,4763,1.0,28:09,
1289,1289,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701171,2018-04-04T00:00:00,TOR vs. BOS,W,27.066666666666663,6,17,0.353,3,4,0.75,1,1,1.0,0,3,3,2,0,1,1,0,3,2,16,5,28.6,0,0,28.0,1,1,1,1,9859,4530,1694,16953,1558,6151,1662,10216,13052,1,12711,9682,12541,8497,16820,4599,2512,1,17900,7539,5058,7404,6670,2016,109,6151,1.0,27:04,
1463,1463,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701156,2018-04-03T00:00:00,TOR @ CLE,L,33.35,7,13,0.538,0,2,0.0,5,5,1.0,0,3,3,7,1,1,0,1,3,6,19,-10,35.1,0,0,31.0,1,13054,13054,13054,4423,3042,4341,7816,12784,11647,12784,1627,2744,1,12711,9682,12541,1126,9095,4599,8133,17404,17900,852,3342,21382,3814,2016,109,4763,1.0,33:21,
1883,1883,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701140,2018-03-31T00:00:00,TOR @ BOS,L,36.33833333333333,12,19,0.632,0,5,0.0,8,10,0.8,1,6,7,7,2,0,1,0,5,5,32,-8,51.9,0,0,48.0,1,13054,13054,13054,2142,266,992,4690,12784,4175,12784,429,381,7608,5905,3036,3855,1126,4386,12224,2512,1,24852,1543,358,19948,676,2016,109,771,1.0,36:20,
2436,2436,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701109,2018-03-27T00:00:00,TOR vs. DEN,W,30.256666666666668,7,12,0.583,1,3,0.333,0,0,0.0,0,1,1,8,2,2,0,0,2,2,15,1,32.2,0,0,29.0,1,1,1,1,7026,3042,5302,6158,6911,8645,8071,13731,14642,13731,12711,17844,19703,714,4386,1511,8133,1,11691,7539,5773,11054,4954,2016,109,5644,1.0,30:15,
2804,2804,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701097,2018-03-25T00:00:00,TOR vs. LAC,L,34.03333333333333,3,12,0.25,0,1,0.0,5,5,1.0,0,2,2,7,3,0,0,2,2,2,11,-3,20.9,0,0,20.0,1,13054,13054,13054,3869,12053,5302,20170,12784,15030,12784,1627,2744,1,12711,13412,16012,1126,1936,12224,8133,23707,11691,7539,9561,15423,11411,2016,109,11144,1.0,34:02,
3166,3166,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701082,2018-03-23T00:00:00,TOR vs. BKN,W,33.1,8,21,0.381,0,4,0.0,5,9,0.556,0,2,2,3,3,0,0,2,3,7,21,-2,24.9,0,0,26.0,1,1,1,1,4605,1983,549,15950,12784,6151,12784,1627,603,10558,12711,13412,16012,5723,1936,12224,8133,23707,17900,463,2420,14288,8782,2016,109,7224,1.0,33:06,
3375,3375,2017-18,201942,DeMar DeRozan,DeMar,1610612761,TOR,Toronto Raptors,21701065,2018-03-21T00:00:00,TOR @ CLE,L,35.416666666666664,6,16,0.375,0,3,0.0,9,10,0.9,1,2,3,5,0,0,0,3,3,5,21,-10,32.1,0,0,29.0,1,13054,13054,13054,2785,4530,2186,15991,12784,8645,12784,263,381,6758,5905,13412,12541,2623,16820,12224,8133,25519,17900,1543,2420,21382,5000,2016,109,5644,1.0,35:25,
