,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
94,94,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11T00:00:00,SAS @ NOP,L,15.733333333333333,4,6,0.667,1,2,0.5,1,2,0.5,0,1,1,0,1,0,0,0,0,2,10,-9,10.2,0,0,12.0,1,13054,13054,13054,19457,9019,14536,3072,6911,11647,3791,10216,7582,10590,12711,17844,19703,18867,9095,12224,8133,1,1,7539,10645,20674,19315,2016,109,17274,1.0,15:44,
516,516,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701210,2018-04-09T00:00:00,SAS vs. SAC,W,0.9483333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,1,1,1,1,25901,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,23334,10074,25240,2016,109,25272,2.0,0:57,
815,815,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701196,2018-04-07T00:00:00,SAS vs. POR,W,1.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,1,1,1,1,25838,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,23334,13246,25240,2016,109,25272,1.0,1:06,
1812,1812,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701145,2018-04-01T00:00:00,SAS vs. HOU,W,2.2333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,1,1,1,1,25449,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,23334,15423,25240,2016,109,25272,1.0,2:14,
2576,2576,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701108,2018-03-27T00:00:00,SAS @ WAS,L,14.266666666666667,2,5,0.4,0,1,0.0,0,4,0.0,0,1,1,1,1,0,0,1,2,2,4,9,5.7,0,0,6.0,1,13054,13054,13054,20458,15444,16430,14515,12784,15030,12784,13731,3694,13731,12711,17844,19703,12861,9095,12224,8133,17404,11691,7539,18469,4713,22252,2016,109,21716,1.0,14:16,
3403,3403,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701071,2018-03-21T00:00:00,SAS vs. WAS,W,3.4166666666666665,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,0,0,-11,-1.0,0,0,0.0,1,1,1,1,25011,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,9095,12224,8133,1,11691,18674,23334,22023,26003,2016,109,25272,1.0,3:25,
3711,3711,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701056,2018-03-19T00:00:00,SAS vs. GSW,W,3.0033333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0,0,0.0,1,1,1,1,25172,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,5153,18674,23334,7404,25240,2016,109,25272,1.0,3:00,
3956,3956,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701042,2018-03-17T00:00:00,SAS vs. MIN,W,1.5,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,1.2,0,0,1.0,1,1,1,1,25703,22697,23497,22697,12784,18958,12784,13731,14642,13731,5905,22415,19703,18867,16820,12224,8133,1,1,18674,23334,10074,24751,2016,109,24696,1.0,1:30,
4583,4583,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701012,2018-03-13T00:00:00,SAS vs. ORL,W,12.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,-3,2.0,0,0,2.0,1,1,1,1,21750,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,9095,12224,2512,1,1,18674,23334,15423,24340,2016,109,24118,1.0,12:00,
4839,4839,2017-18,203464,Brandon Paul,Brandon,1610612759,SAS,San Antonio Spurs,21701001,2018-03-12T00:00:00,SAS @ HOU,L,32.333333333333336,0,5,0.0,0,2,0.0,1,4,0.25,0,3,3,1,2,0,1,1,4,6,1,3,7.1,0,0,7.0,1,13054,13054,13054,5279,22697,16430,22697,12784,11647,12784,10216,3694,13569,12711,9682,12541,12861,4386,12224,2512,17404,22329,852,23101,9131,21427,2016,109,21042,1.0,32:20,
