,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
10551,10551,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300707,2024-02-04T00:00:00,CHA vs. IND,L,1.7333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,13252,13252,13252,25677,22557,24896,22557,14651,20560,14651,13417,14233,13417,13449,22149,23241,19657,16035,12108,8529,1,1,17532,23140,12394,25245,2248,138,25279,1,1:44,
10856,10856,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300695,2024-02-02T00:00:00,CHA @ OKC,L,6.2,2,4,0.5,1,3,0.333,0,0,0.0,0,0,0,0,1,1,0,0,0,0,5,10,7.0,0,0,8.0,1,13252,13252,13252,23431,15517,17737,8954,8460,10539,9124,13417,14233,13417,13449,22149,23241,19657,8468,4430,8529,1,1,17532,17241,4460,21289,2248,138,20176,1,6:12,
11535,11535,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300657,2024-01-29T00:00:00,CHA vs. NYK,L,2.3833333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-3,0.0,0,0,0.0,1,13252,13252,13252,25320,22557,23222,22557,14651,16961,14651,13417,14233,13417,13449,22149,23241,19657,16035,12108,8529,1,6163,17532,23140,15642,25245,2248,138,25279,1,2:23,
12099,12099,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300635,2024-01-26T00:00:00,CHA vs. HOU,L,6.75,2,6,0.333,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,3,5.0,0,0,6.0,1,13252,13252,13252,23200,15517,14269,17629,8460,7844,11776,13417,14233,13417,13449,22149,23241,19657,16035,12108,8529,1,1,17532,17241,9396,22451,2248,138,21429,1,6:45,
13508,13508,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300575,2024-01-17T00:00:00,CHA @ NOP,L,3.5,2,3,0.667,2,2,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,-1,6.0,0,0,8.0,1,13252,13252,13252,24747,15517,19584,3541,4439,13570,1,13417,14233,13417,13449,22149,23241,19657,16035,12108,8529,1,1,17532,15809,13562,21849,2248,138,20176,1,3:30,
13857,13857,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300551,2024-01-14T00:00:00,CHA @ MIA,L,2.1666666666666665,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0,0,1.0,1,13252,13252,13252,25431,22557,23222,22557,14651,20560,14651,10099,7481,10591,13449,22149,23241,19657,16035,12108,8529,1,1,11166,22915,11403,25081,2248,138,24649,1,2:10,
14182,14182,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300541,2024-01-12T00:00:00,CHA @ SAS,L,5.783333333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0,-9,4.2,0,0,3.0,1,13252,13252,13252,23616,22557,21406,22557,14651,13570,14651,13417,14233,13417,13449,17515,19646,19657,16035,12108,2720,1,1,17532,23140,20690,22926,2248,138,23324,1,5:47,
14510,14510,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300518,2024-01-10T00:00:00,CHA vs. SAC,L,19.783333333333335,3,8,0.375,2,6,0.333,0,0,0.0,0,0,0,1,0,0,0,1,0,1,8,-10,9.5,0,0,11.0,1,13252,13252,13252,15982,12407,11049,16597,4439,3921,9124,13417,14233,13417,13449,22149,23241,14131,16035,12108,8529,17336,1,11166,13454,21324,19743,2248,138,18152,1,19:47,
14741,14741,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300506,2024-01-08T00:00:00,CHA vs. CHI,L,4.266666666666667,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,2,0,0,0,0,1,0,3,-2,8.4,0,0,8.0,1,13252,13252,13252,24331,18910,23222,1,8460,16961,1,13417,14233,13417,13449,13100,15973,9909,16035,12108,8529,1,6163,17532,19746,14544,20415,2248,138,20176,1,4:16,
16004,16004,2023-24,1630547,James Bouknight,James,1610612766,CHA,Charlotte Hornets,22300455,2024-01-01T00:00:00,CHA @ DEN,L,4.133333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,0,0,6,3.0,0,0,2.0,1,13252,13252,13252,24412,22557,23222,22557,14651,20560,14651,13417,14233,13417,13449,22149,23241,9909,16035,12108,8529,17336,1,17532,23140,6978,23642,2248,138,23945,1,4:08,
