,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
233,233,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601222,2017-04-12T00:00:00,BKN @ CHI,L,29.833333333333332,4,11,0.364,0,4,0.0,0,0,0.0,2,7,9,4,1,1,0,0,0,1,8,-17,26.8,0,0,23.0,1,13060,13060,13060,7574,8702,6285,16344,12221,5404,12221,13946,14843,13946,3010,1966,2152,3629,8857,4652,7994,1,1,12086,12666,24613,7520,2032,118,8787,1,29:50,
469,469,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601204,2017-04-10T00:00:00,BKN @ BOS,L,16.883333333333333,5,8,0.625,1,3,0.333,0,0,0.0,1,3,4,0,0,1,1,0,2,0,11,-3,21.8,0,0,20.0,1,13060,13060,13060,18482,6330,10580,4546,6264,7843,7723,13946,14843,13946,6171,9449,9421,18531,16648,4652,2482,1,11770,18615,9213,15364,10532,2032,118,10793,1,16:53,
809,809,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601188,2017-04-08T00:00:00,BKN vs. CHI,W,4.706666666666667,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,1,0,1,0,1,0,0,-5,3.2,0,0,3.0,1,1,1,1,24490,22732,21916,22732,12221,14538,12221,13946,14843,13946,6171,22443,19668,18531,8857,12237,2482,1,5176,18615,23374,17379,23684,2032,118,23632,1,4:42,
1219,1219,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601174,2017-04-06T00:00:00,BKN @ ORL,L,16.783333333333335,4,9,0.444,1,3,0.333,1,2,0.5,1,2,3,0,2,1,1,2,2,1,10,3,17.6,0,0,18.0,1,13060,13060,13060,18548,8702,8880,12539,6264,7843,7723,10567,7939,10848,6171,13221,12475,18531,4192,4652,2482,23823,11770,12086,10270,9094,13511,2032,118,12279,1,16:47,
1459,1459,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601154,2017-04-04T00:00:00,BKN @ PHI,W,12.0,3,6,0.5,1,2,0.5,2,2,1.0,0,0,0,2,0,0,0,0,2,2,9,-11,12.0,0,0,12.0,1,1,1,1,21657,11660,14148,8149,6264,10977,3584,6376,7939,1,12923,22443,23356,8113,16648,12237,7994,1,11770,7572,11491,22078,17808,2032,118,17016,1,12:00,
1978,1978,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601139,2017-04-01T00:00:00,BKN vs. ORL,W,19.45,5,9,0.556,1,3,0.333,2,2,1.0,1,4,5,0,2,0,0,0,1,1,13,20,17.0,0,0,19.0,1,1,1,1,16404,6330,8880,6870,6264,7843,7723,6376,7939,1,6171,6518,7038,18531,4192,12237,7994,1,5176,12086,7338,991,13923,2032,118,11528,1,19:27,
2274,2274,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601121,2017-03-30T00:00:00,BKN @ DET,L,16.868333333333332,2,4,0.5,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,0,1,1,6,0,7.2,0,0,9.0,1,13060,13060,13060,18496,15070,18194,8149,3010,7843,1998,13946,14843,13946,12923,17700,19668,18531,16648,12237,7994,1,5176,12086,15401,12096,21313,2032,118,19424,1,16:52,
2605,2605,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601105,2017-03-28T00:00:00,BKN vs. PHI,L,5.1,2,3,0.667,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,4,-1,5.2,0,0,5.0,1,13060,13060,13060,24353,15070,20108,2938,12221,14538,12221,13946,14843,13946,12923,17700,19668,18531,16648,12237,7994,1,5176,18615,18247,13195,22594,2032,118,22333,1,5:06,
3159,3159,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601072,2017-03-24T00:00:00,BKN @ WAS,L,22.7,7,11,0.636,2,3,0.667,4,6,0.667,0,6,6,2,0,0,0,1,0,3,20,2,30.2,0,0,30.0,1,13060,13060,13060,13718,3047,6285,4356,3010,7843,1998,2830,2071,9575,12923,2949,5249,8113,16648,12237,7994,17509,1,4543,2898,10057,5784,2032,118,5052,1,22:42,
3428,3428,2016-17,203120,Justin Hamilton,Justin,1610612751,BKN,Brooklyn Nets,21601067,2017-03-23T00:00:00,BKN vs. PHX,W,7.5,3,5,0.6,0,1,0.0,4,4,1.0,0,0,0,1,0,1,0,0,2,2,10,2,14.5,0,0,13.0,1,1,1,1,23485,11660,16180,5049,12221,14538,12221,2830,4139,1,12923,22443,23356,12386,16648,4652,7994,1,11770,7572,10270,10057,15869,2032,118,16174,1,7:30,
