,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
666,666,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601199,2017-04-09T00:00:00,PHX vs. DAL,W,2.55,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,1,0,0,0,0,0,1,2,8,4.7,0,0,4.0,1,1,1,1,25355,22732,25027,22732,12221,18442,12221,6376,7939,1,12923,17700,19668,12386,16648,12237,7994,1,1,12086,21017,5259,22898,2032,118,22998,1,2:33,
1057,1057,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601186,2017-04-07T00:00:00,PHX vs. OKC,W,34.45,4,8,0.5,3,5,0.6,0,0,0.0,0,4,4,3,1,0,0,0,2,1,11,17,19.3,0,0,21.0,1,1,1,1,3770,8702,10580,8149,1368,3567,2920,13946,14843,13946,12923,6518,9421,5382,8857,12237,7994,1,11770,12086,9213,1547,12248,2032,118,10056,1,34:27,
1347,1347,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601171,2017-04-05T00:00:00,PHX vs. GSW,L,32.733333333333334,8,14,0.571,3,6,0.5,0,0,0.0,0,7,7,6,3,2,0,1,4,0,19,7,39.4,0,0,39.0,1,13060,13060,13060,5146,2021,3546,6176,1368,2314,3584,13946,14843,13946,12923,1966,3867,1677,1865,1493,7994,17509,22341,18615,3348,5966,2597,2032,118,2116,1,32:44,
1865,1865,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601153,2017-04-02T00:00:00,PHX vs. HOU,L,33.766666666666666,4,14,0.286,3,11,0.273,4,4,1.0,2,7,9,1,1,2,0,0,1,2,15,7,32.3,0,0,32.0,1,13060,13060,13060,4322,8702,3546,19320,1368,145,9960,2830,4139,1,3010,1966,2152,12386,8857,1493,7994,1,5176,7572,5709,5966,4863,2032,118,4239,1,33:46,
1957,1957,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601141,2017-04-01T00:00:00,PHX @ POR,L,15.816666666666666,2,4,0.5,0,1,0.0,2,2,1.0,0,0,0,2,2,2,0,1,1,1,6,-9,13.0,0,0,12.0,1,13060,13060,13060,19239,15070,18194,8149,12221,14538,12221,6376,7939,1,12923,22443,23356,8113,4192,1493,7994,17509,5176,12086,15401,20726,17009,2032,118,17016,1,15:49,
2242,2242,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601124,2017-03-30T00:00:00,PHX vs. LAC,L,24.85333333333333,3,7,0.429,1,4,0.25,0,0,0.0,1,6,7,0,1,0,0,0,5,2,7,-3,14.4,0,0,15.0,1,13060,13060,13060,11852,11660,12283,13168,6264,5404,9982,13946,14843,13946,6171,2949,3867,18531,8857,12237,7994,1,24842,7572,14235,15364,15929,2032,118,14533,1,24:51,
2518,2518,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601106,2017-03-28T00:00:00,PHX @ ATL,L,35.12166666666667,2,11,0.182,1,6,0.167,1,2,0.5,0,8,8,7,1,3,2,0,6,3,6,1,40.1,0,0,32.0,1,13060,13060,13060,3266,15070,6285,21910,6264,2314,11755,10567,7939,10848,12923,1320,2879,1163,8857,414,816,1,25913,4543,15401,11093,2453,2032,118,4239,1,35:07,
3013,3013,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601087,2017-03-26T00:00:00,PHX @ CHA,L,24.316666666666663,4,6,0.667,2,3,0.667,2,2,1.0,0,2,2,5,3,0,0,0,1,2,12,8,18.9,0,0,21.0,1,13060,13060,13060,12313,8702,14148,2938,3010,7843,1998,6376,7939,1,12923,13221,15902,2448,1865,12237,7994,1,5176,7572,8198,5259,12511,2032,118,10056,1,24:19,
3140,3140,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601076,2017-03-24T00:00:00,PHX @ BOS,L,28.05,2,3,0.667,1,2,0.5,1,2,0.5,2,2,4,10,1,0,0,0,5,2,6,14,24.8,0,0,21.0,1,13060,13060,13060,9063,15070,20108,2938,6264,10977,3584,10567,7939,10848,3010,13221,9421,379,8857,12237,7994,1,24842,7572,15401,2444,8637,2032,118,10056,1,28:03,
3371,3371,2016-17,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21601067,2017-03-23T00:00:00,PHX @ BKN,L,20.633333333333333,2,4,0.5,0,2,0.0,1,3,0.333,2,0,2,2,1,3,0,0,3,1,5,-25,18.4,0,0,15.0,1,13060,13060,13060,15420,15070,18194,8149,12221,10977,12221,10567,6524,13509,3010,22443,15902,8113,8857,414,7994,1,17848,12086,16895,25849,12898,2032,118,14533,1,20:38,
