,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Win,MATCHUP_Home,player_name
0,1641745,1610612760,22301163,2024-04-10,1,4,0.25,1,3,0.333,0,0,0.0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,1,1,1,22525,18910,17737,20383,8460,10539,9124,13417,14233,13417,13449,22149,23241,7003,16035,12108,8529,1,1,17532,19746,12394,2248,138,1,8:31,,1610612760,Oklahoma City,1641745,,,8.000000:31,123.5,116.7,118.2,116.7,5.3,0.0,0.429,0.0,42.9,0.0,0.0,0.0,0.0,0.375,0.375,0.211,0.222,97.95,101.45,84.54,18,0.061,1.0,1.0,Adam Flagler
1,1641745,1610612760,22300809,2024-02-23,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,23752,22557,19584,22557,14651,10539,14651,13417,14233,13417,13449,22149,23241,14131,16035,12108,8529,1,1,17532,23140,12394,2248,138,1,5:30,,1610612760,Oklahoma City,1641745,,,5.000000:30,105.5,100.0,100.0,100.0,5.5,0.0,0.25,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.225,110.49,113.45,94.55,13,-0.074,1.0,1.0,Adam Flagler
