,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Away,player_name
0,1628391,1610612755,22301042,2024-03-25,4,6,0.667,2,2,1.0,0,0,0.0,1,1,2,2,0,0,2,1,1,0,10,4,0,0,1,13252,13252,13252,20019,9679,14269,3541,4439,13570,1,13417,14233,13417,6495,17515,15973,9909,16035,12108,879,17336,6163,17532,11320,8492,2248,138,1,13:57,,1610612755,Philadelphia,1628391,,,13.000000:57,133.2,125.9,113.1,115.4,20.1,10.5,0.25,0.0,25.0,0.091,0.071,0.08,0.0,0.833,0.833,0.2,0.21,89.53,91.18,75.99,27,0.192,1.0,0.0,1.0,D.J. Wilson
1,1628391,1610612755,22301028,2024-03-24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,1,1,1,25780,22557,24896,22557,14651,20560,14651,13417,14233,13417,13449,22149,23241,19657,16035,12108,8529,1,1,17532,23140,14544,2248,138,1,1:31,,1610612755,Philadelphia,1628391,,,1.000000:31,100.0,66.7,133.3,133.3,-33.3,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.12,94.95,79.12,3,0.0,0.0,1.0,1.0,D.J. Wilson
