,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
286,286,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601213,2007-04-17T00:00:00,ATL vs. IND,W,45.666666666666664,9,20,0.45,0,1,0.0,7,10,0.7,3,10,13,5,3,2,4,1,3,6,25,17,63.1,1,0,55.0,1,1,1,1,319,1360,775,11718,7913,9386,7913,1084,746,9396,1756,431,534,2508,2385,1479,172,16867,14974,1345,1357,1342,140,1,33,251,,45:40,
407,407,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601205,2007-04-16T00:00:00,ATL @ MIL,L,39.81666666666667,5,16,0.313,0,0,0.0,7,9,0.778,3,7,10,6,6,3,1,1,2,6,17,-2,44.0,1,0,41.0,1,12467,12467,12467,2415,6053,2200,17508,7913,12853,7913,1084,1049,7835,1756,1727,1567,1713,154,465,2498,16867,9414,1345,4374,13842,1673,1,33,1716,,39:49,
830,830,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601188,2007-04-14T00:00:00,ATL @ CLE,L,42.916666666666664,10,18,0.556,0,1,0.0,3,7,0.429,3,4,7,2,0,0,1,2,2,6,23,-31,37.4,0,0,34.0,1,12467,12467,12467,982,818,1330,6448,7913,9386,7913,5108,2091,13599,1756,5758,3857,7729,17006,11383,2498,22752,9414,1345,1866,25043,3166,2110,33,3438,,42:55,
1733,1733,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601147,2007-04-08T00:00:00,ATL @ PHI,L,32.81666666666667,7,16,0.438,0,2,0.0,2,2,1.0,1,3,4,3,3,0,1,0,4,3,16,-8,25.3,0,0,25.0,1,12467,12467,12467,6940,3082,2200,12236,7913,6789,7913,7129,8848,1,6978,8412,8939,5327,2385,11383,2498,1,19728,5639,4945,19628,7975,2110,33,7222,,32:49,
1936,1936,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601125,2007-04-06T00:00:00,ATL vs. MIL,W,41.63333333333333,9,20,0.45,0,1,0.0,10,14,0.714,7,11,18,5,3,3,2,2,4,9,28,8,69.1,1,0,61.0,1,1,1,1,1504,1360,775,11718,7913,9386,7913,314,161,9223,103,268,57,2508,2385,465,1001,22752,19728,267,806,4807,48,1,33,85,,41:38,
2260,2260,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601110,2007-04-04T00:00:00,ATL @ NJN,L,39.36666666666667,7,15,0.467,0,0,0.0,1,2,0.5,1,7,8,2,5,1,3,2,3,3,15,-15,34.6,0,0,33.0,1,12467,12467,12467,2671,3082,2828,11067,7913,12853,7913,11094,8848,10900,6978,1727,2881,7729,388,4311,401,22752,14974,5639,5603,23230,3967,2110,33,3796,,39:22,
2604,2604,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601089,2007-04-01T00:00:00,ATL vs. CHI,L,44.35,9,22,0.409,1,4,0.25,5,6,0.833,3,9,12,3,2,1,5,4,5,4,24,-5,58.9,1,0,52.0,1,12467,12467,12467,561,1360,465,13388,3925,3134,6624,2402,2724,6860,1756,711,781,5327,5018,4311,67,24941,22963,3643,1603,17099,257,1,33,390,,44:21,
3231,3231,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601060,2007-03-28T00:00:00,ATL @ CHA,L,42.38333333333333,8,18,0.444,0,2,0.0,9,13,0.692,6,9,15,4,5,0,6,2,2,11,25,-17,62.0,1,0,56.0,1,12467,12467,12467,1175,2075,1330,11764,7913,6789,7913,490,246,9446,216,711,243,3671,388,11383,34,22752,9414,80,1357,23756,168,1,33,203,,42:23,
3633,3633,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601047,2007-03-26T00:00:00,ATL @ MIA,L,44.3,6,15,0.4,1,3,0.333,7,8,0.875,0,6,6,4,1,1,3,0,5,7,20,-16,44.2,0,0,39.0,1,12467,12467,12467,577,4361,2828,13414,3925,4736,5256,1084,1421,6379,13399,2610,5105,3671,9671,4311,401,1,22963,804,2916,23501,1635,2110,33,2099,,44:18,
3823,3823,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601036,2007-03-25T00:00:00,ATL vs. DAL,L,42.71666666666667,7,19,0.368,0,0,0.0,7,8,0.875,1,5,6,1,3,2,1,1,3,5,21,-13,35.7,0,0,34.0,1,12467,12467,12467,1059,3082,998,15174,7913,12853,7913,1084,1421,6379,6978,3866,5105,11213,2385,1479,2498,16867,14974,2249,2509,22492,3644,2110,33,3438,,42:43,
3962,3962,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601025,2007-03-23T00:00:00,ATL vs. POR,L,43.083333333333336,6,16,0.375,3,5,0.6,2,2,1.0,0,11,11,5,4,0,5,1,5,3,17,-10,48.7,1,0,46.0,1,12467,12467,12467,935,4361,2200,14720,776,1976,2172,7129,8848,1,13399,268,1112,2508,1012,11383,67,16867,22963,5639,4374,20973,995,1,33,880,,43:05,
4316,4316,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20601008,2007-03-21T00:00:00,ATL vs. MIA,L,41.96666666666667,12,26,0.462,1,2,0.5,2,6,0.333,5,4,9,3,4,3,4,1,1,6,27,-8,59.3,0,0,54.0,1,12467,12467,12467,1335,281,120,11228,3925,6789,2568,7129,2724,13783,437,5758,2150,5327,1012,465,172,16867,4150,1345,959,19628,244,2110,33,295,,41:58,
4651,4651,2006-07,2746,Josh Smith,Josh,1610612737,ATL,Atlanta Hawks,20600995,2007-03-19T00:00:00,ATL vs. SAC,W,33.666666666666664,4,14,0.286,0,1,0.0,1,4,0.25,2,10,12,10,4,3,3,0,5,4,9,28,52.4,1,0,43.0,1,1,1,1,6378,8223,3515,17919,7913,9386,7913,11094,4951,14075,3553,431,781,341,1012,465,401,1,22963,3643,10791,146,632,1,33,1335,,33:40,
