,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
7011,7011,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600880,2007-03-03T00:00:00,ATL vs. NYK,L,15.4,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,3,1,0,3,2.7,0,0,2.0,1,12467,12467,12467,18074,20848,18204,20848,7913,12853,7913,14315,15277,14315,13399,15940,18259,11213,17006,11383,7149,16867,14974,12889,21732,8480,22326,2110,33,22495,,15:24,
7110,7110,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600870,2007-03-02T00:00:00,ATL @ WAS,L,19.116666666666667,1,5,0.2,0,0,0.0,0,0,0.0,0,0,0,5,2,2,0,0,2,0,2,4,13.5,0,0,11.0,1,12467,12467,12467,15940,17157,14684,19662,7913,12853,7913,14315,15277,14315,13399,20642,21832,2508,5018,1479,7149,1,9414,18405,19134,7567,15154,2110,33,16119,,19:07,
7492,7492,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600859,2007-02-28T00:00:00,ATL @ NOK,L,22.3,3,7,0.429,0,0,0.0,0,0,0.0,0,1,1,4,0,1,0,1,2,0,6,0,16.2,0,0,13.0,1,12467,12467,12467,13890,10910,11438,12369,7913,12853,7913,14315,15277,14315,13399,15940,18259,3671,17006,4311,7149,16867,9414,18405,14046,11511,13428,2110,33,14728,,22:18,
7715,7715,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600846,2007-02-26T00:00:00,ATL @ DAL,L,16.05,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,3,2,1,0,0,2,0,0,-7,5.5,0,0,5.0,1,12467,12467,12467,17736,20848,19961,20848,7913,12853,7913,14315,15277,14315,13399,20642,21832,5327,5018,4311,7149,1,9414,18405,21732,18849,20471,2110,33,20394,,16:03,
7998,7998,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600833,2007-02-25T00:00:00,ATL vs. PHX,L,18.80666666666667,1,3,0.333,0,0,0.0,0,0,0.0,0,3,3,4,2,0,0,0,4,0,2,-6,9.6,0,0,9.0,1,12467,12467,12467,16148,17157,18204,15687,7913,12853,7913,14315,15277,14315,13399,8412,11573,3671,5018,11383,7149,1,19728,18405,19134,17991,17767,2110,33,17591,,18:48,
8342,8342,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600819,2007-02-23T00:00:00,ATL vs. HOU,W,21.856666666666666,2,5,0.4,1,1,1.0,0,0,0.0,0,4,4,3,0,1,0,1,2,0,5,-9,17.3,0,0,15.0,1,1,1,1,14207,13865,14684,13414,3925,9386,1,14315,15277,14315,13399,5758,8939,5327,17006,4311,7149,16867,9414,18405,15505,20323,12705,2110,33,13396,,21:51,
8608,8608,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600802,2007-02-21T00:00:00,ATL vs. SAS,L,21.166666666666668,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,1,0,0,2,1,0,-9,7.2,0,0,5.0,1,12467,12467,12467,14649,20848,19961,20848,7913,12853,7913,14315,15277,14315,13399,15940,18259,7729,17006,4311,7149,1,9414,12889,21732,20323,19352,2110,33,20394,,21:10,
8900,8900,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600795,2007-02-20T00:00:00,ATL @ CHI,L,22.105,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,2,1,0,0,0,4,0,0,-19,5.6,0,0,5.0,1,12467,12467,12467,14036,20848,21749,20848,7913,12853,7913,14315,15277,14315,13399,8412,11573,7729,9671,11383,7149,1,19728,18405,21732,24145,20400,2110,33,20394,,22:06,
9139,9139,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600786,2007-02-14T00:00:00,ATL @ LAC,W,26.073333333333338,3,11,0.273,0,0,0.0,1,1,1.0,1,3,4,6,1,2,1,2,3,1,7,-11,28.8,0,0,23.0,1,1,1,1,11361,10910,6193,18343,7913,12853,7913,11094,13961,1,6978,8412,8939,1713,9671,1479,2498,22752,14974,12889,13066,21536,6309,2110,33,8290,,26:04,
9418,9418,2006-07,2049,Speedy Claxton,Speedy,1610612737,ATL,Atlanta Hawks,20600767,2007-02-12T00:00:00,ATL @ UTA,L,20.95,1,4,0.25,0,1,0.0,0,0,0.0,1,1,2,0,1,0,0,0,1,3,2,-9,3.4,0,0,4.0,1,12467,12467,12467,14801,17157,16467,18516,7913,9386,7913,14315,15277,14315,6978,15940,14677,16786,9671,11383,7149,1,4150,5639,19134,20323,21832,2110,33,21097,,20:57,
