,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
190,190,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401219,2015-04-15T00:00:00,UTA @ HOU,L,24.291666666666668,3,6,0.5,0,0,0.0,2,2,1.0,3,5,8,0,2,1,3,2,0,2,8,-26,27.6,0,0,24.0,1,13015,13015,13015,12348,11403,14220,7623,10379,16253,10379,6298,8037,1,1704,4276,2923,18216,4426,4610,358,23625,1,7845,12396,25749,6784,1991,47,7806,1.0,24:18,
550,550,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401210,2015-04-13T00:00:00,UTA vs. DAL,W,33.45,9,16,0.563,0,0,0.0,2,3,0.667,5,12,17,3,1,1,3,1,2,4,20,15,55.9,1,0,48.0,1,1,1,1,4734,1003,1943,6357,10379,16253,10379,6298,6723,9126,430,136,108,5297,9230,4610,358,17266,11365,2700,2365,1990,285,1,47,481,1.0,33:27,
794,794,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401191,2015-04-11T00:00:00,UTA @ POR,W,35.03333333333333,2,7,0.286,0,0,0.0,2,4,0.5,3,8,11,1,3,2,2,1,2,3,6,-12,29.7,0,0,26.0,1,1,1,1,3485,14812,12273,18776,10379,16253,10379,6298,3959,10424,1704,1125,1043,12082,1917,1564,935,17266,11365,4644,14980,22672,5707,1991,47,6625,1.0,35:02,
979,979,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401185,2015-04-10T00:00:00,UTA vs. MEM,L,35.97,7,11,0.636,0,0,0.0,0,0,0.0,7,7,14,2,3,0,3,1,3,2,14,-11,39.8,1,0,36.0,1,13015,13015,13015,2815,2658,6166,3996,10379,16253,10379,13970,14913,13970,104,1821,350,7977,1917,12208,358,17266,17426,7845,5962,22104,2181,1,47,2426,1.0,35:58,
1258,1258,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401170,2015-04-08T00:00:00,UTA vs. SAC,W,29.616666666666667,4,7,0.571,0,0,0.0,4,8,0.5,4,6,10,3,1,1,2,0,2,4,12,4,36.5,1,0,31.0,1,1,1,1,7865,8410,12273,5786,10379,16253,10379,2586,880,10424,871,2808,1474,5297,9230,4610,935,1,11365,2700,7749,8030,3071,1,47,4160,1.0,29:37,
1636,1636,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401152,2015-04-05T00:00:00,UTA @ SAC,W,38.233333333333334,5,7,0.714,0,0,0.0,0,0,0.0,3,6,9,3,3,1,2,1,4,1,10,10,31.3,0,0,28.0,1,1,1,1,1413,5960,12273,2317,10379,16253,10379,13970,14913,13970,1704,2808,2119,5297,1917,4610,935,17266,22083,12525,9952,4003,4979,1991,47,5572,1.0,38:14,
1904,1904,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401145,2015-04-04T00:00:00,UTA @ PHX,L,37.77166666666667,2,5,0.4,0,0,0.0,4,6,0.667,3,12,15,2,5,1,1,1,1,4,8,6,30.0,0,0,29.0,1,13015,13015,13015,1646,14812,16100,13715,10379,16253,10379,2586,1851,9126,1704,136,247,7977,290,4610,2529,17266,4899,2700,12396,6399,5582,1991,47,5084,1.0,37:46,
2514,2514,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401121,2015-04-01T00:00:00,UTA vs. DEN,W,30.066666666666663,7,7,1.0,0,0,0.0,6,11,0.545,3,9,12,2,2,1,2,0,3,9,20,20,44.4,1,0,40.0,1,1,1,1,7448,2658,12273,1,10379,16253,10379,1027,263,10412,1704,696,757,7977,4426,4610,935,1,17426,132,2365,920,1289,1,47,1480,1.0,30:04,
2688,2688,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401106,2015-03-30T00:00:00,UTA @ MIN,W,36.8,4,7,0.571,0,0,0.0,7,9,0.778,5,7,12,2,1,1,3,1,2,5,15,26,43.4,1,0,37.0,1,1,1,1,2222,8410,12273,5786,10379,16253,10379,668,615,7684,430,1821,757,7977,9230,4610,358,17266,11365,1494,5271,292,1439,1,47,2139,1.0,36:48,
2944,2944,2014-15,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,21401090,2015-03-28T00:00:00,UTA vs. OKC,W,41.005,3,6,0.5,0,0,0.0,7,10,0.7,7,8,15,1,0,3,4,2,5,10,13,6,53.5,1,0,43.0,1,1,1,1,519,11403,14220,7623,10379,16253,10379,668,386,9087,104,1125,247,12082,16893,483,143,23625,24662,64,6860,6399,390,1,47,1001,1.0,41:00,
