,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
165,165,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401224,2015-04-15T00:00:00,BKN vs. ORL,W,19.783333333333335,2,3,0.667,0,0,0.0,0,1,0.0,1,4,5,1,1,0,0,0,2,3,4,14,10.5,0,0,10.0,1,1,1,1,16178,14812,19965,2768,10379,16253,10379,13970,13594,13970,6720,6292,7119,12082,9230,12208,7734,1,11365,4644,17866,2324,18642,1991,47,18300,1.0,19:47,
455,455,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401206,2015-04-13T00:00:00,BKN vs. CHI,L,11.905,0,3,0.0,0,0,0.0,0,2,0.0,3,4,7,1,1,0,0,0,1,3,0,-10,8.9,0,0,8.0,1,13015,13015,13015,21636,22360,19965,22360,10379,16253,10379,13970,8037,13970,1704,6292,3971,12082,9230,12208,7734,1,4899,4644,23098,21519,19754,1991,47,19859,1.0,11:54,
672,672,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401193,2015-04-12T00:00:00,BKN @ MIL,L,17.466666666666665,4,8,0.5,0,0,0.0,3,4,0.75,5,2,7,1,3,1,1,2,2,2,11,1,23.9,0,0,23.0,1,13015,13015,13015,18055,8410,10488,7623,10379,16253,10379,4283,3959,7767,430,12952,3971,12082,1917,4610,2529,23625,11365,7845,8893,10900,8938,1991,47,8454,1.0,17:28,
910,910,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401177,2015-04-10T00:00:00,BKN vs. WAS,W,18.383333333333333,3,7,0.429,0,0,0.0,2,5,0.4,2,3,5,2,1,2,0,2,4,6,8,24,22.0,0,0,19.0,1,1,1,1,17313,11403,12273,12519,10379,16253,10379,6298,3038,13363,3363,9262,7119,7977,9230,1564,7734,23625,22083,805,12396,464,10186,1991,47,11292,1.0,18:23,
1440,1440,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401163,2015-04-08T00:00:00,BKN vs. ATL,L,8.758333333333333,2,4,0.5,0,0,0.0,2,4,0.5,2,1,3,0,0,1,0,1,3,2,6,-5,12.6,0,0,11.0,1,13015,13015,13015,22879,14812,18064,7623,10379,16253,10379,6298,3959,10424,3363,17435,12382,18216,16893,4610,7734,17266,17426,7845,14980,17430,17017,1991,47,17518,1.0,8:46,
1612,1612,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21400668,2015-04-06T00:00:00,BKN vs. POR,W,15.586666666666666,1,2,0.5,0,0,0.0,2,2,1.0,1,5,6,1,2,2,1,0,1,2,4,8,19.7,0,0,17.0,1,1,1,1,19394,18616,21760,7623,10379,16253,10379,6298,8037,1,6720,4276,5353,12082,4426,1564,2529,1,4899,7845,17866,5126,11823,1991,47,12846,1.0,15:35,
1978,1978,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401138,2015-04-04T00:00:00,BKN @ ATL,L,12.85,1,2,0.5,0,0,0.0,0,2,0.0,1,1,2,1,1,0,0,0,1,1,2,-25,4.9,0,0,5.0,1,13015,13015,13015,21090,18616,21760,7623,10379,16253,10379,13970,8037,13970,6720,17435,15764,12082,9230,12208,7734,1,4899,12525,20761,25691,22498,1991,47,22043,1.0,12:51,
2078,2078,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401130,2015-04-03T00:00:00,BKN vs. TOR,W,4.418333333333333,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,1,2,-4,4.4,0,0,4.0,1,1,1,1,24522,18616,21760,7623,10379,16253,10379,13970,14913,13970,13265,12952,15764,18216,16893,12208,7734,1,11365,12525,20761,16415,22725,1991,47,22709,1.0,4:25,
2377,2377,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401116,2015-04-01T00:00:00,BKN @ NYK,W,13.683333333333334,2,3,0.667,0,0,0.0,1,2,0.5,1,1,2,0,1,0,0,0,1,2,5,-9,6.4,0,0,7.0,1,1,1,1,20625,14812,19965,2768,10379,16253,10379,10581,8037,10424,6720,17435,15764,18216,9230,12208,7734,1,4899,7845,16673,20845,21483,1991,47,20610,1.0,13:41,
2539,2539,2014-15,203486,Mason Plumlee,Mason,1610612751,BKN,Brooklyn Nets,21401108,2015-03-31T00:00:00,BKN vs. IND,W,12.316666666666666,1,2,0.5,0,0,0.0,2,4,0.5,1,2,3,1,1,0,1,0,5,3,4,0,11.1,0,0,10.0,1,1,1,1,21362,18616,21760,7623,10379,16253,10379,6298,3959,10424,6720,12952,12382,12082,9230,12208,2529,1,24662,4644,17866,11998,18197,1991,47,18300,1.0,12:19,
