,Unnamed: 0.1,Unnamed: 0_left,SEASON_YEAR,PLAYER_ID_left,PLAYER_NAME_left,NICKNAME_left,TEAM_ID_left,TEAM_ABBREVIATION_left,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN_left,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
0,29,29,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601218,2017-04-12T00:00:00,CLE vs. TOR,L,24.533333333333335,3,6,0.5,3,4,0.75,1,1,1.0,0,3,3,4,4,0,0,0,4,2,10,-16,15.6,0,0,20.0,1,13060,13060,13060,12141,11660,14148,8149,1368,5404,1645,10567,13324,1,12923,9449,12475,3629,767,12237,7994,1,22341,7572,10270,24336,14964,2032,118,10793,1,24:32,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,G,,24.000000:32,78.1,75.0,115.1,113.0,-37.0,-38.0,0.4,1.0,28.6,0.0,0.143,0.064,28.6,0.75,0.776,0.185,0.192,89.26,91.96,76.63,48,0.09,17.0
1,510,510,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601205,2017-04-10T00:00:00,CLE @ MIA,L,46.04,14,25,0.56,5,9,0.556,2,4,0.5,0,7,7,9,10,1,1,1,3,3,35,-8,52.9,0,0,60.0,1,13060,13060,13060,34,80,174,6861,214,491,3496,6376,4139,10848,12923,1966,3867,556,5,4652,2482,17509,17848,4543,241,20002,634,2032,118,171,1,46:02,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,G,,46.000000:02,103.8,106.2,110.9,113.3,-7.1,-7.1,0.391,0.9,20.0,0.0,0.159,0.08,22.2,0.66,0.654,0.343,0.345,103.9,101.65,84.71,97,0.153,4.0
2,676,676,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601197,2017-04-09T00:00:00,CLE @ ATL,L,8.38,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,2,0,0,0,1,0,3,-10,2.2,0,0,5.0,1,13060,13060,13060,23162,18863,21916,8149,6264,10977,3584,13946,14843,13946,12923,17700,19668,18531,4192,12237,7994,1,5176,18615,19886,21453,24310,2032,118,22333,1,8:23,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,8.000000:23,82.9,82.4,125.0,133.3,-42.1,-51.0,0.0,0.0,0.0,0.0,0.167,0.067,50.0,0.75,0.75,0.211,0.212,103.33,100.24,83.53,17,0.0,8.0
3,977,977,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601179,2017-04-07T00:00:00,CLE vs. ATL,L,16.483333333333334,2,8,0.25,0,2,0.0,0,0,0.0,0,2,2,1,1,1,0,1,2,0,4,-6,9.9,0,0,9.0,1,13060,13060,13060,18743,15070,10580,20034,12221,10977,12221,13946,14843,13946,12923,13221,15902,12386,8857,4652,7994,17509,11770,18615,18247,18336,19365,2032,118,19424,1,16:29,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,16.000000:29,88.9,85.7,110.3,102.9,-21.4,-17.1,0.1,1.0,10.0,0.0,0.167,0.071,10.0,0.25,0.25,0.243,0.252,96.68,101.92,84.93,35,-0.015,19.0
4,1344,1344,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601169,2017-04-05T00:00:00,CLE @ BOS,W,15.583333333333334,0,5,0.0,0,2,0.0,0,0,0.0,0,3,3,5,1,0,1,0,1,0,0,8,13.1,0,0,10.0,1,1,1,1,19416,22732,16180,22732,12221,10977,12221,13946,14843,13946,12923,9449,12475,2448,8857,12237,2482,1,5176,18615,23374,5259,16946,2032,118,18660,1,15:35,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,15.000000:35,117.0,116.1,85.0,84.8,32.1,31.3,0.357,5.0,45.5,0.0,0.176,0.091,9.1,0.0,0.0,0.182,0.183,98.14,98.57,82.14,31,0.027,6.0
5,1462,1462,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601156,2017-04-04T00:00:00,CLE vs. ORL,W,20.183333333333337,2,6,0.333,0,1,0.0,4,4,1.0,0,1,1,3,1,0,0,0,1,3,8,-8,12.7,0,0,12.0,1,1,1,1,15793,15070,14148,16811,12221,14538,12221,2830,4139,1,12923,17700,19668,5382,8857,12237,7994,1,5176,4543,12666,20002,17237,2032,118,17016,1,20:11,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,20.000000:11,91.6,85.7,110.2,112.8,-18.6,-27.1,0.3,3.0,27.3,0.0,0.048,0.025,9.1,0.333,0.515,0.178,0.189,94.18,96.32,80.26,42,0.104,19.0
6,1891,1891,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601150,2017-04-02T00:00:00,CLE vs. IND,W,17.066666666666666,3,5,0.6,2,4,0.5,1,2,0.5,0,0,0,6,1,0,0,0,1,1,9,10,17.0,0,0,17.0,1,1,1,1,18339,11660,16180,5049,3010,5404,3584,10567,7939,10848,12923,22443,23356,1677,8857,12237,7994,1,5176,12086,11491,4076,13923,2032,118,13020,1,17:04,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,17.000000:04,126.2,120.0,92.4,94.1,33.8,25.9,0.545,6.0,46.2,0.0,0.0,0.0,7.7,0.8,0.765,0.184,0.193,95.51,97.03,80.86,35,0.143,20.0
7,2147,2147,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601128,2017-03-31T00:00:00,CLE vs. PHI,W,17.383333333333333,3,8,0.375,0,2,0.0,0,0,0.0,0,1,1,6,0,0,0,0,4,1,6,2,16.2,0,0,13.0,1,1,1,1,18106,11660,10580,15774,12221,10977,12221,13946,14843,13946,12923,17700,19668,1677,16648,12237,7994,1,22341,12086,15401,10057,14515,2032,118,16174,1,17:23,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,17.000000:23,102.3,106.1,96.8,97.1,5.5,9.0,0.5,0.0,42.9,0.0,0.059,0.029,0.0,0.375,0.375,0.222,0.215,94.27,92.5,77.09,33,0.059,18.0
8,2271,2271,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601122,2017-03-30T00:00:00,CLE @ CHI,L,16.733333333333334,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,-2,0.5,0,0,1.0,1,13060,13060,13060,18587,22732,21916,22732,12221,14538,12221,13946,14843,13946,12923,22443,23356,12386,8857,12237,7994,17509,1,18615,23374,14252,25179,2032,118,24764,1,16:44,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,16.000000:44,100.8,100.0,103.4,103.0,-2.7,-3.0,0.071,1.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.079,0.082,92.71,93.23,77.69,32,-0.031,6.0
9,2722,2722,2016-17,101114,Deron Williams,Deron,1610612739,CLE,Cleveland Cavaliers,21601099,2017-03-27T00:00:00,CLE @ SAS,L,18.315,1,5,0.2,1,2,0.5,0,0,0.0,0,0,0,1,2,0,0,0,1,1,3,-9,2.5,0,0,5.0,1,13060,13060,13060,17351,18863,16180,21344,6264,10977,3584,13946,14843,13946,12923,22443,23356,12386,4192,12237,7994,1,5176,12086,19886,20726,24185,2032,118,22333,1,18:19,,1610612739,CLE,Cleveland,101114,Deron Williams,Deron,,,18.000000:19,83.8,84.2,104.4,105.1,-20.6,-20.9,0.083,0.5,12.5,0.0,0.0,0.0,25.0,0.3,0.3,0.163,0.162,101.53,100.9,84.08,38,-0.055,7.0
