PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Away
200770,1610612758,21600089,2016-11-06,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,2,1,0,0,1,1,1,3,-2,0,0,1,1,1,1,22313,18863,21916,8149,6264,14538,1,13946,14843,13946,12923,17700,19668,8113,8857,12237,7994,17509,5176,12086,19886,14252,2032,118,1,10:48,,1610612758,Sacramento,200770,,,10.000000:48,96.3,90.9,107.2,110.0,-10.9,-19.1,0.286,2.0,40.0,0.0,0.077,0.043,20.0,0.75,0.75,0.12,0.132,91.76,93.36,77.8,22,0.088,0.0,1.0,1.0
200770,1610612758,21600085,2016-11-05,3,10,0.3,3,8,0.375,0,0,0.0,1,1,2,7,2,2,0,0,0,0,9,1,0,0,1,13060,13060,13060,12099,11660,7506,19048,1368,842,7514,13946,14843,13946,6171,17700,15902,1163,4192,1493,7994,1,1,18615,11491,11093,2032,118,1,24:35,,1610612758,Sacramento,200770,,,24.000000:35,121.8,123.5,126.6,131.9,-4.8,-8.4,0.368,3.5,36.8,0.043,0.045,0.044,10.5,0.45,0.45,0.211,0.215,98.29,95.67,79.73,51,0.086,1.0,0.0,1.0
