PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,MATCHUP_Home
203962,1610612760,21601225,2017-04-12,3,7,0.429,1,2,0.5,0,1,0.0,2,3,5,2,0,0,3,0,0,1,7,5,0,0,1,13060,13060,13060,12595,11660,12283,13168,6264,10977,3584,13946,13324,13946,3010,9449,7038,8113,16648,12237,269,1,1,12086,14235,7423,2032,118,1,24:00,,1610612760,Oklahoma City,203962,,,24.000000:00,112.5,113.0,98.4,103.7,14.2,9.3,0.091,0.0,22.2,0.08,0.1,0.091,0.0,0.5,0.47,0.113,0.114,111.12,108.0,90.0,54,0.086,1.0,1.0
203962,1610612760,21600740,2017-02-01,3,4,0.75,1,2,0.5,0,0,0.0,2,2,4,1,0,0,0,0,0,0,7,-2,0,0,1,13060,13060,13060,23659,11660,18194,1897,6264,10977,3584,13946,14843,13946,3010,13221,9421,12386,16648,12237,7994,1,1,18615,14235,14252,2032,118,1,6:53,,1610612760,Oklahoma City,203962,,,6.000000:53,106.7,114.3,132.0,128.6,-25.3,-14.3,0.25,0.0,20.0,0.222,0.333,0.267,0.0,0.875,0.875,0.235,0.235,99.86,97.63,81.36,14,0.323,1.0,1.0
