,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0020900717,1610612744,GSW,Golden State,2209,Vladimir Radmanovic,Vladimir,F,,16.000000:22,88.5,88.2,141.7,147.2,-53.2,-59.0,0.167,0.0,25.0,0.048,0.154,0.088,0.0,0.417,0.417,0.158,0.158,104.52,102.65,85.54,34,0.043
1,0020900717,1610612744,GSW,Golden State,201229,Anthony Tolliver,Anthony,F,,14.000000:34,76.9,75.8,120.4,114.7,-43.5,-38.9,0.125,0.0,11.1,0.0,0.067,0.026,0.0,0.25,0.25,0.216,0.219,106.96,110.39,91.99,33,-0.102
2,0020900717,1610612744,GSW,Golden State,2740,Andris Biedrins,Andris,C,,25.000000:12,81.5,79.2,103.0,111.3,-21.5,-32.1,0.063,0.0,25.0,0.063,0.273,0.148,0.0,0.667,0.667,0.052,0.053,103.62,100.95,84.13,53,0.112
3,0020900717,1610612744,GSW,Golden State,101145,Monta Ellis,Monta,G,,38.000000:42,88.1,88.8,108.5,113.8,-20.4,-25.0,0.118,1.0,6.7,0.0,0.053,0.023,6.7,0.636,0.655,0.315,0.316,102.0,99.22,82.69,80,0.202
4,0020900717,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,29.000000:52,100.1,100.0,132.6,135.5,-32.5,-35.5,0.19,0.0,18.2,0.027,0.04,0.032,0.0,0.389,0.389,0.261,0.261,100.7,99.64,83.04,62,0.056
5,0020900717,1610612744,GSW,Golden State,201207,Coby Karl,Coby,,,37.000000:40,101.5,101.3,114.9,120.3,-13.4,-19.0,0.25,2.33,29.2,0.047,0.135,0.088,12.5,0.423,0.432,0.198,0.2,102.92,100.67,83.89,79,0.069
6,0020900717,1610612744,GSW,Golden State,101142,Ronny Turiaf,Ronny,,,12.000000:56,107.1,111.5,117.2,115.4,-10.1,-3.8,0.4,0.0,44.4,0.143,0.333,0.241,0.0,0.5,0.512,0.167,0.166,97.76,96.49,80.41,26,0.241
7,0020900717,1610612744,GSW,Golden State,1904,Devean George,Devean,,,21.000000:46,104.2,106.7,95.2,97.7,8.9,8.9,0.0,0.0,0.0,0.042,0.095,0.067,0.0,0.25,0.25,0.16,0.16,100.6,98.13,81.78,45,0.007
8,0020900717,1610612744,GSW,Golden State,201228,C.J. Watson,C.J.,,,33.000000:38,102.1,102.9,103.3,104.3,-1.2,-1.4,0.077,2.0,13.3,0.024,0.031,0.027,6.7,0.364,0.379,0.167,0.168,100.76,99.9,83.25,70,0.029
9,0020900717,1610612744,GSW,Golden State,201805,Chris Hunter,Chris,,,9.000000:18,130.0,130.0,141.7,133.3,-11.7,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.227,0.227,102.61,105.81,88.17,20,0.017
10,0020900717,1610612744,GSW,Golden State,1894,Corey Maggette,Corey,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,0020900717,1610612744,GSW,Golden State,201627,Anthony Morrow,Anthony,,DND - Sprained Right Knee,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0020900717,1610612745,HOU,Houston,2203,Shane Battier,Shane,F,,31.000000:05,110.7,112.5,76.9,76.2,33.8,36.3,0.208,2.5,33.3,0.071,0.07,0.07,13.3,0.833,0.773,0.139,0.141,98.4,98.06,81.72,64,0.152
