,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
70,70,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001223,2011-04-13T00:00:00,NOH @ DAL,L,21.735,4,7,0.571,1,2,0.5,1,2,0.5,1,3,4,0,0,1,0,0,0,2,10,-23,17.8,0,0,17.0,1,12551,12551,12551,14279,8488,11869,5995,4260,7554,2796,10775,8399,10901,6688,8486,8902,17183,16494,4411,7858,1,1,7975,9880,24823,12694,2133,38,12290,,21:44,
363,363,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001208,2011-04-11T00:00:00,NOH vs. UTA,L,10.783333333333331,1,4,0.25,1,1,1.0,1,2,0.5,1,1,2,1,0,1,0,1,0,1,4,-3,10.9,0,0,10.0,1,12551,12551,12551,21189,17785,17103,19035,4260,10294,1,10775,8399,10901,6688,16337,14958,11552,16494,4411,7858,16556,1,12408,17086,15016,17469,2133,38,17396,,10:47,
602,602,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001197,2011-04-10T00:00:00,NOH @ MEM,L,13.316666666666666,1,3,0.333,0,0,0.0,1,2,0.5,1,1,2,0,1,1,0,0,1,2,3,4,7.4,0,0,7.0,1,12551,12551,12551,19851,17785,18895,16141,8666,13752,8666,10775,8399,10901,6688,16337,14958,17183,9152,4411,7858,1,4451,7975,18785,7663,19842,2133,38,19635,,13:19,
996,996,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001184,2011-04-08T00:00:00,NOH vs. PHX,W,8.466666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,1,0,0,1,0,0,-3,3.5,0,0,3.0,1,1,1,1,22162,21564,23894,21564,8666,13752,8666,14187,15157,14187,13200,21028,22216,11552,9152,4411,7858,1,4451,18434,22308,15016,22369,2133,38,22446,,8:28,
1733,1733,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001147,2011-04-03T00:00:00,NOH vs. IND,W,13.881666666666666,1,6,0.167,0,0,0.0,0,2,0.0,2,2,4,2,0,0,0,2,1,2,2,-13,9.8,0,0,8.0,1,1,1,1,19520,17785,13551,20895,8666,13752,8666,14187,8399,14187,3434,12039,8902,7589,16494,11571,7858,22656,4451,7975,19760,22656,18229,2133,38,18861,,13:53,
2160,2160,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001127,2011-04-01T00:00:00,NOH vs. MEM,L,13.15,3,5,0.6,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,6,5,7.2,0,0,7.0,1,12551,12551,12551,19950,11210,15311,4885,8666,10294,8666,14187,15157,14187,6688,21028,18587,17183,16494,11571,7858,1,4451,18434,14454,6885,19960,2133,38,19635,,13:09,
2429,2429,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001114,2011-03-30T00:00:00,NOH vs. POR,W,0.5033333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,1,1,1,1,25027,21564,23894,21564,8666,13752,8666,14187,15157,14187,13200,21028,22216,17183,16494,11571,7858,1,1,18434,22308,15016,24268,2133,38,24328,,0:30,
2856,2856,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001094,2011-03-27T00:00:00,NOH @ LAL,L,13.441666666666666,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,2,5,4.0,0,0,4.0,1,12551,12551,12551,19777,17785,17103,19035,8666,10294,8666,14187,15157,14187,13200,21028,22216,17183,9152,11571,2612,1,1,18434,19760,6885,22112,2133,38,21732,,13:27,
3163,3163,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001077,2011-03-25T00:00:00,NOH @ PHX,W,4.6,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-1,2.0,0,0,2.0,1,1,1,1,23702,17785,22313,1,8666,13752,8666,14187,15157,14187,13200,21028,22216,17183,16494,11571,7858,1,1,18434,19760,12741,23277,2133,38,23089,,4:36,
4048,4048,2010-11,202347,Quincy Pondexter,Quincy,1610612740,NOH,New Orleans Hornets,21001032,2011-03-19T00:00:00,NOH vs. BOS,L,2.95,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,-2,0.5,0,0,1.0,1,12551,12551,12551,24320,21564,23894,21564,8666,13752,8666,14187,15157,14187,13200,21028,22216,11552,9152,11571,7858,1,4451,18434,22308,13874,24122,2133,38,23758,,2:57,
