,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
264,264,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001223,2011-04-13T00:00:00,DAL vs. NOH,W,24.293333333333333,4,11,0.364,2,8,0.25,3,4,0.75,0,1,1,2,1,1,0,0,2,3,13,8,19.2,0,0,20.0,1,1,1,1,12459,8488,6221,15626,1830,289,7210,4822,4496,8141,13200,16337,18587,7589,9152,4411,7858,1,10314,5059,7152,4754,11771,2133,38,10304,,24:18,
365,365,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001209,2011-04-11T00:00:00,DAL @ HOU,W,36.416666666666664,9,15,0.6,0,1,0.0,3,4,0.75,0,3,3,4,6,1,0,0,1,4,21,2,27.6,0,0,30.0,1,1,1,1,3792,1201,2643,4885,8666,10294,8666,4822,4496,8141,13200,8486,11636,3480,114,4411,7858,1,4451,3087,2291,9453,6969,2133,38,4894,,36:25,
665,665,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001199,2011-04-10T00:00:00,DAL vs. PHX,W,25.183333333333337,6,11,0.545,3,7,0.429,2,2,1.0,0,0,0,3,2,0,0,0,1,2,17,20,19.5,0,0,23.0,1,1,1,1,11845,4364,6221,7065,750,588,4926,6796,8399,1,13200,21028,22216,5151,4475,11571,7858,1,4451,7975,4237,739,11577,2133,38,8501,,25:11,
936,936,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001186,2011-04-08T00:00:00,DAL vs. LAC,W,7.9,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,0,1,0,0,-7,1.7,0,0,2.0,1,1,1,1,22389,21564,22313,21564,8666,10294,8666,14187,15157,14187,13200,16337,18587,11552,9152,11571,7858,1,4451,18434,22308,18917,23508,2133,38,23089,,7:54,
1153,1153,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001172,2011-04-06T00:00:00,DAL vs. DEN,L,30.93166666666667,5,10,0.5,3,8,0.375,2,2,1.0,0,1,1,3,4,3,0,0,2,1,15,0,25.7,0,0,28.0,1,12551,12551,12551,7722,6173,7515,7819,750,289,5556,6796,8399,1,13200,16337,18587,5151,843,418,7858,1,10314,12408,5625,11567,7972,2133,38,5802,,30:56,
1665,1665,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001148,2011-04-03T00:00:00,DAL @ POR,L,25.916666666666668,1,6,0.167,1,3,0.333,1,1,1.0,0,0,0,1,1,0,0,0,4,0,4,-14,4.5,0,0,6.0,1,12551,12551,12551,11320,17785,13551,20895,4260,5173,5649,10775,13681,1,13200,21028,22216,11552,9152,11571,7858,1,20677,18434,17086,23060,21724,2133,38,20328,,25:55,
1965,1965,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001136,2011-04-02T00:00:00,DAL @ GSW,L,32.03333333333333,7,15,0.467,1,6,0.167,2,2,1.0,0,3,3,5,1,1,0,0,1,3,17,0,30.1,0,0,28.0,1,12551,12551,12551,6924,2971,2643,11367,4260,1129,8404,6796,8399,1,13200,8486,11636,2418,9152,4411,7858,1,4451,5059,4237,11567,5808,2133,38,5802,,32:02,
2269,2269,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001119,2011-03-31T00:00:00,DAL @ LAL,L,27.95,2,9,0.222,0,3,0.0,1,2,0.5,0,1,1,3,2,0,1,0,2,1,5,-11,11.7,0,0,11.0,1,12551,12551,12551,9863,14343,8868,20033,8666,5173,8666,10775,8399,10901,13200,16337,18587,5151,4475,11571,2612,1,10314,12408,16077,21689,16887,2133,38,16674,,27:57,
2502,2502,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001117,2011-03-30T00:00:00,DAL @ LAC,W,32.083333333333336,2,11,0.182,0,2,0.0,2,2,1.0,0,2,2,7,1,3,1,1,0,1,6,9,29.9,0,0,23.0,1,1,1,1,6891,14343,6221,20814,8666,7554,8666,6796,8399,1,13200,12039,14958,1199,9152,418,2612,16556,1,12408,14454,4153,5913,2133,38,8501,,32:05,
2768,2768,2010-11,1891,Jason Terry,Jason,1610612742,DAL,Dallas Mavericks,21001095,2011-03-27T00:00:00,DAL @ PHX,W,31.033333333333335,5,16,0.313,2,9,0.222,4,4,1.0,0,0,0,3,3,4,1,3,1,4,16,13,32.5,0,0,31.0,1,1,1,1,7641,6173,2072,17946,1830,145,8015,3145,4496,1,13200,21028,22216,5151,1991,118,2612,24507,4451,3087,4827,2350,4784,2133,38,4463,,31:02,
