,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
138,138,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001228,2011-04-13T00:00:00,MEM @ LAC,L,11.141666666666667,0,3,0.0,0,0,0.0,4,4,1.0,1,0,1,2,2,0,0,2,2,2,4,-14,6.2,0,0,7.0,1,12551,12551,12551,21038,21564,18895,21564,8666,13752,8666,3145,4496,1,6688,21028,18587,7589,4475,11571,7858,22656,10314,7975,17086,23060,20609,2133,38,19635,,11:09,
340,340,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001214,2011-04-12T00:00:00,MEM @ POR,L,12.2,0,4,0.0,0,0,0.0,2,6,0.333,2,3,5,0,2,0,0,1,2,4,2,2,6.0,0,0,7.0,1,12551,12551,12551,20482,21564,17103,21564,8666,13752,8666,6796,2309,13731,3434,8486,6752,17183,4475,11571,7858,16556,10314,3087,19760,9453,20790,2133,38,19635,,12:12,
700,700,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001197,2011-04-10T00:00:00,MEM vs. NOH,W,7.383333333333334,2,5,0.4,0,0,0.0,0,3,0.0,0,0,0,0,0,0,0,2,1,2,4,-4,4.0,0,0,4.0,1,1,1,1,22600,14343,15311,13736,8666,13752,8666,14187,6990,14187,13200,21028,22216,17183,16494,11571,7858,22656,4451,7975,17086,16054,22112,2133,38,21732,,7:23,
1013,1013,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001183,2011-04-08T00:00:00,MEM vs. SAC,W,2.8833333333333333,0,3,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,0,0,0,0,2,5.4,0,0,4.0,1,1,1,1,24351,21564,18895,21564,8666,13752,8666,14187,15157,14187,6688,16337,14958,17183,16494,11571,2612,1,1,18434,22308,9453,21182,2133,38,21732,,2:53,
1536,1536,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001157,2011-04-05T00:00:00,MEM vs. LAC,L,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,0,0,2.4,0,0,2.0,1,12551,12551,12551,24441,21564,23894,21564,8666,13752,8666,14187,15157,14187,13200,12039,14958,17183,16494,11571,7858,1,4451,18434,22308,11567,23075,2133,38,23089,,2:39,
1932,1932,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001134,2011-04-02T00:00:00,MEM vs. MIN,W,12.366666666666667,5,8,0.625,0,0,0.0,1,2,0.5,2,1,3,1,2,0,0,0,2,3,11,4,14.1,0,0,15.0,1,1,1,1,20381,6173,10315,4368,8666,13752,8666,10775,8399,10901,3434,16337,11636,11552,4475,11571,7858,1,10314,5059,8987,7663,15178,2133,38,13715,,12:22,
2113,2113,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001127,2011-04-01T00:00:00,MEM @ NOH,W,1.8666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,1,1,1,1,24682,21564,23894,21564,8666,13752,8666,14187,15157,14187,13200,21028,22216,17183,16494,11571,7858,1,1,18434,22308,17083,24268,2133,38,24328,,1:52,
2290,2290,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001112,2011-03-30T00:00:00,MEM vs. GSW,W,9.416666666666666,2,4,0.5,0,0,0.0,1,2,0.5,1,0,1,0,0,0,0,1,1,2,5,-7,6.2,0,0,6.0,1,1,1,1,21782,14343,17103,7819,8666,13752,8666,10775,8399,10901,6688,21028,18587,17183,16494,11571,7858,16556,4451,7975,16077,18917,20609,2133,38,20328,,9:25,
2869,2869,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001090,2011-03-27T00:00:00,MEM vs. SAS,W,7.238333333333333,2,4,0.5,0,0,0.0,0,1,0.0,0,0,0,0,1,0,0,2,4,1,4,-4,3.0,0,0,4.0,1,1,1,1,22655,14343,17103,7819,8666,13752,8666,14187,13681,14187,13200,21028,22216,17183,9152,11571,7858,22656,20677,12408,17086,16054,22720,2133,38,21732,,7:14,
3157,3157,2010-11,200796,Leon Powe,Leon,1610612763,MEM,Memphis Grizzlies,21001074,2011-03-25T00:00:00,MEM @ CHI,L,9.8,1,2,0.5,0,1,0.0,9,10,0.9,0,1,1,0,0,1,0,0,4,5,11,1,15.2,0,0,14.0,1,12551,12551,12551,21624,17785,20651,7819,8666,10294,8666,371,543,6512,13200,16337,18587,17183,16494,4411,7858,1,20677,1775,8987,10499,14424,2133,38,14416,,9:48,
