,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
938,938,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001178,2011-04-08T00:00:00,TOR @ PHI,L,8.9,1,2,0.5,0,0,0.0,0,1,0.0,0,1,1,0,2,0,0,0,1,1,2,-3,1.2,0,0,3.0,1,12551,12551,12551,21997,17785,20651,7819,8666,13752,8666,14187,13681,14187,13200,16337,18587,17183,4475,11571,7858,1,4451,12408,19760,15016,23726,2133,38,22446,,8:54,
1351,1351,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001166,2011-04-06T00:00:00,TOR vs. CLE,L,26.75,6,10,0.6,2,4,0.5,3,4,0.75,0,4,4,4,1,1,0,1,3,3,17,4,29.8,0,0,29.0,1,12551,12551,12551,10742,4364,7515,4885,1830,3278,2796,4822,4496,8141,13200,5857,8902,3480,9152,4411,7858,16556,16166,5059,4237,7663,5952,2133,38,5339,,26:45,
1491,1491,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001155,2011-04-05T00:00:00,TOR @ NYK,L,31.3,6,11,0.545,0,1,0.0,2,2,1.0,0,1,1,1,1,0,0,0,1,1,14,-8,15.7,0,0,16.0,1,12551,12551,12551,7463,4364,6221,7065,8666,10294,8666,6796,8399,1,13200,16337,18587,11552,9152,11571,7858,1,4451,12408,6325,19679,14068,2133,38,12993,,31:18,
1725,1725,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001144,2011-04-03T00:00:00,TOR vs. ORL,W,21.028333333333332,5,9,0.556,1,2,0.5,0,0,0.0,1,1,2,1,0,0,0,1,2,0,11,-6,14.9,0,0,15.0,1,1,1,1,14811,6173,8868,6646,4260,7554,2796,14187,15157,14187,6688,16337,14958,11552,16494,11571,7858,16556,10314,18434,8987,18011,14631,2133,38,13715,,21:02,
1913,1913,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001133,2011-04-02T00:00:00,TOR @ CHI,L,13.1,0,5,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,-10,1.5,0,0,1.0,1,12551,12551,12551,19971,21564,15311,21564,8666,10294,8666,14187,15157,14187,13200,21028,22216,11552,16494,11571,7858,16556,1,18434,22308,21087,23561,2133,38,23758,,13:06,
2463,2463,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001109,2011-03-30T00:00:00,TOR vs. MIL,L,7.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-10,0.0,0,0,0.0,1,12551,12551,12551,22465,21564,23894,21564,8666,13752,8666,14187,15157,14187,13200,21028,22216,17183,16494,11571,7858,1,1,18434,22308,21087,24268,2133,38,24328,,7:42,
3170,3170,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001079,2011-03-25T00:00:00,TOR @ GSW,L,21.333333333333332,2,9,0.222,0,1,0.0,0,0,0.0,2,2,4,5,2,0,0,0,0,0,4,-8,14.3,0,0,13.0,1,12551,12551,12551,14581,14343,8868,20033,8666,10294,8666,14187,15157,14187,3434,12039,8902,2418,4475,11571,7858,1,1,18434,17086,19679,15032,2133,38,15172,,21:20,
3510,3510,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001063,2011-03-23T00:00:00,TOR @ PHX,L,16.1,6,10,0.6,0,1,0.0,0,0,0.0,1,2,3,0,2,0,0,1,0,0,12,-9,13.6,0,0,15.0,1,12551,12551,12551,18168,4364,7515,4885,8666,10294,8666,14187,15157,14187,6688,12039,11636,17183,4475,11571,7858,16556,1,18434,8001,20389,15536,2133,38,13715,,16:06,
3755,3755,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001050,2011-03-21T00:00:00,TOR @ DEN,L,25.216666666666665,3,8,0.375,0,1,0.0,2,4,0.5,0,2,2,2,0,0,0,1,2,2,8,-21,13.4,0,0,12.0,1,12551,12551,12551,11820,11210,10315,15101,8666,10294,8666,6796,4496,10901,13200,12039,14958,7589,16494,11571,7858,16556,10314,7975,12071,24635,15695,2133,38,15898,,25:13,
3951,3951,2010-11,201603,Sonny Weems,Sonny,1610612761,TOR,Toronto Raptors,21001041,2011-03-20T00:00:00,TOR @ OKC,W,15.523333333333332,1,4,0.25,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,0,0,0,2,-1,6.4,0,0,6.0,1,1,1,1,18524,17785,17103,19035,8666,13752,8666,14187,15157,14187,6688,16337,14958,17183,9152,11571,2612,1,1,18434,19760,12741,20478,2133,38,20328,,15:31,
