PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Away,MATCHUP_Home
1629690,1610612741,21900907,2020-03-02,2,5,0.4,0,3,0.0,0,0,0.0,0,0,0,0,1,1,0,0,4,0,4,10,0,0,1,1,1,1,14746,13379,14259,12431,12218,8832,12218,12027,12814,12027,11304,19440,20207,16549,7875,3910,7040,1,18631,16138,16017,3657,1909,101,1,18:50,,1610612741,Chicago,1629690,,,18.000000:50,107.5,117.5,88.9,94.9,18.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.4,0.4,0.12,0.118,108.73,100.67,83.89,40,-0.059,0.0,1.0,0.0,1.0
1629690,1610612741,21900887,2020-02-29,2,3,0.667,2,2,1.0,2,2,1.0,1,0,1,1,0,1,0,1,2,1,8,7,0,0,1,11184,11184,11184,16323,13379,17424,2660,3640,11477,1,5552,6839,1,5288,19440,17262,11429,14568,3910,7040,14867,9590,10668,11571,5194,1909,101,1,16:25,,1610612741,Chicago,1629690,,,16.000000:25,165.1,156.3,137.8,143.3,27.3,12.9,0.071,0.0,20.0,0.067,0.0,0.031,0.0,1.0,1.031,0.1,0.11,89.88,90.64,75.53,32,0.09,1.0,0.0,1.0,0.0
1629690,1610612741,21900859,2020-02-25,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,3,0,3,-4,0,0,1,11184,11184,11184,14528,16399,20287,1,6857,14524,1,12027,12814,12027,11304,11973,14253,16549,14568,10567,7040,1,14861,16138,17209,14035,1909,101,1,19:09,,1610612741,Chicago,1629690,,,19.000000:09,125.3,120.0,131.3,133.3,-6.1,-13.3,0.0,0.0,0.0,0.0,0.133,0.059,0.0,1.5,1.5,0.022,0.024,97.65,99.01,82.51,40,0.02,1.0,0.0,0.0,1.0
1629690,1610612741,21900845,2020-02-23,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,2,1,0,0,0,4,0,0,12,0,0,1,1,1,1,14984,19596,18959,19596,12218,11477,12218,12027,12814,12027,5288,15663,14253,7732,7875,10567,7040,1,18631,16138,20146,2830,1909,101,1,18:26,,1610612741,Chicago,1629690,,,18.000000:26,115.1,114.6,91.7,85.4,23.4,29.3,0.118,2.0,40.0,0.053,0.063,0.057,20.0,0.0,0.0,0.063,0.064,102.86,106.76,88.97,41,-0.057,0.0,1.0,0.0,1.0
1629690,1610612741,21900839,2020-02-22,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,0,3,1,2,12,0,0,1,11184,11184,11184,15927,16399,18959,7108,12218,17645,12218,12027,12814,12027,5288,19440,17262,11429,14568,3910,7040,1,14861,10668,18314,2830,1909,101,1,17:00,,1610612741,Chicago,1629690,,,17.000000:00,132.3,126.3,98.9,100.0,33.4,26.3,0.067,0.0,33.3,0.071,0.0,0.034,0.0,0.5,0.5,0.047,0.05,102.61,104.47,87.06,38,0.01,1.0,0.0,0.0,1.0
1629690,1610612741,21900765,2020-02-06,6,6,1.0,3,3,1.0,0,2,0.0,0,0,0,0,0,0,0,0,1,2,15,12,0,0,1,11184,11184,11184,20846,4285,12598,1,1756,8832,1,12027,6839,12027,11304,19440,20207,16549,14568,10567,7040,1,4186,6771,5549,2830,1909,101,1,5:07,,1610612741,Chicago,1629690,,,5.000000:07,178.6,191.7,94.5,91.7,84.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.09,0.4,0.378,115.01,112.57,93.81,12,0.453,1.0,0.0,0.0,1.0
1629690,1610612741,21900740,2020-02-02,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,1,0,0,0,-2,0,0,1,11184,11184,11184,21081,19596,18959,19596,12218,17645,12218,12027,12814,12027,2526,19440,14253,16549,14568,10567,7040,14867,1,16138,20146,12258,1909,101,1,4:26,,1610612741,Chicago,1629690,,,4.000000:26,68.5,66.7,85.8,88.9,-17.3,-22.2,0.0,0.0,0.0,0.25,0.0,0.182,0.0,0.0,0.0,0.167,0.17,97.88,97.44,81.2,9,-0.1,1.0,0.0,1.0,0.0
1629690,1610612741,21900721,2020-01-31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,11184,11184,11184,21392,19596,21466,19596,12218,17645,12218,12027,12814,12027,11304,19440,20207,16549,14568,3910,7040,1,1,16138,20146,5786,1909,101,1,3:33,,1610612741,Chicago,1629690,,,3.000000:33,170.1,142.9,68.0,66.7,102.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,87.89,73.24,7,0.095,1.0,0.0,1.0,0.0
1629690,1610612741,21900674,2020-01-24,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11184,11184,11184,21617,19596,18959,19596,12218,11477,12218,12027,12814,12027,11304,19440,20207,16549,14568,10567,7040,1,1,16138,20146,10392,1909,101,1,2:49,,1610612741,Chicago,1629690,,,2.000000:49,40.0,33.3,40.0,40.0,0.0,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.333,85.21,93.73,78.11,6,-0.571,1.0,0.0,0.0,1.0
1629690,1610612741,21900493,2019-12-30,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,-3,0,0,1,11184,11184,11184,21737,19596,17424,19596,12218,11477,12218,12027,12814,12027,11304,19440,20207,16549,14568,10567,7040,14867,1,16138,20146,13158,1909,101,1,2:33,,1610612741,Chicago,1629690,,,2.000000:33,60.0,50.0,120.0,120.0,-60.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,94.12,103.53,86.27,6,-0.273,1.0,0.0,0.0,1.0
1629690,1610612741,21900477,2019-12-28,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,21447,19596,18959,19596,12218,17645,12218,12027,12814,12027,2526,19440,14253,16549,14568,10567,7040,14867,1,16138,20146,10392,1909,101,1,3:22,,1610612741,Chicago,1629690,,,3.000000:22,85.0,71.4,71.4,71.4,13.6,0.0,0.0,0.0,0.0,0.333,0.0,0.182,0.0,0.0,0.0,0.222,0.254,91.82,99.8,83.17,7,-0.143,0.0,1.0,0.0,1.0
