,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
6487,6487,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000802,2021-04-10T00:00:00,GSW vs. HOU,W,6.116666666666666,3,5,0.6,0,0,0.0,0,2,0.0,0,1,1,0,0,1,0,1,0,2,6,-2,10.2,0,0,9.0,1,1,1,1,20771,10694,14368,4810,12591,17891,12591,12008,6645,12008,11150,15987,17542,16819,14317,4032,7210,15321,1,6289,13920,12607,17113,1849,143,17389,1,6:07,
6616,6616,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000798,2021-04-09T00:00:00,GSW vs. WAS,L,23.3,9,11,0.818,0,1,0.0,0,0,0.0,1,5,6,1,1,0,0,0,4,1,18,4,25.7,0,0,25.0,1,11623,11623,11623,11714,1450,6027,1440,12591,14655,12591,12008,12752,12008,5246,4091,4746,11678,7632,10665,7210,1,19926,10308,3974,7366,7851,1849,143,7461,1,23:18,
7166,7166,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000774,2021-04-06T00:00:00,GSW vs. MIL,W,25.316666666666663,6,13,0.462,0,1,0.0,1,1,1.0,3,7,10,2,0,0,1,0,0,1,13,-7,31.0,1,0,27.0,1,1,1,1,10197,4526,4300,10881,12591,14655,12591,9085,11390,1,1214,1742,1298,7995,14317,10665,2271,1,1,10308,7127,16841,5417,1,143,6522,1,25:19,
7395,7395,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000759,2021-04-04T00:00:00,GSW @ ATL,L,17.65,4,9,0.444,0,1,0.0,0,0,0.0,1,4,5,0,0,0,0,0,1,1,8,3,14.0,0,0,13.0,1,11623,11623,11623,15836,8251,8309,11399,12591,14655,12591,12008,12752,12008,5246,6156,6466,16819,14317,10665,7210,1,4919,10308,11759,8138,14839,1849,143,14865,1,17:39,
7707,7707,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000737,2021-04-02T00:00:00,GSW @ TOR,L,30.566666666666663,4,11,0.364,1,2,0.5,0,0,0.0,1,4,5,2,3,0,1,1,4,0,9,-32,18.0,0,0,19.0,1,11623,11623,11623,6149,8251,6027,14681,7373,11825,3573,12008,12752,12008,5246,6156,6466,7995,1707,10665,2271,15321,19926,16020,10740,22981,12321,1849,143,10964,1,30:34,
8044,8044,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000733,2021-04-01T00:00:00,GSW @ MIA,L,19.49,1,5,0.2,0,0,0.0,2,2,1.0,3,1,4,1,5,0,0,0,3,1,4,-4,5.3,0,0,9.0,1,11623,11623,11623,14580,16702,14368,18781,12591,17891,12591,5395,6645,1,1214,15987,8731,11678,321,10665,7210,1,16132,10308,16353,14475,19821,1849,143,17389,1,19:29,
8524,8524,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000716,2021-03-29T00:00:00,GSW vs. CHI,W,27.8,6,8,0.75,0,0,0.0,0,0,0.0,2,3,5,0,1,0,4,0,4,1,12,-8,29.0,0,0,25.0,1,1,1,1,8283,4526,9686,1826,12591,17891,12591,12008,12752,12008,2547,8835,6466,16819,7632,10665,77,1,19926,10308,7920,17520,6262,1849,143,7461,1,27:48,
8958,8958,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000692,2021-03-26T00:00:00,GSW vs. ATL,L,26.533333333333335,7,13,0.538,0,1,0.0,4,4,1.0,0,5,5,0,1,1,0,0,4,6,18,-17,26.0,0,0,25.0,1,11623,11623,11623,9232,3206,4300,7057,12591,14655,12591,2293,3346,1,11150,4091,6466,16819,7632,4032,7210,1,19926,795,3974,21411,7705,1849,143,7461,1,26:32,
9127,9127,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000682,2021-03-25T00:00:00,GSW @ SAC,L,29.433333333333337,3,8,0.375,0,1,0.0,0,0,0.0,1,7,8,0,5,0,0,0,4,0,6,-9,10.6,0,0,14.0,1,11623,11623,11623,7017,10694,9686,14155,12591,14655,12591,12008,12752,12008,5246,1742,2498,16819,321,10665,7210,1,19926,16020,13920,18135,16911,1849,143,14223,1,29:26,
9472,9472,2020-21,1630164,James Wiseman,James,1610612744,GSW,Golden State Warriors,22000665,2021-03-23T00:00:00,GSW vs. PHI,L,25.85,5,13,0.385,0,1,0.0,1,2,0.5,0,4,4,2,0,0,1,1,3,2,11,-7,21.8,0,0,19.0,1,11623,11623,11623,9764,6152,4300,13990,12591,14655,12591,9085,6645,9461,11150,6156,8731,7995,14317,10665,2271,15321,16132,6289,8773,16841,9978,1849,143,10964,1,25:51,
