,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
283,283,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22001067,2021-05-16T00:00:00,BKN vs. CLE,W,28.916666666666668,7,11,0.636,3,3,1.0,0,0,0.0,0,6,6,2,1,3,3,0,3,2,17,29,44.2,0,0,40.0,1,1,1,1,7398,3206,6027,4151,1926,9118,1,12008,12752,12008,11150,2732,4746,7995,7632,347,231,1,16132,6289,4514,180,1738,1849,143,2161,1,28:55,
381,381,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22001060,2021-05-15T00:00:00,BKN vs. CHI,W,29.513333333333332,9,16,0.563,3,7,0.429,1,1,1.0,0,2,2,0,0,1,1,1,1,1,22,5,30.4,0,0,31.0,1,1,1,1,6962,1450,2412,6323,1926,2331,6364,9085,11390,1,11150,12139,14385,16819,14317,4032,2271,15321,4919,10308,2373,6667,5653,1849,143,4847,1,29:31,
974,974,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22001036,2021-05-11T00:00:00,BKN @ CHI,W,20.666666666666668,4,10,0.4,3,5,0.6,2,2,1.0,0,3,3,5,0,0,0,2,0,1,13,4,24.1,0,0,24.0,1,1,1,1,13684,8251,7133,12966,1926,4922,2762,5395,6645,1,11150,8835,11352,2585,14317,10665,7210,20949,1,10308,7127,7366,8666,1849,143,8016,1,20:40,
1488,1488,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22001015,2021-05-08T00:00:00,BKN @ DEN,W,39.2,11,17,0.647,4,7,0.571,5,6,0.833,0,0,0,4,4,1,1,0,5,5,31,7,39.0,0,0,43.0,1,1,1,1,656,575,1960,4040,910,2331,3225,1513,1600,6476,11150,19725,20503,3751,764,4032,2271,1,21997,1350,560,5432,2858,1849,143,1612,1,39:12,
1907,1907,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22000998,2021-05-06T00:00:00,BKN @ DAL,L,38.85166666666667,17,31,0.548,7,13,0.538,4,4,1.0,0,5,5,4,1,4,2,1,5,5,45,-4,74.0,0,0,73.0,1,11623,11623,11623,765,17,16,6793,63,91,3548,2293,3346,1,11150,4091,6466,3751,7632,82,697,15321,21997,1350,30,14475,32,1849,143,22,1,38:51,
2284,2284,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22000985,2021-05-04T00:00:00,BKN @ MIL,L,39.28666666666667,14,25,0.56,6,12,0.5,4,5,0.8,1,2,3,5,3,3,2,2,4,4,38,-10,61.1,0,0,62.0,1,11623,11623,11623,632,114,192,6407,160,173,3573,2293,2536,6837,5246,12139,11352,2585,1707,347,697,20949,19926,2281,138,18716,228,1849,143,136,1,39:17,
2518,2518,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22000967,2021-05-02T00:00:00,BKN @ MIL,L,36.61,8,21,0.381,2,8,0.25,2,2,1.0,2,5,7,6,4,2,0,3,1,3,20,3,39.4,0,0,39.0,1,11623,11623,11623,1827,2196,691,14133,3957,1505,10244,5395,6645,1,2547,4091,3435,1788,764,1208,7210,22522,4919,3793,3090,8138,2750,1849,143,2395,1,36:37,
2988,2988,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22000952,2021-04-30T00:00:00,BKN vs. POR,L,33.11666666666667,12,26,0.462,2,8,0.25,2,2,1.0,0,2,2,3,1,1,0,0,1,3,28,-11,36.9,0,0,37.0,1,11623,11623,11623,4251,346,134,10881,3957,1505,10244,5395,6645,1,11150,12139,14385,5509,7632,4032,7210,1,4919,3793,931,19248,3426,1849,143,2922,1,33:07,
3397,3397,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22000930,2021-04-27T00:00:00,BKN @ TOR,W,34.96333333333333,3,13,0.231,1,5,0.2,2,2,1.0,2,4,6,4,3,1,1,0,2,2,9,2,25.2,0,0,24.0,1,1,1,1,2932,10694,4300,18536,7373,4922,11380,5395,6645,1,2547,6156,4746,3751,1707,4032,2271,1,10833,6289,10740,8969,8088,1849,143,8016,1,34:58,
3874,3874,2020-21,202681,Kyrie Irving,Kyrie,1610612751,BKN,Brooklyn Nets,22000912,2021-04-25T00:00:00,BKN vs. PHX,W,35.34,10,19,0.526,5,7,0.714,9,9,1.0,1,5,6,12,3,0,0,2,1,5,34,5,56.2,1,0,57.0,1,1,1,1,2668,935,1220,7428,414,2331,1734,264,542,1,5246,4091,4746,135,1707,10665,7210,20949,4919,1350,322,6667,430,1,143,275,1,35:20,
