,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Win,MATCHUP_Away,player_name
0,1630644,1610612755,22201217,2023-04-09,8,17,0.471,3,9,0.333,1,3,0.333,3,6,9,9,1,0,0,0,3,3,20,29,0,0,1,1,1,1,5264,2711,2392,12663,2120,1087,8680,10510,6555,13452,1492,2868,2052,634,8897,11790,7930,1,17563,4788,3852,177,2163,120,1,33:15,,1610612755,Philadelphia,1630644,,,33.000000:15,123.1,130.1,91.9,93.0,31.2,37.2,0.31,9.0,32.1,0.091,0.154,0.125,3.6,0.559,0.546,0.229,0.228,107.52,103.94,86.62,73,0.151,1.0,1.0,Mac McClung
1,1630644,1610612755,22201205,2023-04-07,1,3,0.333,1,2,0.5,2,2,1.0,0,1,1,0,2,0,0,1,0,1,5,-11,0,0,1,1,1,1,22833,18953,19669,17586,8083,13286,3861,6620,8080,1,13272,17626,19709,19186,4399,11790,7930,17468,1,11862,17251,21730,2163,120,1,7:49,,1610612755,Philadelphia,1630644,,,7.000000:49,59.0,57.9,108.9,104.8,-49.9,-46.9,0.0,0.0,0.0,0.0,0.143,0.067,33.3,0.5,0.644,0.3,0.305,119.25,122.81,102.35,19,0.073,1.0,1.0,Mac McClung
