PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Win,MATCHUP_Home
101213,1610612756,20500255,2005-12-06,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,22906,20684,21518,20684,7578,12302,7578,14328,15206,14328,13441,15938,18232,16528,9311,11222,7293,16481,8919,18429,21594,10279,1992,38,,5:00,,1610612756,Phoenix,101213,,,5.000000:00,133.3,133.3,101.1,110.0,32.2,23.3,0.0,0.0,0.0,0.0,0.143,0.125,50.0,0.0,0.0,0.2,0.2,95.42,91.2,76.0,9,-0.214,1.0,1.0
101213,1610612756,20500240,2005-12-04,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,1,0,5,2,2,-12,0,0,1,1,1,1,22477,16891,21518,1,7578,12302,7578,14328,15206,14328,7065,20590,18232,16528,9311,11222,2547,1,22646,8829,18921,22016,1992,38,,5:55,,1610612756,Phoenix,101213,,,5.000000:55,69.9,64.3,149.6,161.5,-79.7,-97.3,0.0,0.0,0.0,0.167,0.0,0.077,50.0,1.0,1.0,0.118,0.126,109.2,109.52,91.27,14,-1.2,1.0,1.0
101213,1610612756,20500214,2005-11-30,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,24147,16891,21518,1,7578,12302,7578,14328,15206,14328,13441,15938,18232,16528,16515,11222,7293,1,1,18429,18921,11347,1992,38,,2:07,,1610612756,Phoenix,101213,,,2.000000:07,100.0,80.0,84.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,0.333,0.2,0.0,1.0,1.0,0.167,0.2,99.33,113.39,94.49,5,0.545,1.0,1.0
