,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
739,739,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21901290,2020-08-09T00:00:00,HOU @ SAC,W,31.416666666666668,1,7,0.143,0,5,0.0,0,0,0.0,0,5,5,2,2,0,0,0,2,0,2,19,9.0,0,0,9.0,1,1,1,1,5328,16399,11066,19264,12218,4572,12218,12027,12814,12027,11304,4038,6393,7732,3918,10567,7040,1,9590,16138,18314,1063,17505,1909,101,17048,1,31:25,
1036,1036,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21901273,2020-08-06T00:00:00,HOU vs. LAL,W,33.36666666666667,5,13,0.385,2,9,0.222,2,2,1.0,0,3,3,1,0,0,1,0,3,3,14,12,22.1,0,0,22.0,1,1,1,1,3892,5844,4211,13415,3640,860,10940,5552,6839,1,11304,8691,11272,11429,14568,10567,2205,1,14861,4183,6239,2830,9603,1909,101,8971,1,33:22,
1243,1243,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21901261,2020-08-04T00:00:00,HOU @ POR,L,35.4,6,14,0.429,4,10,0.4,1,1,1.0,1,3,4,3,1,0,1,0,3,2,17,-5,28.3,0,0,30.0,1,11184,11184,11184,2413,4285,3484,11410,800,536,6455,9105,11453,1,5288,8691,8556,5244,7875,10567,2205,1,14861,6771,4369,14884,6379,1909,101,5112,1,35:24,
1532,1532,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21901248,2020-08-02T00:00:00,HOU vs. MIL,W,31.216666666666665,5,10,0.5,4,8,0.5,2,2,1.0,0,4,4,0,1,1,0,0,3,3,16,-5,22.8,0,0,26.0,1,1,1,1,5469,5844,7049,7108,800,1387,3230,5552,6839,1,11304,5976,8556,16549,7875,3910,7040,1,14861,4183,4893,14884,9224,1909,101,6801,1,31:13,
1743,1743,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21901238,2020-07-31T00:00:00,HOU @ DAL,W,42.61666666666667,7,13,0.538,6,12,0.5,0,0,0.0,0,5,5,1,1,2,0,0,2,1,20,0,32.5,0,0,36.0,1,1,1,1,120,3019,4211,6634,136,179,3230,12027,12814,12027,11304,4038,6393,11429,7875,1252,7040,1,9590,10668,2998,10392,4738,1909,101,3025,1,42:37,
2095,2095,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21900963,2020-03-10T00:00:00,HOU vs. MIN,W,12.283333333333331,2,4,0.5,0,1,0.0,0,0,0.0,0,1,1,3,2,0,0,0,1,0,4,-9,7.7,0,0,8.0,1,1,1,1,18631,13379,15877,7108,12218,14524,12218,12027,12814,12027,11304,15663,17262,5244,3918,10567,7040,1,4186,16138,16017,17735,18198,1909,101,17627,1,12:17,
2415,2415,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21900953,2020-03-08T00:00:00,HOU vs. ORL,L,30.116666666666667,2,7,0.286,1,4,0.25,1,1,1.0,0,0,0,3,0,3,0,0,4,1,6,-8,19.5,0,0,16.0,1,11184,11184,11184,6304,13379,11066,16708,6857,6437,9796,9105,11453,1,11304,19440,20207,5244,14568,348,7040,1,18631,10668,13720,17095,11175,1909,101,12636,1,30:07,
2506,2506,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21900940,2020-03-07T00:00:00,HOU @ CHA,L,26.166666666666668,1,4,0.25,1,4,0.25,0,0,0.0,0,3,3,2,1,1,0,0,3,1,3,-22,11.6,0,0,11.0,1,11184,11184,11184,9317,16399,15877,17337,6857,6437,9796,12027,12814,12027,11304,8691,11272,7732,7875,3910,7040,1,14861,10668,17209,21790,15996,1909,101,15832,1,26:10,
2806,2806,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21900927,2020-03-05T00:00:00,HOU vs. LAC,L,24.366666666666667,6,10,0.6,1,5,0.2,1,1,1.0,1,3,4,2,1,0,2,0,1,1,14,-5,26.8,0,0,25.0,1,11184,11184,11184,10714,4285,7049,4415,6857,4572,11014,9105,11453,1,5288,8691,8556,7732,7875,10567,720,1,4186,10668,6239,14884,7067,1909,101,7282,1,24:22,
3277,3277,2019-20,1627863,Danuel House Jr.,Danuel,1610612745,HOU,Houston Rockets,21900903,2020-03-02T00:00:00,HOU @ NYK,L,29.566666666666663,7,15,0.467,4,11,0.364,2,2,1.0,0,2,2,1,0,1,2,1,2,1,20,2,32.9,0,0,33.0,1,11184,11184,11184,6759,3019,2874,10194,800,317,7416,5552,6839,1,11304,11973,14253,11429,14568,3910,720,14867,9590,10668,2998,8690,4582,1909,101,3974,1,29:34,
