,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
2025,2025,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900968,2020-03-10T00:00:00,BKN @ LAL,W,26.601666666666667,1,2,0.5,1,2,0.5,2,2,1.0,0,5,5,3,2,0,0,0,3,1,5,-2,13.5,0,0,14.0,1,1,1,1,8963,16399,18959,7108,6857,11477,3230,5552,6839,1,11304,4038,6393,5244,3918,10567,7040,1,14861,10668,14939,12258,14825,1909,101,13895,1,26:36,
2424,2424,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900946,2020-03-08T00:00:00,BKN vs. CHI,W,21.966666666666665,2,7,0.286,2,6,0.333,0,0,0.0,0,4,4,1,0,0,0,1,3,0,6,21,12.3,0,0,13.0,1,1,1,1,12507,13379,11066,16708,3640,3146,7485,12027,12814,12027,11304,5976,8556,11429,14568,10567,7040,14867,14861,16138,13720,775,15559,1909,101,14542,1,21:58,
2735,2735,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900931,2020-03-06T00:00:00,BKN vs. SAS,W,17.816666666666666,1,3,0.333,1,3,0.333,0,0,0.0,0,3,3,0,0,0,0,0,3,0,3,6,6.6,0,0,7.0,1,1,1,1,15429,16399,17424,14612,6857,8832,7485,12027,12814,12027,11304,8691,11272,16549,14568,10567,7040,1,14861,16138,17209,5786,18777,1909,101,18206,1,17:49,
2994,2994,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900920,2020-03-04T00:00:00,BKN vs. MEM,L,17.286666666666665,1,4,0.25,0,3,0.0,0,0,0.0,0,3,3,0,1,0,0,0,2,0,2,-20,4.6,0,0,5.0,1,11184,11184,11184,15765,16399,15877,17337,12218,8832,12218,12027,12814,12027,11304,8691,11272,16549,7875,10567,7040,1,9590,16138,18314,21525,19866,1909,101,19308,1,17:17,
3077,3077,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900910,2020-03-03T00:00:00,BKN @ BOS,W,17.45,1,5,0.2,1,4,0.25,0,0,0.0,0,2,2,1,0,0,0,0,1,0,3,-1,6.9,0,0,7.0,1,1,1,1,15658,16399,14259,18446,6857,6437,9796,12027,12814,12027,11304,11973,14253,11429,14568,10567,7040,1,4186,16138,17209,11353,18640,1909,101,18206,1,17:27,
3547,3547,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900889,2020-02-29T00:00:00,BKN @ MIA,L,19.696666666666665,4,8,0.5,3,5,0.6,0,0,0.0,0,1,1,2,3,0,1,0,3,0,11,-8,15.2,0,0,19.0,1,11184,11184,11184,14105,8029,9577,7108,1756,4572,2514,12027,12814,12027,11304,15663,17262,7732,1782,10567,2205,1,14861,16138,8592,17095,13740,1909,101,10761,1,19:42,
3823,3823,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900878,2020-02-28T00:00:00,BKN @ ATL,L,18.323333333333338,1,3,0.333,0,2,0.0,0,0,0.0,0,3,3,0,1,0,0,0,3,0,2,-17,4.6,0,0,5.0,1,11184,11184,11184,15079,16399,17424,14612,12218,11477,12218,12027,12814,12027,11304,8691,11272,16549,7875,10567,7040,1,14861,16138,18314,20947,19866,1909,101,19308,1,18:19,
4379,4379,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900852,2020-02-24T00:00:00,BKN vs. ORL,L,23.413333333333338,2,6,0.333,1,5,0.2,0,0,0.0,2,2,4,1,0,0,1,0,1,0,5,-12,14.3,0,0,13.0,1,11184,11184,11184,11459,13379,12598,14612,6857,4572,11014,12027,12814,12027,2526,11973,8556,11429,14568,10567,2205,1,4186,16138,14939,19307,14326,1909,101,14542,1,23:25,
4681,4681,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900836,2020-02-22T00:00:00,BKN @ CHA,W,22.216666666666665,0,2,0.0,0,2,0.0,0,0,0.0,0,3,3,0,0,1,2,0,2,0,0,8,12.6,0,0,9.0,1,1,1,1,12297,19596,18959,19596,12218,11477,12218,12027,12814,12027,11304,8691,11272,16549,14568,3910,720,1,9590,16138,20146,4621,15328,1909,101,17048,1,22:13,
4966,4966,2019-20,201163,Wilson Chandler,Wilson,1610612751,BKN,Brooklyn Nets,21900822,2020-02-20T00:00:00,BKN @ PHI,L,32.556666666666665,4,10,0.4,3,6,0.5,1,2,0.5,1,7,8,0,0,0,0,1,4,2,12,17,21.6,0,0,23.0,1,11184,11184,11184,4462,8029,7049,12431,1756,3146,3230,9105,6839,9400,5288,1841,2524,16549,14568,10567,7040,14867,18631,6771,7720,1455,9891,1909,101,8395,1,32:33,
