,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
141,141,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901312,2020-08-13T00:00:00,ORL vs. NOP,W,30.816666666666663,6,11,0.545,2,4,0.5,2,2,1.0,1,3,4,0,2,2,0,0,5,2,16,14,24.8,0,0,26.0,1,1,1,1,5759,4285,5930,6388,3640,6437,3230,5552,6839,1,5288,8691,8556,16549,3918,1252,7040,1,20977,6771,4893,2172,8133,1909,101,6801,1,30:49,
460,460,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901297,2020-08-11T00:00:00,ORL vs. BKN,L,23.216666666666665,3,4,0.75,2,2,1.0,4,6,0.667,0,5,5,0,3,1,1,0,4,3,12,-15,21.0,0,0,23.0,1,11184,11184,11184,11574,10497,15877,1693,3640,11477,1,2455,1776,8310,11304,4038,6393,16549,1782,3910,2205,1,18631,4183,7720,20417,10255,1909,101,8395,1,23:13,
708,708,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901288,2020-08-09T00:00:00,ORL @ BOS,L,24.23,4,7,0.571,0,2,0.0,2,2,1.0,2,8,10,2,0,0,0,0,2,1,10,-2,25.0,1,0,22.0,1,11184,11184,11184,10822,8029,11066,5401,12218,11477,12218,5552,6839,1,2526,1198,1370,7732,14568,10567,7040,1,9590,10668,9478,12258,8030,1,101,8971,1,24:14,
971,971,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901277,2020-08-07T00:00:00,ORL @ PHI,L,31.633333333333333,5,10,0.5,1,4,0.25,3,4,0.75,3,6,9,0,2,0,0,1,5,3,14,3,22.8,0,0,24.0,1,11184,11184,11184,5151,5844,7049,7108,6857,6437,9796,3804,3502,7163,1221,2739,1902,16549,3918,10567,7040,14867,20977,4183,6239,7893,9224,1909,101,7836,1,31:38,
1109,1109,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901266,2020-08-05T00:00:00,ORL vs. TOR,L,28.435,4,12,0.333,0,6,0.0,0,0,0.0,1,5,6,2,1,1,0,0,3,3,8,0,20.2,0,0,18.0,1,11184,11184,11184,7610,8029,5001,14612,12218,3146,12218,12027,12814,12027,5288,4038,4656,7732,7875,3910,7040,1,14861,4183,11571,10392,10753,1909,101,11369,1,28:26,
1246,1246,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901259,2020-08-04T00:00:00,ORL @ IND,L,27.383333333333333,5,9,0.556,1,4,0.25,1,1,1.0,1,3,4,2,2,0,1,0,3,2,12,-3,20.8,0,0,21.0,1,11184,11184,11184,8416,5844,8240,5983,6857,6437,9796,9105,11453,1,5288,8691,8556,7732,3918,10567,2205,1,14861,6771,7720,13158,10399,1909,101,9566,1,27:23,
1580,1580,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901247,2020-08-02T00:00:00,ORL vs. SAC,W,21.666666666666668,3,10,0.3,1,7,0.143,1,1,1.0,2,3,5,1,4,1,0,0,4,1,8,-1,14.5,0,0,17.0,1,1,1,1,12724,10497,7049,16462,6857,2102,11940,9105,11453,1,2526,8691,6393,11429,787,3910,7040,1,18631,10668,11571,11353,14210,1909,101,12005,1,21:40,
1770,1770,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21901233,2020-07-31T00:00:00,ORL @ BKN,W,24.966666666666665,2,2,1.0,1,1,1.0,3,4,0.75,0,3,3,2,1,1,0,0,2,2,8,3,16.6,0,0,16.0,1,1,1,1,10221,13379,18959,1,6857,14524,1,3804,3502,7163,11304,8691,11272,7732,7875,3910,7040,1,9590,6771,11571,7893,12899,1909,101,12636,1,24:58,
2142,2142,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900964,2020-03-10T00:00:00,ORL @ MEM,W,23.225,2,4,0.5,1,2,0.5,2,2,1.0,1,1,2,2,1,1,0,0,4,2,7,5,14.4,0,0,14.0,1,1,1,1,11571,13379,15877,7108,6857,11477,3230,5552,6839,1,5288,15663,14253,7732,7875,3910,7040,1,18631,6771,12728,6431,14251,1909,101,13895,1,23:14,
2412,2412,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900953,2020-03-08T00:00:00,ORL @ HOU,W,18.368333333333332,1,4,0.25,1,3,0.333,0,0,0.0,0,2,2,0,2,2,0,0,4,2,3,4,9.4,0,0,10.0,1,1,1,1,15037,16399,15877,17337,6857,8832,7485,12027,12814,12027,11304,11973,14253,16549,3918,1252,7040,1,18631,6771,17209,7132,17246,1909,101,16509,1,18:22,
2707,2707,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900935,2020-03-06T00:00:00,ORL @ MIN,W,24.9,1,2,0.5,1,2,0.5,0,0,0.0,0,5,5,3,1,0,0,0,3,0,3,1,12.5,0,0,12.0,1,1,1,1,10281,16399,18959,7108,6857,11477,3230,12027,12814,12027,11304,4038,6393,5244,7875,10567,7040,1,14861,16138,17209,9535,15420,1909,101,15174,1,24:54,
3004,3004,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900919,2020-03-04T00:00:00,ORL @ MIA,L,26.65,2,5,0.4,0,2,0.0,0,0,0.0,0,4,4,1,2,0,2,1,2,0,4,-9,14.3,0,0,13.0,1,11184,11184,11184,8933,13379,14259,12431,12218,11477,12218,12027,12814,12027,11304,5976,8556,11429,3918,10567,720,14867,9590,16138,16017,17735,14326,1909,101,14542,1,26:39,
3301,3301,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900904,2020-03-02T00:00:00,ORL vs. POR,L,28.73,3,10,0.3,2,6,0.333,2,2,1.0,2,2,4,1,0,0,0,1,3,4,10,-10,16.3,0,0,17.0,1,11184,11184,11184,7392,10497,7049,16462,3640,3146,7485,5552,6839,1,2526,11973,8556,11429,14568,10567,7040,14867,14861,2590,9478,18325,13074,1909,101,12005,1,28:44,
3615,3615,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900893,2020-02-29T00:00:00,ORL @ SAS,L,27.493333333333332,3,6,0.5,2,4,0.5,0,0,0.0,2,6,8,2,3,2,2,0,1,1,8,-1,29.6,0,0,28.0,1,11184,11184,11184,8328,10497,12598,7108,3640,6437,3230,12027,12814,12027,2526,2739,2524,7732,1782,1252,720,1,4186,10668,11571,11353,5826,1909,101,5950,1,27:30,
3673,3673,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900877,2020-02-28T00:00:00,ORL vs. MIN,W,20.855,3,5,0.6,0,2,0.0,0,0,0.0,2,5,7,1,1,1,1,0,0,1,6,4,20.9,0,0,18.0,1,1,1,1,13331,10497,14259,4415,12218,11477,12218,12027,12814,12027,2526,4038,3402,11429,7875,3910,2205,1,1,10668,13720,7132,10325,1909,101,11369,1,20:51,
4093,4093,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900867,2020-02-26T00:00:00,ORL @ ATL,W,28.48,5,11,0.455,1,4,0.25,1,1,1.0,0,4,4,1,0,0,0,1,3,4,12,2,18.3,0,0,18.0,1,1,1,1,7582,5844,5930,10529,6857,6437,9796,9105,11453,1,11304,5976,8556,11429,14568,10567,7040,14867,14861,2590,7720,8690,11917,1909,101,11369,1,28:29,
4276,4276,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900852,2020-02-24T00:00:00,ORL @ BKN,W,26.98,3,6,0.5,1,2,0.5,6,6,1.0,1,3,4,1,0,0,1,0,1,5,13,-17,22.3,0,0,21.0,1,1,1,1,8710,10497,12598,7108,6857,11477,3230,1092,1776,1,5288,8691,8556,11429,14568,10567,2205,1,4186,1560,6972,20947,9508,1909,101,9566,1,26:59,
4797,4797,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900826,2020-02-21T00:00:00,ORL vs. DAL,L,21.55,1,6,0.167,0,3,0.0,0,0,0.0,2,1,3,0,0,0,0,1,1,0,2,1,5.6,0,0,5.0,1,11184,11184,11184,12813,16399,12598,18973,12218,8832,12218,12027,12814,12027,2526,15663,11272,16549,14568,10567,7040,14867,4186,16138,18314,9535,19342,1909,101,19308,1,21:33,
5184,5184,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900808,2020-02-12T00:00:00,ORL vs. DET,W,14.141666666666667,2,4,0.5,1,1,1.0,2,2,1.0,0,1,1,0,1,0,0,1,2,2,7,6,7.2,0,0,9.0,1,1,1,1,17711,13379,15877,7108,6857,14524,1,5552,6839,1,11304,15663,17262,16549,7875,10567,7040,14867,9590,6771,12728,5786,18438,1909,101,17048,1,14:09,
5591,5591,2019-20,203516,James Ennis III,James,1610612753,ORL,Orlando Magic,21900795,2020-02-10T00:00:00,ORL vs. ATL,W,15.75,2,5,0.4,0,2,0.0,2,4,0.5,3,2,5,1,1,0,0,0,0,2,6,-4,12.5,0,0,12.0,1,1,1,1,16747,13379,14259,12431,12218,11477,12218,5552,3502,9400,1221,11973,6393,11429,7875,10567,7040,1,1,6771,13720,14035,15420,1909,101,15174,1,15:45,
