,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
789,789,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201193,2023-04-05T00:00:00,MIL vs. CHI,W,8.4,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,9,0.2,0,0,1.0,1,1,1,1,22636,22559,19669,22559,14184,16669,14184,13851,14660,13851,13272,17626,19709,19186,8897,11790,7930,1,1,17928,23116,4755,24897,2163,120,24441,1,8:24,
1382,1382,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201174,2023-04-02T00:00:00,MIL vs. PHI,W,31.868333333333332,6,14,0.429,3,8,0.375,4,4,1.0,0,3,3,9,1,0,0,1,2,4,19,7,35.1,0,0,34.0,1,1,1,1,6483,5438,4330,14121,2120,1659,8355,3075,4303,1,13272,9404,12567,634,8897,11790,7930,17468,11553,2943,4335,5992,4759,2163,120,4558,1,31:52,
1767,1767,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201146,2023-03-30T00:00:00,MIL vs. BOS,L,19.916666666666668,5,13,0.385,1,4,0.25,2,2,1.0,2,3,5,4,1,0,0,0,2,2,13,-25,24.0,0,0,23.0,1,12947,12947,12947,16013,7306,5108,16407,8083,7558,11411,6620,8080,1,3077,9404,7186,4531,8897,11790,7930,1,11553,7612,8465,25550,10179,2163,120,9958,1,19:55,
2257,2257,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201122,2023-03-27T00:00:00,MIL @ DET,W,33.38333333333333,13,23,0.565,1,7,0.143,7,8,0.875,3,5,8,5,2,0,0,0,2,8,34,11,49.1,0,0,48.0,1,1,1,1,5146,299,508,7637,8083,2551,13867,993,1170,6922,1492,4379,2807,3151,4399,11790,7930,1,11553,331,480,3754,1273,2163,120,1144,1,33:23,
2629,2629,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201109,2023-03-25T00:00:00,MIL @ DEN,L,28.871666666666663,6,14,0.429,1,5,0.2,0,0,0.0,0,8,8,5,2,2,0,1,0,0,13,-6,34.1,0,0,31.0,1,12947,12947,12947,9041,5438,4330,14121,8083,5510,12795,13851,14660,13851,13272,1233,2807,3151,4399,1343,7930,17468,1,17928,8465,18185,5149,2163,120,5759,1,28:52,
2972,2972,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201089,2023-03-22T00:00:00,MIL vs. SAS,W,28.9,8,15,0.533,1,6,0.167,2,2,1.0,0,3,3,10,6,1,0,0,1,5,19,26,34.6,1,0,35.0,1,1,1,1,9021,2711,3608,8674,8083,3807,13473,6620,8080,1,13272,9404,12567,399,120,4306,7930,1,5181,1742,4335,316,4944,1,120,4211,1,28:54,
3396,3396,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201068,2023-03-19T00:00:00,MIL vs. TOR,W,32.13166666666667,7,13,0.538,5,8,0.625,1,2,0.5,2,6,8,5,4,0,1,0,3,1,20,2,36.1,0,0,40.0,1,1,1,1,6264,3877,5108,8456,428,1659,2900,10510,8080,10976,3077,2868,2807,3151,842,11790,2381,1,17563,11862,3852,9989,4404,2163,120,2713,1,32:08,
3895,3895,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201045,2023-03-16T00:00:00,MIL vs. IND,L,32.6,6,15,0.4,0,5,0.0,4,4,1.0,0,1,1,7,1,0,1,3,2,2,16,0,29.7,0,0,26.0,1,12947,12947,12947,5836,5438,3608,15218,14184,5510,14184,3075,4303,1,13272,17626,19709,1460,8897,11790,2381,25315,11553,7612,6103,11977,7064,2163,120,8209,1,32:36,
4321,4321,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201026,2023-03-13T00:00:00,MIL @ SAC,W,33.81,9,15,0.6,5,8,0.625,8,8,1.0,0,3,3,9,0,0,0,1,2,5,31,5,48.1,0,0,48.0,1,1,1,1,4787,1839,3608,5804,428,1659,2900,663,1170,1,13272,9404,12567,634,16367,11790,7930,17468,11553,1742,795,7441,1426,2163,120,1144,1,33:49,
4662,4662,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22201012,2023-03-11T00:00:00,MIL @ GSW,L,33.8,7,14,0.5,3,4,0.75,2,4,0.5,2,1,3,5,4,4,0,0,5,6,19,-5,38.1,0,0,38.0,1,12947,12947,12947,4791,3877,4330,9075,2120,7558,1581,6620,4303,10976,3077,17626,12567,3151,842,90,7930,1,24422,993,4335,17295,3734,2163,120,3280,1,33:48,
4945,4945,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200995,2023-03-09T00:00:00,MIL vs. BKN,W,29.383333333333333,5,19,0.263,1,4,0.25,0,0,0.0,4,3,7,7,2,0,0,2,2,1,11,2,27.9,0,0,26.0,1,1,1,1,8633,7306,1551,20378,8083,7558,11411,13851,14660,13851,734,9404,3911,1460,4399,11790,7930,23619,11553,11862,10274,9989,7947,2163,120,8209,1,29:23,
5291,5291,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200978,2023-03-07T00:00:00,MIL @ ORL,W,30.553333333333335,5,9,0.556,1,3,0.333,13,14,0.929,0,4,4,11,3,1,0,0,0,6,24,-1,45.3,1,0,42.0,1,1,1,1,7654,7306,9460,7771,8083,10172,8680,90,148,6634,13272,6530,9590,243,2046,4306,7930,1,1,993,2312,13132,1943,1,120,2224,1,30:33,
5644,5644,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200960,2023-03-04T00:00:00,MIL vs. PHI,L,27.366666666666667,2,8,0.25,0,2,0.0,2,2,1.0,1,2,3,2,1,1,0,0,5,1,6,-2,14.6,0,0,13.0,1,12947,12947,12947,10290,15467,10854,20392,14184,13286,14184,6620,8080,1,6448,13188,12567,9342,8897,4306,7930,1,24422,11862,15841,14174,16245,2163,120,16689,1,27:22,
6313,6313,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200924,2023-02-28T00:00:00,MIL @ BKN,W,22.601666666666667,7,13,0.538,3,7,0.429,1,2,0.5,0,4,4,6,3,2,0,1,1,2,18,15,34.8,0,0,35.0,1,1,1,1,13945,3877,5108,8456,2120,2551,7089,10510,8080,10976,13272,6530,9590,2101,2046,1343,7930,17468,5181,7612,4863,2225,4883,2163,120,4211,1,22:36,
6686,6686,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200910,2023-02-26T00:00:00,MIL vs. PHX,W,25.483333333333334,4,13,0.308,0,3,0.0,3,4,0.75,3,7,10,6,4,0,0,2,3,6,11,7,28.0,1,0,27.0,1,1,1,1,11746,9586,5108,19413,14184,10172,14184,4622,4303,8358,1492,1900,1446,2101,842,11790,7930,23619,17563,993,10274,5992,7879,1,120,7676,1,25:29,
7028,7028,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200897,2023-02-24T00:00:00,MIL vs. MIA,W,17.346666666666668,4,8,0.5,2,4,0.5,2,2,1.0,1,3,4,5,2,1,0,1,2,1,12,17,25.3,0,0,25.0,1,1,1,1,17886,9586,10854,9075,4226,7558,3861,6620,8080,1,6448,9404,9590,3151,4399,4306,7930,17468,11553,11862,9310,1637,9407,2163,120,8774,1,17:21,
7623,7623,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200869,2023-02-14T00:00:00,MIL vs. BOS,W,24.873333333333335,7,16,0.438,1,4,0.25,1,1,1.0,4,7,11,4,1,0,0,0,3,1,16,19,34.2,1,0,32.0,1,1,1,1,12211,3877,2947,13952,8083,7558,11411,10510,13074,1,734,1900,1038,4531,8897,11790,7930,1,17563,11862,6103,1177,5112,1,120,5369,1,24:52,
8393,8393,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200834,2023-02-09T00:00:00,MIL @ LAL,W,24.623333333333335,10,18,0.556,1,6,0.167,1,1,1.0,0,5,5,3,1,0,1,1,2,3,22,4,34.5,0,0,33.0,1,1,1,1,12409,1204,1948,7771,8083,3807,13473,10510,13074,1,13272,4379,7186,6516,8897,11790,2381,17468,11553,4788,3023,8218,4986,2163,120,4946,1,24:37,
8769,8769,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200815,2023-02-06T00:00:00,MIL @ POR,W,21.528333333333332,5,11,0.455,1,3,0.333,2,2,1.0,0,3,3,5,2,1,0,0,2,3,13,12,25.1,0,0,24.0,1,1,1,1,14774,7306,7093,13149,8083,10172,8680,6620,8080,1,13272,9404,12567,3151,4399,4306,7930,1,11553,4788,8465,3319,9506,2163,120,9373,1,21:32,
9139,9139,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200797,2023-02-04T00:00:00,MIL vs. MIA,W,20.466666666666665,9,14,0.643,1,4,0.25,5,5,1.0,2,5,7,4,4,1,0,1,1,3,24,3,37.4,0,0,38.0,1,1,1,1,15608,1839,4330,4953,8083,7558,11411,2152,3311,1,3077,4379,3911,4531,842,4306,7930,17468,5181,4788,2312,9061,3948,2163,120,3280,1,20:28,
9363,9363,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200784,2023-02-02T00:00:00,MIL vs. LAC,W,19.983333333333334,6,14,0.429,2,6,0.333,2,3,0.667,1,6,7,2,1,0,0,1,2,2,16,1,26.4,0,0,27.0,1,1,1,1,15962,5438,4330,14121,4226,3807,8680,6620,6555,9637,6448,2868,3911,9342,8897,11790,7930,17468,11553,7612,6103,11018,8778,2163,120,7676,1,19:59,
9692,9692,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200767,2023-01-31T00:00:00,MIL vs. CHA,W,19.883333333333333,4,10,0.4,2,4,0.5,8,8,1.0,0,3,3,3,3,1,0,0,2,6,18,13,26.1,0,0,28.0,1,1,1,1,16038,9586,8199,15218,4226,7558,3861,663,1170,1,13272,9404,12567,6516,2046,4306,7930,1,11553,993,4863,2916,8951,2163,120,7166,1,19:53,
9954,9954,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200755,2023-01-29T00:00:00,MIL vs. NOP,W,17.533333333333335,4,9,0.444,1,3,0.333,0,0,0.0,0,3,3,4,2,1,1,1,1,0,9,2,22.6,0,0,21.0,1,1,1,1,17745,9586,9460,13498,8083,10172,8680,13851,14660,13851,13272,9404,12567,4531,4399,4306,2381,17468,5181,17928,12345,9989,10980,2163,120,11203,1,17:32,
10248,10248,2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,22200736,2023-01-27T00:00:00,MIL @ IND,W,14.678333333333333,7,13,0.538,0,4,0.0,3,3,1.0,0,4,4,4,2,2,0,0,0,3,17,21,31.8,0,0,29.0,1,1,1,1,19644,3877,5108,8456,14184,7558,14184,4622,6555,1,13272,6530,9590,4531,4399,1343,7930,1,1,4788,5476,831,6099,2163,120,6681,1,14:41,
