,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
91,91,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201229,2023-04-09T00:00:00,LAC @ PHX,W,35.92,11,21,0.524,0,3,0.0,3,5,0.6,0,15,15,6,4,0,0,0,4,3,25,-7,48.0,1,0,46.0,1,1,1,1,2977,789,929,8975,14184,10172,14184,4622,3311,10622,13272,36,222,2101,842,11790,7930,1,21892,4788,2009,18993,1440,1,120,1442,1,35:55,
364,364,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201215,2023-04-08T00:00:00,LAC vs. POR,W,28.783333333333335,7,17,0.412,3,8,0.375,10,10,1.0,1,7,8,4,2,0,1,1,0,7,27,11,43.6,0,0,44.0,1,1,1,1,9108,3877,2392,15093,2120,1659,8355,300,576,1,6448,1900,2807,4531,4399,11790,2381,17468,1,559,1513,3754,2290,2163,120,1786,1,28:47,
742,742,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201196,2023-04-05T00:00:00,LAC vs. LAL,W,42.93333333333333,9,17,0.529,4,7,0.571,3,4,0.75,1,6,7,4,1,0,0,0,2,3,25,-1,38.4,0,0,40.0,1,1,1,1,181,1839,2392,8804,1024,2551,3487,4622,4303,8358,6448,2868,3911,4531,8897,11790,7930,1,11553,4788,2009,13132,3644,2163,120,2713,1,42:56,
1448,1448,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201162,2023-04-01T00:00:00,LAC @ NOP,L,41.4,15,28,0.536,4,8,0.5,6,6,1.0,1,7,8,4,2,0,1,1,1,5,40,3,56.6,0,0,58.0,1,12947,12947,12947,341,98,76,8667,1024,1659,3861,1457,2263,1,6448,1900,2807,4531,4399,11790,2381,17468,5181,1742,170,9061,519,2163,120,322,1,41:24,
1489,1489,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201156,2023-03-31T00:00:00,LAC @ MEM,L,17.916666666666668,4,9,0.444,2,4,0.5,2,2,1.0,0,3,3,0,2,1,2,1,1,1,12,12,22.6,0,0,23.0,1,12947,12947,12947,17450,9586,9460,13498,4226,7558,3861,6620,8080,1,13272,9404,12567,19186,4399,4306,751,17468,5181,11862,9310,3319,10980,2163,120,9958,1,17:55,
2147,2147,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201129,2023-03-27T00:00:00,LAC vs. CHI,W,33.266666666666666,8,13,0.615,3,5,0.6,3,3,1.0,1,6,7,6,1,1,1,0,3,3,22,19,44.4,0,0,42.0,1,1,1,1,5247,2711,5108,5625,2120,5510,3022,4622,6555,1,6448,2868,3911,2101,8897,4306,2381,1,17563,4788,3023,1177,2121,2163,120,2224,1,33:16,
2628,2628,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201112,2023-03-25T00:00:00,LAC vs. NOP,L,27.433333333333337,4,16,0.25,0,6,0.0,4,6,0.667,1,5,6,4,2,2,0,0,1,4,12,-20,29.2,0,0,26.0,1,12947,12947,12947,10235,9586,2947,20392,14184,3807,14184,3075,2263,9637,6448,4379,5308,4531,4399,1343,7930,1,5181,2943,9310,24933,7294,2163,120,8209,1,27:26,
2900,2900,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201096,2023-03-23T00:00:00,LAC vs. OKC,W,34.5,13,15,0.867,3,4,0.75,3,4,0.75,2,4,6,6,2,4,0,0,2,4,32,16,58.2,0,0,55.0,1,1,1,1,4170,299,3608,1538,2120,7558,1581,4622,4303,8358,3077,6530,5308,2101,4399,90,7930,1,11553,2943,672,1910,443,2163,120,499,1,34:30,
3251,3251,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201082,2023-03-21T00:00:00,LAC vs. OKC,L,38.233333333333334,7,16,0.438,2,5,0.4,5,7,0.714,0,6,6,5,3,2,0,1,2,5,21,-5,38.7,0,0,38.0,1,12947,12947,12947,1380,3877,2947,13952,4226,5510,7498,2152,1700,9448,13272,2868,5308,3151,2046,1343,7930,17468,11553,1742,3416,17295,3551,2163,120,3280,1,38:14,
3421,3421,2022-23,202695,Kawhi Leonard,Kawhi,1610612746,LAC,LA Clippers,22201069,2023-03-19T00:00:00,LAC @ POR,W,39.78333333333333,10,20,0.5,2,7,0.286,2,2,1.0,1,4,5,2,0,2,0,1,1,1,24,23,39.0,0,0,37.0,1,1,1,1,717,1204,1220,9075,4226,2551,10982,6620,8080,1,6448,6530,7186,9342,16367,1343,7930,17468,5181,11862,2312,580,3456,2163,120,3597,1,39:47,
