,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021400951,1610612765,DET,Detroit,2419,Tayshaun Prince,Tayshaun,F,,22.000000:06,68.5,70.0,95.8,94.9,-27.3,-24.9,0.091,0.0,14.3,0.0,0.042,0.02,0.0,0.4,0.425,0.128,0.131,86.36,85.79,71.49,40,0.082
1,0021400951,1610612765,DET,Detroit,202328,Greg Monroe,Greg,F,,38.000000:34,96.4,96.0,120.6,113.2,-24.2,-17.2,0.111,2.0,9.5,0.116,0.152,0.132,4.8,0.714,0.685,0.218,0.222,90.88,93.97,78.31,75,0.17
2,0021400951,1610612765,DET,Detroit,203083,Andre Drummond,Andre,C,,31.000000:43,87.0,86.2,90.6,87.5,-3.7,-1.3,0.0,0.0,0.0,0.167,0.417,0.292,7.7,0.583,0.583,0.176,0.18,95.5,97.61,81.35,65,0.297
3,0021400951,1610612765,DET,Detroit,203484,Kentavious Caldwell-Pope,Kentavious,G,,36.000000:27,92.0,91.7,115.7,108.3,-23.6,-16.7,0.095,2.0,11.8,0.0,0.057,0.026,5.9,0.5,0.519,0.176,0.179,91.63,94.81,79.01,72,0.053
4,0021400951,1610612765,DET,Detroit,202704,Reggie Jackson,Reggie,G,,21.000000:46,72.7,70.7,129.8,121.4,-57.1,-50.7,0.25,0.6,17.6,0.0,0.095,0.044,29.4,0.111,0.111,0.298,0.305,87.27,91.5,76.25,41,-0.123
5,0021400951,1610612765,DET,Detroit,201229,Anthony Tolliver,Anthony,,,22.000000:03,75.3,76.7,79.7,78.6,-4.4,-1.8,0.1,0.0,11.1,0.037,0.045,0.041,0.0,0.214,0.317,0.16,0.164,92.78,92.52,77.1,43,0.034
6,0021400951,1610612765,DET,Detroit,201975,Jodie Meeks,Jodie,,,27.000000:39,97.1,98.3,93.3,87.9,3.8,10.3,0.188,1.0,17.6,0.0,0.08,0.034,17.6,0.55,0.551,0.212,0.213,98.43,100.69,83.91,58,0.063
7,0021400951,1610612765,DET,Detroit,101249,John Lucas III,John,,,6.000000:57,88.0,85.7,47.0,50.0,40.9,35.7,0.667,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.22,98.49,96.69,80.58,14,-0.16
8,0021400951,1610612765,DET,Detroit,2406,Caron Butler,Caron,,,9.000000:48,109.2,105.6,101.8,105.3,7.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0.167,0.172,90.71,90.61,75.51,18,0.0
9,0021400951,1610612765,DET,Detroit,200761,Shawne Williams,Shawne,,,3.000000:40,156.2,150.0,187.1,183.3,-30.8,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.333,0.347,76.19,78.55,65.45,6,0.103
10,0021400951,1610612765,DET,Detroit,203915,Spencer Dinwiddie,Spencer,,,19.000000:17,107.7,112.8,97.1,89.7,10.6,23.1,0.4,6.0,42.9,0.0,0.125,0.051,7.1,0.167,0.291,0.17,0.171,95.7,97.1,80.91,39,0.023
11,0021400951,1610612765,DET,Detroit,201858,Cartier Martin,Cartier,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0021400951,1610612765,DET,Detroit,203113,Quincy Miller,Quincy,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,0021400951,1610612747,LAL,Los Angeles,202325,Wesley Johnson,Wesley,F,,32.000000:47,113.9,104.7,89.5,92.1,24.5,12.6,0.048,0.5,7.7,0.0,0.075,0.043,15.4,0.417,0.683,0.164,0.177,90.51,92.97,77.48,64,0.107
14,0021400951,1610612747,LAL,Los Angeles,201941,Jordan Hill,Jordan,F,,29.000000:42,111.0,103.4,93.8,94.6,17.3,8.8,0.143,2.0,10.5,0.036,0.057,0.048,5.3,0.467,0.504,0.258,0.274,89.34,92.12,76.77,58,0.122
15,0021400951,1610612747,LAL,Los Angeles,204028,Tarik Black,Tarik,C,,21.000000:30,117.3,110.0,93.2,92.3,24.1,17.7,0.0,0.0,0.0,0.174,0.222,0.195,0.0,0.556,0.556,0.188,0.198,85.02,88.19,73.49,40,0.153
16,0021400951,1610612747,LAL,Los Angeles,201961,Wayne Ellington,Wayne,G,,39.000000:38,106.1,101.3,90.5,89.9,15.7,11.4,0.136,1.0,16.7,0.025,0.093,0.06,16.7,0.458,0.458,0.167,0.176,93.74,96.28,80.24,80,0.073
17,0021400951,1610612747,LAL,Los Angeles,203903,Jordan Clarkson,Jordan,G,,28.000000:15,111.6,108.0,94.8,96.0,16.8,12.0,0.471,8.0,36.4,0.074,0.074,0.074,4.5,0.333,0.388,0.237,0.244,84.14,84.96,70.8,50,0.102
18,0021400951,1610612747,LAL,Los Angeles,2430,Carlos Boozer,Carlos,,,26.000000:30,93.0,89.1,87.9,89.1,5.1,0.0,0.077,0.5,11.1,0.0,0.278,0.169,22.2,0.333,0.333,0.138,0.146,98.17,99.62,83.02,55,0.065
19,0021400951,1610612747,LAL,Los Angeles,202391,Jeremy Lin,Jeremy,,,28.000000:07,91.6,87.9,85.6,86.4,6.0,1.5,0.333,2.5,29.4,0.0,0.184,0.111,11.8,0.375,0.647,0.197,0.208,98.4,99.87,83.22,58,0.205
20,0021400951,1610612747,LAL,Los Angeles,202334,Ed Davis,Ed,,,18.000000:18,91.3,89.2,84.6,84.2,6.7,5.0,0.2,0.0,10.0,0.111,0.211,0.162,0.0,0.75,0.732,0.225,0.236,97.05,98.36,81.97,37,0.236
21,0021400951,1610612747,LAL,Los Angeles,203527,Ryan Kelly,Ryan,,,15.000000:13,82.8,83.9,91.5,87.1,-8.7,-3.2,0.222,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.42,0.152,0.154,96.08,97.79,81.49,31,0.086
22,0021400951,1610612747,LAL,Los Angeles,203913,Jabari Brown,Jabari,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
23,0021400951,1610612747,LAL,Los Angeles,977,Kobe Bryant,Kobe,,DND - Right Rotator Cuff Surgery,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
24,0021400951,1610612747,LAL,Los Angeles,203135,Robert Sacre,Robert,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
25,0021400951,1610612747,LAL,Los Angeles,201156,Nick Young,Nick,,NWT - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
