,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
183,183,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201228,2013-04-17T00:00:00,HOU @ LAL,L,43.306666666666665,4,7,0.571,0,0,0.0,0,1,0.0,3,9,12,0,1,1,1,0,5,2,8,-6,27.4,0,0,24.0,1,12899,12899,12899,386,8441,12079,5809,9384,14765,9384,13640,13208,13640,1841,713,769,17625,9398,4671,2824,1,24356,7687,12119,18278,7063,2116,43,7844,1,43:18,
471,471,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201211,2013-04-15T00:00:00,HOU @ PHX,L,14.133333333333333,3,4,0.75,0,0,0.0,0,0,0.0,1,6,7,1,1,1,0,1,2,1,6,-7,17.9,0,0,16.0,1,12899,12899,12899,19759,11236,17526,1677,9384,14765,9384,13640,14598,13640,6926,2686,3868,11776,9398,4671,8116,16703,11426,12140,14670,19174,12883,2116,43,13323,1,14:08,
579,579,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201200,2013-04-14T00:00:00,HOU vs. SAC,W,26.483333333333334,4,9,0.444,0,0,0.0,2,2,1.0,3,9,12,1,2,0,0,2,2,1,10,20,23.9,1,0,23.0,1,1,1,1,10636,8441,8933,11897,9384,14765,9384,6184,7809,1,1841,713,769,11776,4582,12214,8116,23125,11426,12140,9826,840,9012,1,43,8461,1,26:29,
1050,1050,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201184,2013-04-12T00:00:00,HOU vs. MEM,L,34.38333333333333,3,8,0.375,0,0,0.0,2,2,1.0,3,8,11,1,3,0,1,3,2,2,8,-11,22.7,0,0,22.0,1,12899,12899,12899,4734,11236,10464,15078,9384,14765,9384,6184,7809,1,1841,1108,1113,11776,2063,12214,2824,25041,11426,7687,12119,22062,9710,2116,43,9110,1,34:23,
1516,1516,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201160,2013-04-09T00:00:00,HOU vs. PHX,W,38.35,3,9,0.333,0,0,0.0,2,2,1.0,7,15,22,0,0,2,2,4,3,2,8,12,46.4,0,0,38.0,1,1,1,1,2094,11236,8933,16157,9384,14765,9384,6184,7809,1,93,29,12,17625,16968,1623,1045,25591,17562,7687,12119,2976,1055,2116,43,1983,1,38:21,
1728,1728,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201144,2013-04-06T00:00:00,HOU @ DEN,L,26.966666666666665,2,3,0.667,0,0,0.0,0,0,0.0,2,7,9,2,3,1,1,0,2,1,4,-5,20.8,0,0,19.0,1,12899,12899,12899,10233,14598,19288,2734,9384,14765,9384,13640,14598,13640,3638,1756,2164,8007,2063,4671,2824,1,11426,12140,17383,17373,10892,2116,43,11085,1,26:58,
1928,1928,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201136,2013-04-05T00:00:00,HOU @ POR,W,28.85,3,7,0.429,0,1,0.0,3,4,0.75,5,6,11,1,0,0,1,1,4,2,9,16,26.7,0,0,23.0,1,1,1,1,8751,11236,12079,12488,9384,11074,9384,4198,3853,7716,446,2686,1113,11776,16968,12214,2824,16703,21818,7687,11054,1696,7457,2116,43,8461,1,28:51,
2415,2415,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201119,2013-04-03T00:00:00,HOU @ SAC,W,35.583333333333336,6,8,0.75,0,0,0.0,7,9,0.778,0,10,10,1,2,2,0,1,6,7,19,17,36.5,1,0,34.0,1,1,1,1,3875,4183,10464,1677,9384,14765,9384,632,566,7639,13334,425,1554,11776,4582,1623,8116,16703,25495,420,2827,1403,3251,1,43,3150,1,35:35,
2530,2530,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201104,2013-04-01T00:00:00,HOU vs. ORL,W,27.833333333333332,11,13,0.846,0,0,0.0,0,0,0.0,5,13,18,2,3,0,0,1,3,1,22,22,43.6,1,0,42.0,1,1,1,1,9548,332,4047,1173,9384,14765,9384,13640,14598,13640,446,81,72,8007,2063,12214,8116,16703,17562,12140,1628,577,1496,1,43,1197,1,27:50,
2868,2868,2012-13,201600,Omer Asik,Omer,1610612745,HOU,Houston Rockets,21201088,2013-03-30T00:00:00,HOU vs. LAC,W,33.843333333333334,6,9,0.667,0,0,0.0,1,4,0.25,2,10,12,2,2,1,2,1,1,4,13,13,37.4,1,0,33.0,1,1,1,1,5137,4183,8933,2734,9384,14765,9384,10224,3853,13412,3638,425,769,8007,4582,4671,1045,16703,5116,2730,6910,2599,2972,1,43,3524,1,33:51,
