PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Win,MATCHUP_Away,MATCHUP_Home
1626259,1610612761,21701058,2018-03-20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,1,1,1,23277,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,9095,12224,8133,1,1,18674,23334,13246,2016,109,1.0,8:13,,1610612761,Toronto,1626259,G,,8.000000:13,100.0,100.0,109.5,105.9,-9.5,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.056,0.056,97.67,99.31,82.76,17,-0.023,1.0,1.0,0.0
1626259,1610612761,21701031,2018-03-16,1,3,0.333,1,3,0.333,0,0,0.0,1,0,1,1,2,0,0,0,2,0,3,-9,0,0,1,1,1,1,23719,19115,20118,17065,6911,8645,8071,13731,14642,13731,5905,22415,19703,12861,4386,12224,8133,1,11691,18674,20013,20674,2016,109,1.0,6:50,,1610612761,Toronto,1626259,,,6.000000:50,104.7,100.0,142.2,150.0,-37.4,-50.0,0.2,0.5,16.7,0.167,0.0,0.091,33.3,0.5,0.5,0.313,0.326,109.58,108.88,90.73,15,-0.039,1.0,0.0,1.0
1626259,1610612761,21701020,2018-03-15,1,2,0.5,0,0,0.0,2,2,1.0,0,3,3,0,0,0,2,0,0,1,4,4,0,0,1,1,1,1,14268,19115,21901,8363,12784,18958,12784,5999,7582,1,12711,9682,12541,18867,16820,12224,803,1,1,12172,18469,8276,2016,109,1.0,22:07,,1610612761,Toronto,1626259,F,,22.000000:07,104.9,102.2,90.9,91.3,14.0,10.9,0.0,0.0,0.0,0.0,0.12,0.063,0.0,0.5,0.694,0.054,0.055,97.71,98.75,82.29,45,0.095,1.0,1.0,0.0
1626259,1610612761,21701008,2018-03-13,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-4,0,0,1,1,1,1,24502,22697,23497,22697,12784,15030,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,5153,18674,23334,16409,2016,109,1.0,4:47,,1610612761,Toronto,1626259,,,4.000000:47,72.7,72.7,111.5,109.1,-38.8,-36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,109.14,110.34,91.95,11,-0.143,1.0,1.0,0.0
1626259,1610612761,21700992,2018-03-11,3,4,0.75,2,3,0.667,0,0,0.0,1,2,3,0,1,0,0,0,1,1,8,4,0,0,1,1,1,1,21750,12053,18324,1914,3481,8645,2049,13731,14642,13731,5905,13412,12541,18867,9095,12224,8133,1,5153,12172,13058,8276,2016,109,1.0,12:00,,1610612761,Toronto,1626259,,,12.000000:00,116.3,112.0,94.0,96.0,22.2,16.0,0.0,0.0,0.0,0.063,0.167,0.107,20.0,1.0,1.0,0.156,0.161,99.2,100.0,83.33,25,0.197,1.0,1.0,0.0
1626259,1610612761,21700979,2018-03-09,3,3,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,1,1,1,1,22683,12053,20118,1,6911,15030,1,13731,14642,13731,12711,22415,23339,18867,9095,12224,8133,1,5153,18674,14463,12059,2016,109,1.0,9:52,,1610612761,Toronto,1626259,,,9.000000:52,100.0,104.8,107.6,110.0,-7.6,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.167,1.167,0.174,0.182,103.23,99.73,83.11,21,0.12,1.0,0.0,1.0
1626259,1610612761,21700966,2018-03-07,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,1,1,24575,19115,21901,8363,12784,15030,12784,13731,14642,13731,12711,22415,23339,12861,16820,12224,8133,1,1,18674,21168,11054,2016,109,1.0,4:36,,1610612761,Toronto,1626259,,,4.000000:36,100.0,100.0,76.1,75.0,23.9,25.0,0.5,0.0,33.3,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,77.63,78.26,65.22,7,0.19,1.0,1.0,0.0
1626259,1610612761,21700958,2018-03-06,1,3,0.333,1,3,0.333,2,2,1.0,1,1,2,0,0,1,0,0,1,1,5,-4,0,0,1,1,1,1,20293,19115,20118,17065,6911,8645,8071,5999,7582,1,5905,17844,16012,18867,16820,4599,8133,1,5153,12172,17225,16409,2016,109,1.0,14:30,,1610612761,Toronto,1626259,F,,14.000000:30,98.6,93.3,108.4,106.7,-9.8,-13.3,0.0,0.0,0.0,0.071,0.083,0.077,0.0,0.5,0.644,0.118,0.123,95.87,99.31,82.76,30,0.099,1.0,0.0,1.0
1626259,1610612761,21700944,2018-03-04,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0,0,5,0,0,1,1,1,1,20884,22697,21901,22697,12784,11647,12784,13731,14642,13731,12711,17844,19703,18867,16820,12224,8133,1,11691,18674,23334,7404,2016,109,1.0,13:34,,1610612761,Toronto,1626259,F,,13.000000:34,115.4,125.0,99.2,100.0,16.2,25.0,0.0,0.0,0.0,0.0,0.067,0.037,0.0,0.0,0.0,0.069,0.069,90.57,86.68,72.24,24,-0.052,1.0,0.0,1.0
1626259,1610612761,21700929,2018-03-02,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,1,1,1,23783,19115,23497,1,6911,15030,1,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,20013,6621,2016,109,1.0,6:40,,1610612761,Toronto,1626259,,,6.000000:40,134.5,130.8,84.6,84.6,49.9,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.063,0.064,92.3,93.6,78.0,13,0.14,1.0,1.0,0.0
