PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Home
1628475,1610612748,21700523,2017-12-29,1,4,0.25,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,1,13054,13054,13054,23891,19115,18324,20170,12784,8645,12784,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,5153,18674,21168,4713,2016,109,1.0,6:24,,1610612748,Miami,1628475,,,6.000000:24,113.6,107.1,47.0,46.2,66.6,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.267,0.282,97.35,101.25,84.38,14,-0.25,1.0,0.0,1.0
1628475,1610612748,21700500,2017-12-26,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,25690,19115,23497,1,6911,15030,1,13731,14642,13731,12711,22415,23339,18867,16820,12224,8133,1,1,18674,20013,12059,2016,109,1.0,1:31,,1610612748,Miami,1628475,,,1.000000:31,166.7,125.0,115.7,125.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.25,0.333,115.83,126.59,105.49,4,0.333,0.0,1.0,1.0
1628475,1610612748,21700486,2017-12-23,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,7,0,0,1,13054,13054,13054,24967,22697,23497,22697,12784,15030,12784,13731,14642,13731,12711,17844,19703,18867,9095,12224,8133,1,1,18674,23334,5918,2016,109,1.0,3:29,,1610612748,Miami,1628475,,,3.000000:29,153.1,150.0,33.3,28.6,119.7,121.4,0.0,0.0,0.0,0.0,0.2,0.167,50.0,0.0,0.0,0.333,0.34,81.85,89.57,74.64,6,-0.105,1.0,0.0,1.0
