GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
20701100,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,15.000000:17,76.4,77.4,113.2,109.7,-36.7,-32.3,0.2,0.33,11.1,0.0,0.0,0.0,33.3,0.7,0.735,0.242,0.24,96.48,97.36,81.13,31,0.034,9.0
20701128,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,15.000000:41,81.5,77.8,113.6,107.4,-32.1,-29.6,0.333,2.0,50.0,0.0,0.154,0.074,25.0,1.5,1.5,0.065,0.072,78.47,82.64,68.86,27,0.13,7.0
20701117,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,24.000000:49,94.0,93.2,129.3,135.6,-35.3,-42.4,0.2,2.0,11.1,0.0,0.077,0.037,5.6,0.375,0.512,0.32,0.336,87.77,86.07,71.73,44,0.092,19.0
20701059,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,13.000000:27,92.4,83.3,146.1,145.8,-53.7,-62.5,0.333,1.0,22.2,0.0,0.118,0.065,22.2,0.0,0.205,0.25,0.284,81.39,85.67,71.39,24,-0.05,8.0
20701070,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,32.000000:00,74.1,75.0,103.2,105.3,-29.1,-30.3,0.25,1.0,11.1,0.0,0.138,0.065,11.1,0.35,0.537,0.25,0.259,86.1,84.75,70.63,56,0.148,6.0
20701203,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,3.000000:02,110.3,120.0,120.0,120.0,-9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.136,0.167,0.184,82.6,79.12,65.93,5,0.0,9.0
20701143,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,24.000000:14,98.6,97.7,107.4,107.3,-8.8,-9.6,0.455,2.5,29.4,0.0,0.111,0.053,11.8,0.313,0.461,0.255,0.263,82.76,83.19,69.33,43,0.131,20.0
20701023,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,7.000000:25,128.9,136.4,82.7,75.0,46.1,61.4,0.75,0.0,37.5,0.0,0.111,0.067,0.0,0.375,0.512,0.357,0.367,72.87,74.43,62.02,11,0.303,21.0
20701155,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,21.0
20701182,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,4.000000:18,128.6,128.6,133.1,112.5,-4.6,16.1,0.25,1.0,50.0,0.0,0.167,0.111,50.0,0.0,0.0,0.125,0.125,76.8,83.72,69.77,7,0.0,21.0
20701197,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,9.0
20701030,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,7.000000:02,37.2,35.7,71.4,71.4,-34.2,-35.7,0.0,0.0,0.0,0.0,0.222,0.105,0.0,0.0,0.0,0.118,0.13,93.63,95.55,79.62,14,0.0,8.0
20701046,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,10.000000:09,50.0,47.1,53.7,56.3,-3.7,-9.2,0.25,0.0,25.0,0.083,0.143,0.115,0.0,0.0,0.0,0.158,0.167,77.46,78.03,65.02,17,5.0,20.0
20701093,1610612748,MIA,Miami,201336,Blake Ahearn,Blake,,,19.000000:44,82.7,86.1,95.4,91.9,-12.7,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.375,0.564,0.341,0.355,88.93,88.78,73.99,36,0.051,7.0
