,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
512,512,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101203,2022-04-08T00:00:00,MIL @ DET,W,23.533333333333335,3,8,0.375,2,5,0.4,2,2,1.0,1,3,4,2,1,1,0,1,2,1,10,6,19.8,0,0,20.0,1,1,1,1,13176,12092,11062,15835,4334,5764,7284,6073,7614,1,6346,9837,9918,9105,8493,4518,8184,17438,11965,11915,10974,6940,12705,2151,131,11648,1,23:32,
592,592,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101198,2022-04-07T00:00:00,MIL vs. BOS,W,20.633333333333333,2,6,0.333,2,5,0.4,0,0,0.0,1,2,3,1,1,2,0,0,0,0,6,-12,16.1,0,0,16.0,1,1,1,1,15510,15413,14372,16922,4334,5764,7284,13659,14456,13659,6346,13666,12968,13245,8493,1427,8184,1,1,18239,15707,22203,15293,2151,131,14542,1,20:38,
966,966,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101183,2022-04-05T00:00:00,MIL @ CHI,W,17.451666666666668,1,3,0.333,0,2,0.0,0,0,0.0,1,3,4,1,0,1,1,1,1,0,2,-1,14.3,0,0,11.0,1,1,1,1,17960,18993,19932,16922,14232,13609,14232,13659,14456,13659,6346,9837,9918,13245,16136,4518,2399,17438,5520,18239,21059,13253,16542,2151,131,18173,1,17:27,
1266,1266,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101167,2022-04-03T00:00:00,MIL vs. DAL,L,22.488333333333333,4,8,0.5,3,7,0.429,1,1,1.0,1,1,2,0,0,0,0,0,2,1,12,9,14.4,0,0,17.0,1,13121,13121,13121,14035,9264,11062,8341,2174,2729,6887,10221,12877,1,6346,17946,16419,18990,16136,12287,8184,1,11965,11915,8935,5015,16453,2151,131,13837,1,22:29,
1534,1534,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101156,2022-04-01T00:00:00,MIL vs. LAC,L,22.583333333333332,2,9,0.222,1,6,0.167,0,0,0.0,0,1,1,5,1,2,0,1,1,2,5,-25,18.7,0,0,16.0,1,13121,13121,13121,13936,15413,9508,20974,8144,3994,13415,13659,14456,13659,13184,17946,19929,2964,8493,1427,8184,17438,5520,7362,17245,25610,13480,2151,131,14542,1,22:35,
1720,1720,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101148,2022-03-31T00:00:00,MIL @ BKN,W,20.536666666666665,4,8,0.5,2,6,0.333,1,1,1.0,1,4,5,1,0,0,0,1,0,1,11,-3,18.5,0,0,19.0,1,1,1,1,15584,9264,11062,8341,4334,3994,8533,10221,12877,1,6346,6842,7407,13245,16136,12287,8184,17438,1,11915,9927,15346,13626,2151,131,12388,1,20:32,
2026,2026,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101131,2022-03-29T00:00:00,MIL @ PHI,W,18.238333333333333,1,5,0.2,0,4,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,2,0,3.2,0,0,3.0,1,1,1,1,17348,18993,16241,21224,14232,7950,14232,13659,14456,13659,13184,17946,19929,18990,16136,12287,8184,1,5520,18239,21059,12132,23420,2151,131,23348,1,18:14,
2502,2502,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101112,2022-03-26T00:00:00,MIL @ MEM,L,21.983333333333334,3,7,0.429,0,4,0.0,3,4,0.75,1,3,4,1,1,0,0,0,1,3,9,-20,14.3,0,0,14.0,1,13121,13121,13121,14444,12092,12670,13304,14232,7950,14232,4143,3790,8109,6346,9837,9918,13245,8493,12287,8184,1,5520,4544,12093,24871,16542,2151,131,16046,1,21:59,
2715,2715,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101097,2022-03-24T00:00:00,MIL vs. WAS,W,22.571666666666665,4,8,0.5,3,6,0.5,5,6,0.833,1,4,5,0,0,1,0,0,2,3,16,12,25.0,0,0,26.0,1,1,1,1,13958,9264,11062,8341,2174,3994,3792,1788,1887,7247,6346,6842,7407,18990,16136,4518,8184,1,11965,4544,5719,3538,9451,2151,131,7935,1,22:34,
3127,3127,2021-22,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,22101082,2022-03-22T00:00:00,MIL vs. CHI,W,23.041666666666668,4,8,0.5,3,7,0.429,3,3,1.0,0,5,5,3,0,0,0,0,1,1,14,20,24.5,0,0,25.0,1,1,1,1,13593,9264,11062,8341,2174,2729,6887,4143,6104,1,13184,4619,7407,6215,16136,12287,8184,1,5520,11915,7184,1125,9732,2151,131,8557,1,23:03,
