,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
92,92,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100988,2012-04-26T00:00:00,UTA vs. POR,W,28.066666666666663,5,9,0.556,0,1,0.0,3,4,0.75,6,4,10,1,0,3,3,0,2,3,13,-5,44.5,1,0,36.0,1,1,1,1,7386,4708,7027,5031,7008,8528,7008,3480,3185,6094,179,4694,1180,9164,13710,368,268,1,9367,3633,5338,13988,952,1,19,1827,,28:04,
1227,1227,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100930,2012-04-18T00:00:00,UTA @ POR,W,11.928333333333333,2,3,0.667,0,0,0.0,1,2,0.5,2,4,6,3,0,1,1,0,2,1,5,1,22.7,0,0,18.0,1,1,1,1,17080,11426,15432,2131,7008,11502,7008,8210,6340,8234,2926,4694,4161,3976,13710,3677,2248,1,9367,9685,12771,8688,7495,1580,19,9196,,11:56,
2951,2951,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100850,2012-04-09T00:00:00,UTA vs. SAS,W,17.613333333333333,1,1,1.0,0,0,0.0,0,0,0.0,3,0,3,0,0,0,3,0,0,1,2,-4,14.6,0,0,11.0,1,1,1,1,14250,14318,18379,1,7008,11502,7008,10998,11760,10998,1491,17415,9666,13928,13710,9830,268,1,1,9685,15996,13118,12066,1580,19,13590,,17:37,
3093,3093,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100839,2012-04-08T00:00:00,UTA @ SAS,L,5.816666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,1,1,0,-4,4.5,0,0,3.0,1,10395,10395,10395,19095,17520,19717,17520,7008,11502,7008,10998,11760,10998,10985,17415,18333,9164,13710,9830,2248,1,4088,9685,18149,13118,17924,1580,19,18498,,5:49,
5379,5379,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100731,2012-03-26T00:00:00,UTA @ NJN,W,2.7666666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0,2,1,5.0,0,0,4.0,1,1,1,1,20113,14318,18379,1,7008,11502,7008,10998,11760,10998,10985,17415,18333,13928,13710,9830,2248,1,9367,14687,15996,8688,17669,1580,19,17929,,2:46,
5844,5844,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100708,2012-03-23T00:00:00,UTA vs. DEN,W,3.25,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0,4,3,7.0,0,0,6.0,1,1,1,1,19967,11426,16963,1,7008,11502,7008,10998,11760,10998,10985,17415,18333,13928,13710,9830,2248,1,9367,14687,13677,7071,16575,1580,19,16730,,3:15,
6694,6694,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100669,2012-03-18T00:00:00,UTA @ LAL,W,7.083333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,-8,6.0,0,0,4.0,1,1,1,1,18682,17520,18379,17520,7008,11502,7008,10998,11760,10998,10985,17415,18333,13928,13710,3677,2248,1,4088,14687,18149,16142,17132,1580,19,17929,,7:05,
6949,6949,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100661,2012-03-17T00:00:00,UTA vs. GSW,W,12.865,2,4,0.5,0,0,0.0,1,2,0.5,2,3,5,0,1,1,1,0,2,2,5,-4,16.0,0,0,14.0,1,1,1,1,16647,11426,13918,5957,7008,11502,7008,8210,6340,8234,2926,6893,5556,13928,7570,3677,2248,1,9367,6008,12771,13118,11217,1580,19,11656,,12:52,
8056,8056,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100598,2012-03-10T00:00:00,UTA @ CHI,L,1.9833333333333336,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,1,10395,10395,10395,20340,17520,19717,17520,7008,11502,7008,10998,11760,10998,10985,17415,18333,13928,13710,9830,6628,1,1,14687,18149,7830,19990,1580,19,20033,,1:59,
8322,8322,2011-12,202379,Jeremy Evans,Jeremy,1610612762,UTA,Utah Jazz,21100584,2012-03-09T00:00:00,UTA @ PHI,L,11.833333333333334,0,2,0.0,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,1,1,0,0,-8,9.0,0,0,7.0,1,10395,10395,10395,17108,17520,16963,17520,7008,11502,7008,10998,11760,10998,5709,4694,5556,13928,13710,9830,2248,13464,4088,14687,18149,16142,15408,1580,19,16122,,11:50,
