,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
185,185,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701230,2008-04-16T00:00:00,GSW vs. SEA,L,20.2,3,7,0.429,1,5,0.2,0,0,0.0,2,4,6,2,0,1,0,0,0,1,7,-8,20.2,0,0,18.0,1,12495,12495,12495,15231,11102,11848,12285,4271,2216,7865,13965,14875,13965,3627,6016,5291,7845,16371,4416,7394,1,1,12461,13250,19269,11228,2165,41,11663,,20:12,
457,457,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701209,2008-04-14T00:00:00,GSW @ PHX,L,19.65,5,7,0.714,2,2,1.0,2,2,1.0,0,3,3,0,1,0,0,0,4,1,14,0,16.6,0,0,19.0,1,12495,12495,12495,15581,6378,11848,2295,2008,7335,1,6958,8574,1,13428,8609,11879,17168,9079,11345,7394,1,20166,12461,6492,11396,13443,2165,41,11053,,19:39,
740,740,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701196,2008-04-12T00:00:00,GSW vs. LAC,W,4.385,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,-4,1.0,0,0,2.0,1,1,1,1,23331,17475,20286,7452,8528,13510,8528,13965,14875,13965,13428,20764,21915,17168,9079,11345,7394,1,1,18018,19306,15775,23626,2165,41,22627,,4:23,
1160,1160,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701173,2008-04-10T00:00:00,GSW vs. DEN,L,2.933333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0,-2,0.2,0,0,1.0,1,12495,12495,12495,23952,21088,23562,21088,8528,13510,8528,13965,14875,13965,13428,16257,18471,17168,9079,11345,7394,1,4269,18018,21810,13627,23784,2165,41,23327,,2:56,
1400,1400,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701163,2008-04-08T00:00:00,GSW vs. SAC,W,11.665,1,2,0.5,0,0,0.0,5,6,0.833,2,4,6,3,2,0,2,0,4,3,7,3,22.7,0,0,20.0,1,1,1,1,20173,17475,20286,7452,8528,13510,8528,2225,2428,6688,3627,6016,5291,5356,4490,11345,1006,1,20166,5111,13250,8527,9821,2165,41,10417,,11:40,
1940,1940,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701130,2008-04-04T00:00:00,GSW @ MEM,W,2.9833333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,1.2,0,0,1.0,1,1,1,1,23927,21088,23562,21088,8528,13510,8528,13965,14875,13965,13428,16257,18471,17168,16371,11345,7394,1,1,18018,21810,9444,23302,2165,41,23327,,2:59,
2282,2282,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701120,2008-04-02T00:00:00,GSW @ DAL,L,14.05,0,1,0.0,0,0,0.0,3,4,0.75,0,2,2,1,0,0,0,1,1,2,3,-7,6.9,0,0,6.0,1,12495,12495,12495,18964,21088,22016,21088,8528,13510,8528,4945,4664,7756,13428,12053,15019,11590,16371,11345,7394,16466,4269,8128,18473,18545,19835,2165,41,19935,,14:03,
2409,2409,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701110,2008-04-01T00:00:00,GSW @ SAS,L,15.2,2,4,0.5,0,1,0.0,2,2,1.0,0,1,1,1,0,0,1,0,1,1,6,-7,11.7,0,0,10.0,1,12495,12495,12495,18352,14171,16816,7452,8528,10064,8528,6958,8574,1,13428,16257,18471,11590,16371,11345,2605,1,4269,12461,14235,18545,16717,2165,41,17152,,15:12,
2786,2786,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701096,2008-03-30T00:00:00,GSW vs. DAL,W,2.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,1,1,1,24284,21088,23562,21088,8528,13510,8528,13965,14875,13965,13428,20764,21915,17168,16371,11345,7394,1,1,18018,21810,10409,23880,2165,41,23937,,2:07,
2911,2911,2007-08,1506,Austin Croshere,Austin,1610612744,GSW,Golden State Warriors,20701087,2008-03-29T00:00:00,GSW @ DEN,L,15.196666666666667,1,5,0.2,1,2,0.5,2,2,1.0,4,3,7,1,0,0,1,1,6,1,5,3,17.9,0,0,16.0,1,12495,12495,12495,18359,17475,15105,19846,4271,7335,2684,6958,8574,1,932,8609,3978,11590,16371,11345,2605,16466,24525,12461,15717,8527,12649,2165,41,12943,,15:12,
