,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
84,84,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801224,2019-04-10T00:00:00,CHI @ PHI,L,22.066666666666663,1,3,0.333,0,0,0.0,0,1,0.0,2,4,6,1,0,1,0,1,2,2,2,15,13.7,0,0,11.0,1,13078,13078,13078,14458,19280,20488,17130,13697,20119,13697,14182,13450,14182,3049,6983,5530,13432,16665,4548,8286,17177,11136,7971,21391,2307,17126,2359,128,18444,1,22:04,
391,391,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801213,2019-04-09T00:00:00,CHI vs. NYK,L,17.033333333333335,1,4,0.25,0,0,0.0,2,4,0.5,1,7,8,0,1,0,0,1,1,2,4,-1,12.6,0,0,12.0,1,13078,13078,13078,18542,19280,18618,20197,13697,20119,13697,6436,4084,10961,6309,2211,3077,19301,9005,12169,8286,17177,4829,7971,18802,13203,17917,2359,128,17675,1,17:02,
752,752,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801194,2019-04-06T00:00:00,CHI vs. PHI,L,23.383333333333333,2,5,0.4,0,0,0.0,1,2,0.5,2,0,2,3,1,0,0,0,5,1,5,-14,10.9,0,0,10.0,1,13078,13078,13078,13287,15736,16739,14646,13697,20119,13697,10713,8097,10961,3049,22618,16329,6208,9005,12169,8286,1,24518,12643,17583,23355,19129,2359,128,19162,1,23:23,
1157,1157,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801167,2019-04-03T00:00:00,CHI @ WAS,W,23.233333333333334,2,4,0.5,0,0,0.0,1,2,0.5,1,6,7,1,2,1,0,1,1,3,5,-1,15.9,0,0,15.0,1,1,1,1,13430,15736,18618,8362,13697,20119,13697,10713,8097,10961,6309,3258,4152,13432,4320,4548,8286,17177,4829,4876,17583,13203,15565,2359,128,15448,1,23:14,
1566,1566,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801155,2019-04-01T00:00:00,CHI @ NYK,L,15.366666666666667,0,2,0.0,0,0,0.0,1,2,0.5,2,5,7,2,1,0,0,1,1,3,1,-7,11.4,0,0,10.0,1,13078,13078,13078,19720,22860,22125,22860,13697,20119,13697,10713,8097,10961,3049,4837,4152,9102,9005,12169,8286,17177,4829,4876,23233,18945,18807,2359,128,19162,1,15:22,
1819,1819,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801142,2019-03-30T00:00:00,CHI vs. TOR,L,24.55,2,5,0.4,0,0,0.0,0,0,0.0,3,5,8,1,1,0,0,1,3,0,4,-9,14.1,0,0,13.0,1,13078,13078,13078,12235,15736,16739,14646,13697,20119,13697,14182,15041,14182,1530,4837,3077,13432,9005,12169,8286,17177,17131,18923,18802,20502,16854,2359,128,16912,1,24:33,
2388,2388,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801117,2019-03-27T00:00:00,CHI vs. POR,L,29.0,4,6,0.667,0,2,0.0,7,8,0.875,2,3,5,2,0,1,0,0,2,6,15,-2,27.0,0,0,24.0,1,13078,13078,13078,8211,9407,14888,3022,13697,12673,13697,745,942,6907,3049,9906,7497,9102,16665,4548,8286,1,11136,1031,6333,14203,8135,2359,128,9078,1,29:00,
2601,2601,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801110,2019-03-26T00:00:00,CHI @ TOR,L,21.866666666666667,3,5,0.6,0,0,0.0,0,0,0.0,2,6,8,2,2,1,0,2,1,1,6,7,19.6,0,0,18.0,1,13078,13078,13078,14621,12305,16739,5112,13697,20119,13697,14182,15041,14182,3049,3258,3077,9102,4320,4548,8286,23649,4829,12643,16101,6164,12924,2359,128,13225,1,21:52,
3012,3012,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801090,2019-03-23T00:00:00,CHI vs. UTA,L,25.0,5,8,0.625,0,0,0.0,0,0,0.0,2,4,6,2,0,0,0,1,2,0,10,-12,20.2,0,0,18.0,1,13078,13078,13078,11823,6938,11313,4564,13697,20119,13697,14182,15041,14182,3049,6983,5530,9102,16665,12169,8286,17177,11136,18923,11141,22409,12516,2359,128,13225,1,25:00,
3411,3411,2018-19,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21801069,2019-03-20T00:00:00,CHI vs. WAS,W,20.933333333333337,7,11,0.636,0,0,0.0,1,1,1.0,4,2,6,1,2,1,1,2,1,1,15,-4,27.7,0,0,26.0,1,1,1,1,15415,3482,6910,4374,13697,20119,13697,10713,13450,1,771,13681,5530,13432,4320,4548,2599,23649,4829,12643,6333,16234,7769,2359,128,7882,1,20:56,
