,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
11078,11078,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800702,2019-01-22T00:00:00,SAC @ TOR,L,12.916666666666666,3,4,0.75,2,2,1.0,2,3,0.667,1,1,2,0,1,0,1,0,3,1,10,-9,14.4,0,0,16.0,1,13078,13078,13078,21275,12305,18618,1866,3785,12673,1,6436,6549,9511,6309,18138,16329,19301,9005,12169,2599,1,17131,12643,11141,20502,16617,2359,128,14669,1,12:55,
11808,11808,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800666,2019-01-17T00:00:00,SAC @ CHA,L,1.7666666666666666,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,1,13078,13078,13078,25655,22860,20488,22860,13697,12673,13697,14182,15041,14182,13019,22618,23475,19301,16665,12169,8286,1,1,18923,23456,15279,25271,2359,128,25304,1,1:46,
12957,12957,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800620,2019-01-10T00:00:00,SAC vs. DET,W,3.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-9,0.0,0,0,0.0,1,1,1,1,24993,22860,25092,22860,13697,20119,13697,14182,15041,14182,13019,22618,23475,19301,16665,12169,8286,1,4829,18923,23456,20502,25271,2359,128,25304,1,3:36,
13184,13184,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800604,2019-01-08T00:00:00,SAC @ PHX,L,18.266666666666666,7,10,0.7,4,6,0.667,2,3,0.667,0,3,3,0,1,1,0,0,0,1,20,19,25.6,0,0,29.0,1,13078,13078,13078,17595,3482,8165,2794,725,3157,1965,6436,6549,9511,13019,9906,12926,19301,9005,4548,8286,1,1,12643,3226,1238,8972,2359,128,6240,1,18:16,
13432,13432,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800598,2019-01-07T00:00:00,SAC vs. ORL,W,6.166666666666667,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,1,0,0,1,0,0,-8,4.2,0,0,3.0,1,1,1,1,23897,22860,20488,22860,13697,12673,13697,14182,15041,14182,13019,18138,20002,19301,16665,4548,8286,1,4829,18923,23456,19777,23276,2359,128,23709,1,6:10,
13677,13677,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800583,2019-01-05T00:00:00,SAC vs. GSW,L,11.273333333333332,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,0,1,1,0,0,2,0,5,-6,7.0,0,0,8.0,1,13078,13078,13078,22111,15736,20488,3022,7527,12673,3790,14182,15041,14182,13019,22618,23475,19301,9005,4548,8286,1,11136,18923,17583,18066,21689,2359,128,20579,1,11:16,
14637,14637,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800541,2018-12-30T00:00:00,SAC @ LAL,L,16.25,2,2,1.0,1,1,1.0,0,0,0.0,1,1,2,1,1,1,0,0,5,1,5,3,10.9,0,0,11.0,1,13078,13078,13078,19092,15736,22125,1,7527,16257,1,14182,15041,14182,6309,18138,16329,13432,9005,4548,8286,1,24518,12643,17583,9253,19129,2359,128,18444,1,16:15,
15159,15159,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800514,2018-12-27T00:00:00,SAC vs. LAL,W,7.866666666666666,1,4,0.25,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,2,-8,3.2,0,0,3.0,1,1,1,1,23294,19280,18618,20197,13697,9513,13697,14182,15041,14182,13019,18138,20002,19301,16665,12169,8286,17177,1,18923,21391,19777,23751,2359,128,23709,1,7:52,
15323,15323,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800511,2018-12-26T00:00:00,SAC @ LAC,L,8.9,4,6,0.667,3,4,0.75,0,0,0.0,0,1,1,0,0,1,0,0,1,0,11,15,15.2,0,0,17.0,1,13078,13078,13078,22955,9407,14888,3022,1715,6843,1624,14182,15041,14182,13019,18138,20002,19301,16665,4548,8286,1,4829,18923,10094,2307,16071,2359,128,13945,1,8:54,
16348,16348,2018-19,203463,Ben McLemore,Ben,1610612758,SAC,Sacramento Kings,21800466,2018-12-19T00:00:00,SAC vs. OKC,L,11.866666666666667,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,2,1,2,0,0,-6,9.9,0,0,7.0,1,13078,13078,13078,21856,22860,22125,22860,13697,20119,13697,14182,15041,14182,6309,18138,16329,13432,16665,12169,862,17177,11136,18923,23456,18066,19818,2359,128,21277,1,11:52,
