,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
31,31,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801229,2019-04-10T00:00:00,UTA @ LAC,L,16.116666666666667,5,8,0.625,4,6,0.667,3,3,1.0,0,3,3,2,1,0,2,0,1,2,17,2,28.6,0,0,30.0,1,13078,13078,13078,19175,6938,11313,4564,725,3157,1965,4391,6549,1,13019,9906,12926,9102,9005,12169,862,1,4829,7971,4945,10185,7299,2359,128,5743,1,16:07,
382,382,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801217,2019-04-09T00:00:00,UTA vs. DEN,W,24.5,2,4,0.5,1,2,0.5,2,3,0.667,0,7,7,1,1,0,1,1,2,4,7,-1,18.9,0,0,18.0,1,1,1,1,12273,15736,18618,8362,7527,12673,3790,6436,6549,9511,13019,2211,4152,13432,9005,12169,2599,17177,11136,2953,14879,13203,13393,2359,128,13225,1,24:30,
696,696,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801208,2019-04-07T00:00:00,UTA @ LAL,L,22.75,4,12,0.333,1,6,0.167,2,2,1.0,0,6,6,2,1,0,0,0,1,1,11,-11,20.2,0,0,20.0,1,13078,13078,13078,13842,9407,5764,17130,7527,3157,13051,6436,8097,1,13019,3258,5530,9102,9005,12169,8286,1,4829,12643,10094,21828,12516,2359,128,11770,1,22:45,
898,898,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801188,2019-04-05T00:00:00,UTA vs. SAC,W,16.65,2,10,0.2,1,7,0.143,2,2,1.0,1,2,3,1,0,0,0,0,2,2,7,16,12.1,0,0,12.0,1,1,1,1,18808,15736,8165,21508,7527,2023,13417,6436,8097,1,6309,13681,12926,13432,16665,12169,8286,1,11136,7971,14879,1991,18302,2359,128,17675,1,16:39,
1489,1489,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801159,2019-04-01T00:00:00,UTA vs. CHA,W,25.266666666666666,0,6,0.0,0,6,0.0,0,0,0.0,0,5,5,0,2,0,0,0,2,0,0,-5,4.0,0,0,5.0,1,1,1,1,11566,22860,14888,22860,13697,3157,13697,14182,15041,14182,13019,4837,7497,19301,4320,12169,8286,1,11136,18923,23456,17195,23450,2359,128,22503,1,25:16,
2029,2029,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801134,2019-03-29T00:00:00,UTA vs. WAS,W,27.963333333333335,6,7,0.857,4,5,0.8,2,2,1.0,0,3,3,2,0,1,2,0,4,1,18,10,33.6,0,0,33.0,1,1,1,1,9133,4937,13029,1175,725,4781,1515,6436,8097,1,13019,9906,12926,9102,16665,4548,862,1,21788,12643,4316,4390,4939,2359,128,4410,1,27:58,
2303,2303,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801121,2019-03-27T00:00:00,UTA vs. LAL,W,24.75,4,9,0.444,3,7,0.429,5,6,0.833,1,5,6,2,2,1,0,1,0,3,16,4,27.2,0,0,29.0,1,1,1,1,12063,9407,9647,12796,1715,2023,6990,1748,1976,7235,6309,4837,5530,9102,4320,4548,8286,17177,1,4876,5582,8431,8026,2359,128,6240,1,24:45,
2676,2676,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801105,2019-03-25T00:00:00,UTA vs. PHX,W,19.7,4,10,0.4,1,3,0.333,0,0,0.0,1,2,3,2,1,3,0,0,0,0,9,18,23.6,0,0,21.0,1,1,1,1,16422,9407,8165,14646,7527,9513,8453,14182,15041,14182,6309,13681,12926,9102,9005,438,8286,1,1,18923,12338,1452,10212,2359,128,11052,1,19:42,
3014,3014,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801090,2019-03-23T00:00:00,UTA @ CHI,W,22.95,4,12,0.333,3,9,0.333,0,0,0.0,1,5,6,4,2,1,0,0,3,2,11,23,25.2,0,0,26.0,1,1,1,1,13674,9407,5764,17130,1715,781,8453,14182,15041,14182,6309,4837,5530,4179,4320,4548,8286,1,17131,7971,10094,606,9200,2359,128,7882,1,22:57,
3285,3285,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801076,2019-03-21T00:00:00,UTA @ ATL,L,24.846666666666668,0,6,0.0,0,5,0.0,2,2,1.0,1,1,2,0,2,1,0,0,4,3,2,-17,5.4,0,0,6.0,1,13078,13078,13078,11986,22860,14888,22860,13697,4781,13697,6436,8097,1,6309,18138,16329,19301,4320,4548,8286,1,21788,4876,21391,24434,22617,2359,128,21890,1,24:51,
3493,3493,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801068,2019-03-20T00:00:00,UTA @ NYK,W,22.516666666666666,5,11,0.455,3,8,0.375,2,2,1.0,0,3,3,0,0,2,0,1,1,2,15,8,24.6,0,0,25.0,1,1,1,1,14061,6938,6910,12408,1715,1278,8156,6436,8097,1,13019,9906,12926,19301,16665,1473,8286,17177,4829,7971,6333,5515,9538,2359,128,8444,1,22:31,
3654,3654,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801051,2019-03-18T00:00:00,UTA @ WAS,W,26.1,8,12,0.667,2,6,0.333,0,0,0.0,0,5,5,3,1,0,2,0,2,1,18,17,33.5,0,0,32.0,1,1,1,1,10821,2320,5764,3022,3785,3157,8453,14182,15041,14182,13019,4837,7497,6208,9005,12169,862,1,11136,12643,4316,1710,4982,2359,128,4793,1,26:06,
4098,4098,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801041,2019-03-16T00:00:00,UTA vs. BKN,W,28.683333333333337,4,7,0.571,3,6,0.5,1,1,1.0,0,4,4,0,0,0,0,0,4,2,12,7,16.8,0,0,19.0,1,1,1,1,8495,9407,13029,6274,1715,3157,3790,10713,13450,1,13019,6983,9946,19301,16665,12169,8286,1,21788,7971,9014,6164,14885,2359,128,12470,1,28:41,
4320,4320,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801024,2019-03-14T00:00:00,UTA vs. MIN,W,28.316666666666663,5,10,0.5,2,7,0.286,6,8,0.75,0,3,3,2,0,1,0,0,3,4,18,23,27.6,0,0,27.0,1,1,1,1,8827,6938,8165,8362,3785,2023,10658,1138,942,8227,13019,9906,12926,9102,16665,4548,8286,1,17131,2953,4316,606,7836,2359,128,7336,1,28:19,
4475,4475,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801019,2019-03-13T00:00:00,UTA @ PHX,W,23.9,4,12,0.333,1,6,0.167,3,3,1.0,0,3,3,2,1,0,0,1,0,2,12,18,17.6,0,0,18.0,1,1,1,1,12820,9407,5764,17130,7527,3157,13051,4391,6549,1,13019,9906,12926,9102,9005,12169,8286,17177,1,7971,9014,1452,14282,2359,128,13225,1,23:54,
4792,4792,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21801005,2019-03-11T00:00:00,UTA vs. OKC,L,29.183333333333337,5,15,0.333,2,8,0.25,0,0,0.0,2,6,8,1,1,1,0,0,5,1,12,-18,25.1,0,0,25.0,1,13078,13078,13078,8037,6938,3138,17130,3785,1278,11030,14182,15041,14182,3049,3258,3077,13432,9005,4548,8286,1,24518,12643,9014,24704,9256,2359,128,8444,1,29:11,
5212,5212,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800982,2019-03-08T00:00:00,UTA @ MEM,L,31.95,4,11,0.364,3,10,0.3,0,0,0.0,0,11,11,4,2,1,0,0,2,1,11,-5,31.2,1,0,31.0,1,13078,13078,13078,5540,9407,6910,16628,1715,506,10599,14182,15041,14182,13019,391,1212,4179,4320,4548,8286,1,11136,12643,10094,17195,6019,1,128,5247,1,31:57,
5419,5419,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800971,2019-03-06T00:00:00,UTA @ NOP,W,29.316666666666663,5,10,0.5,1,6,0.167,0,2,0.0,0,6,6,2,0,2,0,0,1,4,11,-1,27.2,0,0,24.0,1,1,1,1,7895,6938,8165,8362,7527,3157,13051,14182,8097,14182,13019,3258,5530,9102,16665,1473,8286,1,4829,2953,10094,13203,8026,2359,128,9078,1,29:19,
5874,5874,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800956,2019-03-04T00:00:00,UTA vs. NOP,L,32.36833333333333,8,13,0.615,4,7,0.571,0,0,0.0,3,3,6,1,0,1,1,0,2,1,20,-9,34.7,0,0,35.0,1,13078,13078,13078,5195,2320,4771,4930,725,2023,3467,14182,15041,14182,1530,9906,5530,13432,16665,4548,2599,1,11136,12643,3226,20502,4496,2359,128,3642,1,32:22,
6198,6198,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800943,2019-03-02T00:00:00,UTA vs. MIL,W,31.915,2,7,0.286,0,4,0.0,0,0,0.0,1,4,5,4,1,3,0,0,5,0,4,12,24.0,0,0,19.0,1,1,1,1,5576,15736,13029,19497,13697,6843,13697,14182,15041,14182,6309,6983,7497,4179,9005,438,8286,1,24518,18923,18802,3481,9955,2359,128,12470,1,31:55,
6471,6471,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800926,2019-02-28T00:00:00,UTA @ DEN,W,24.245,2,9,0.222,1,5,0.2,1,2,0.5,1,1,2,1,0,0,0,0,1,1,6,-3,9.9,0,0,10.0,1,1,1,1,12532,15736,9647,21283,7527,4781,12397,10713,8097,10961,6309,18138,16329,13432,16665,12169,8286,1,4829,12643,16101,15279,19818,2359,128,19162,1,24:15,
6584,6584,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800919,2019-02-27T00:00:00,UTA vs. LAC,W,30.841666666666665,3,13,0.231,3,8,0.375,0,0,0.0,1,7,8,2,1,2,0,1,4,0,9,4,26.6,0,0,26.0,1,1,1,1,6519,12305,4771,21233,1715,1278,8156,14182,15041,14182,6309,2211,3077,9102,9005,1473,8286,17177,21788,18923,12338,8431,8380,2359,128,7882,1,30:51,
7108,7108,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800893,2019-02-23T00:00:00,UTA vs. DAL,W,27.933333333333337,8,14,0.571,4,7,0.571,2,2,1.0,2,2,4,1,0,0,1,0,1,2,22,6,31.3,0,0,33.0,1,1,1,1,9151,2320,3907,6274,725,2023,3467,6436,8097,1,3049,13681,9946,13432,16665,12169,2599,1,4829,7971,2389,6873,5957,2359,128,4410,1,27:56,
7501,7501,2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,21800881,2019-02-22T00:00:00,UTA @ OKC,L,36.63666666666666,6,14,0.429,4,12,0.333,4,5,0.8,0,8,8,3,1,0,1,0,2,4,20,-9,36.1,0,0,37.0,1,13078,13078,13078,1927,4937,3907,13456,725,195,8453,2731,3085,7683,13019,1440,3077,6208,9005,12169,2599,1,11136,2953,3226,20502,3960,2359,128,3036,1,36:38,
