,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021600037,1610612759,SAS,San Antonio,202695,Kawhi Leonard,Kawhi,F,,29.000000:49,119.5,115.3,98.3,94.9,21.2,20.3,0.4,1.5,18.8,0.0,0.067,0.036,12.5,0.531,0.634,0.394,0.413,91.66,94.98,79.15,59,0.189
1,0021600037,1610612759,SAS,San Antonio,101135,David Lee,David,F,,24.000000:39,100.8,97.9,100.1,102.0,0.7,-4.1,0.0,0.0,0.0,0.16,0.259,0.212,0.0,0.429,0.508,0.145,0.152,94.05,94.44,78.7,48,0.121
2,0021600037,1610612759,SAS,San Antonio,2200,Pau Gasol,Pau,C,,31.000000:08,101.2,100.0,102.3,103.3,-1.1,-3.3,0.2,0.0,13.6,0.094,0.276,0.18,0.0,0.528,0.53,0.271,0.278,94.71,94.8,79.0,62,0.218
3,0021600037,1610612759,SAS,San Antonio,203937,Kyle Anderson,Kyle,G,,20.000000:07,117.3,112.8,92.0,90.2,25.2,22.6,0.067,0.5,16.7,0.0,0.043,0.024,33.3,0.833,0.833,0.111,0.118,92.75,95.47,79.56,39,0.03
4,0021600037,1610612759,SAS,San Antonio,2225,Tony Parker,Tony,G,,22.000000:02,106.0,104.8,98.8,97.7,7.2,7.0,0.25,1.33,36.4,0.0,0.083,0.043,27.3,0.375,0.375,0.146,0.15,92.63,93.68,78.06,42,0.007
5,0021600037,1610612759,SAS,San Antonio,203613,Jonathon Simmons,Jonathon,,,25.000000:04,106.2,107.8,105.2,105.7,1.0,2.2,0.2,0.0,25.0,0.0,0.1,0.043,0.0,0.25,0.338,0.148,0.151,100.57,99.57,82.98,51,0.056
6,0021600037,1610612759,SAS,San Antonio,203473,Dewayne Dedmon,Dewayne,,,16.000000:25,130.1,135.5,106.4,109.1,23.7,26.4,0.091,0.0,11.1,0.25,0.286,0.267,0.0,0.4,0.589,0.2,0.204,96.66,93.56,77.97,31,0.145
7,0021600037,1610612759,SAS,San Antonio,202722,Davis Bertans,Davis,,,17.000000:18,120.9,122.2,104.9,105.7,16.0,16.5,0.0,0.0,0.0,0.056,0.0,0.031,0.0,1.0,1.0,0.068,0.071,99.44,98.5,82.08,36,0.071
8,0021600037,1610612759,SAS,San Antonio,1938,Manu Ginobili,Manu,,,27.000000:30,112.9,112.7,104.0,105.2,8.9,7.6,0.111,0.4,13.3,0.067,0.174,0.113,33.3,0.25,0.25,0.191,0.197,99.14,98.62,82.18,55,-0.012
9,0021600037,1610612759,SAS,San Antonio,201988,Patty Mills,Patty,,,25.000000:07,121.8,124.0,104.9,101.9,16.9,22.1,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.8,0.827,0.197,0.2,97.85,98.42,82.02,50,0.147
10,0021600037,1610612759,SAS,San Antonio,1627879,Nicolas Laprovittola,Nicolas,,,0.000000:51,0.0,0.0,82.0,100.0,-82.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.36,112.94,94.12,2,0.5
11,0021600037,1610612759,SAS,San Antonio,1627854,Bryn Forbes,Bryn,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0021600037,1610612759,SAS,San Antonio,1627749,Dejounte Murray,Dejounte,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,0021600037,1610612748,MIA,Miami,202337,Luke Babbitt,Luke,F,,25.000000:13,105.3,105.9,107.1,108.0,-1.8,-2.1,0.235,0.0,40.0,0.0,0.208,0.106,0.0,0.5,0.5,0.109,0.113,96.75,96.11,80.09,51,0.094
