,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
187,187,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20901228,2010-04-14T00:00:00,LAL @ LAC,L,15.95,1,4,0.25,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,1,0,0,2,-5,0.0,0,0,2.0,1,12401,12401,12401,18162,17754,17174,18892,8760,13979,8760,14198,15149,14198,13179,20807,21856,17056,4425,11450,7711,16130,1,18272,19633,16702,23832,2160,24,22722,,15:57,
317,317,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20901215,2010-04-13T00:00:00,LAL vs. SAC,W,5.966666666666667,1,2,0.5,1,2,0.5,0,0,0.0,1,1,2,1,0,0,0,0,1,0,3,-1,6.9,0,0,7.0,1,1,1,1,22685,17754,20484,7793,4130,7517,2757,14198,15149,14198,6857,16252,14892,11470,16518,11450,7711,1,4189,18272,18745,12519,19943,2160,24,19403,,5:58,
1021,1021,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20901180,2010-04-09T00:00:00,LAL @ MIN,W,2.2666666666666666,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,6,2.0,0,0,2.0,1,1,1,1,24187,17754,20484,7793,8760,13979,8760,14198,15149,14198,13179,20807,21856,17056,16518,11450,7711,1,1,18272,19633,6178,22917,2160,24,22722,,2:16,
2346,2346,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20901107,2010-03-31T00:00:00,LAL @ ATL,L,6.526666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,2,-1,5.0,0,0,4.0,1,12401,12401,12401,22428,17754,22073,1,8760,13979,8760,14198,15149,14198,13179,20807,21856,7680,16518,11450,7711,1,1,18272,19633,12519,21130,2160,24,21416,,6:32,
3058,3058,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20901078,2010-03-26T00:00:00,LAL @ OKC,L,9.2,2,2,1.0,0,0,0.0,2,2,1.0,0,1,1,1,0,1,0,0,0,1,6,11,11.7,0,0,10.0,1,12401,12401,12401,21371,14486,20484,1,8760,13979,8760,6813,8466,1,13179,16252,18341,11470,16518,4316,7711,1,1,12463,14602,3363,16869,2160,24,17337,,9:12,
4659,4659,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20901004,2010-03-16T00:00:00,LAL @ SAC,W,2.55,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,-8,0.0,0,0,0.0,1,1,1,1,24082,21293,20484,21293,8760,13979,8760,14198,15149,14198,13179,20807,21856,17056,16518,11450,7711,16130,1,18272,21997,19216,23832,2160,24,23890,,2:33,
5264,5264,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20900974,2010-03-12T00:00:00,LAL @ PHX,W,2.9,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,1,1,1,1,23962,21293,22073,21293,8760,10375,8760,14198,15149,14198,13179,20807,21856,17056,16518,11450,7711,1,1,18272,21997,12519,23832,2160,24,23890,,2:54,
6264,6264,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20900914,2010-03-05T00:00:00,LAL @ CHA,L,3.533333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,0,0.0,1,12401,12401,12401,23703,21293,23599,21293,8760,13979,8760,14198,15149,14198,13179,20807,21856,17056,16518,11450,7711,1,1,18272,21997,6888,23832,2160,24,23890,,3:32,
6724,6724,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20900898,2010-03-02T00:00:00,LAL vs. IND,W,15.216666666666669,3,8,0.375,0,2,0.0,0,0,0.0,1,1,2,2,3,0,0,1,1,0,6,-3,8.4,0,0,10.0,1,1,1,1,18608,11373,10386,15062,8760,7517,8760,14198,15149,14198,6857,16252,14892,7680,2009,11450,7711,16130,4189,18272,14602,14639,18993,2160,24,17337,,15:13,
8975,8975,2009-10,200747,Adam Morrison,Adam,1610612747,LAL,Los Angeles Lakers,20900790,2010-02-16T00:00:00,LAL vs. GSW,W,7.016666666666667,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,-3,1.5,0,0,1.0,1,1,1,1,22240,21293,20484,21293,8760,10375,8760,14198,15149,14198,13179,20807,21856,11470,16518,11450,7711,1,1,18272,21997,14639,23169,2160,24,23376,,7:01,
