GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
21800880,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,9.000000:41,84.2,81.0,94.8,100.0,-10.7,-19.0,0.143,0.0,50.0,0.0,0.077,0.042,0.0,0.0,0.0,0.045,0.047,107.57,106.57,88.81,21,0.03,9.0
21800260,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,31.000000:45,114.5,112.1,96.3,98.5,18.2,13.7,0.074,1.0,13.3,0.094,0.103,0.098,13.3,0.364,0.364,0.173,0.179,99.11,99.02,82.52,66,0.036,0.0
21800895,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,12.000000:14,89.2,87.1,80.8,80.0,8.4,7.1,0.111,1.0,33.3,0.0,0.176,0.107,33.3,0.0,0.379,0.061,0.062,117.71,119.67,99.73,31,-0.031,23.0
21800329,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,28.000000:35,120.7,123.7,113.5,110.3,7.2,13.4,0.042,0.5,11.1,0.074,0.346,0.208,22.2,0.75,0.781,0.121,0.12,98.14,98.24,81.87,59,0.108,0.0
21800510,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,35.000000:47,99.4,101.4,110.6,114.9,-11.3,-13.5,0.056,0.0,5.9,0.045,0.289,0.159,0.0,0.846,0.863,0.184,0.187,102.16,99.26,82.72,74,0.212,0.0
21800276,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,32.000000:21,109.6,114.1,87.0,90.8,22.6,23.3,0.042,0.0,16.7,0.0,0.086,0.045,0.0,1.0,1.025,0.069,0.07,99.75,95.72,79.77,64,0.093,13.0
21801025,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,6.000000:08,109.1,109.1,73.5,66.7,35.6,42.4,0.0,0.0,0.0,0.0,0.286,0.143,0.0,0.5,0.5,0.154,0.154,85.62,90.0,75.0,11,0.226,21.0
21800715,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,5.000000:42,108.7,127.3,62.7,61.5,46.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.96,101.05,84.21,11,0.125,10.0
21800926,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,10.000000:29,93.1,100.0,111.0,104.2,-17.9,-4.2,0.0,0.0,0.0,0.0,0.2,0.074,0.0,0.0,0.0,0.067,0.067,113.0,112.18,93.48,25,-0.053,22.0
21801190,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,22.0
21800066,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,8.000000:26,119.3,115.8,140.6,142.1,-21.3,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.103,107.12,108.14,90.12,19,-0.02,5.0
21800728,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,21.000000:41,112.7,110.6,82.5,82.2,30.1,28.4,0.056,1.0,11.1,0.1,0.304,0.189,11.1,0.143,0.143,0.14,0.145,100.72,101.83,84.86,47,0.02,17.0
21800847,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,1.000000:53,0.0,0.0,66.7,50.0,-66.7,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,89.2,101.95,84.96,4,-0.286,22.0
21800106,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,10.0
21800112,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,28.000000:59,116.0,123.2,84.6,89.5,31.4,33.7,0.0,0.0,0.0,0.069,0.063,0.066,13.3,0.85,0.879,0.224,0.226,99.17,93.57,77.98,56,0.23,9.0
21800304,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,23.000000:45,105.7,106.1,81.2,81.6,24.5,24.5,0.118,0.0,22.2,0.107,0.034,0.07,0.0,0.786,0.806,0.119,0.12,99.52,99.03,82.53,49,0.126,13.0
21801082,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,6.000000:37,93.2,80.0,125.3,131.3,-32.1,-51.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.059,0.067,107.51,112.44,93.7,15,-0.068,8.0
21800954,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,10.0
21800564,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,15.000000:31,120.8,125.8,116.6,116.1,4.2,9.7,0.167,0.0,50.0,0.067,0.267,0.167,0.0,1.0,1.025,0.053,0.052,97.69,95.9,79.91,31,0.159,0.0
21800941,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,11.000000:44,97.2,96.3,111.0,103.8,-13.9,-7.5,0.1,1.0,20.0,0.0,0.091,0.036,20.0,0.0,0.0,0.121,0.13,104.48,108.41,90.34,27,-0.066,21.0
21801097,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,12.000000:00,73.0,77.8,124.2,118.5,-51.2,-40.7,0.0,0.0,0.0,0.05,0.111,0.069,0.0,0.0,0.17,0.182,0.183,109.04,108.0,90.0,27,-0.052,9.0
21801040,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,4.000000:18,30.0,30.0,132.2,120.0,-102.2,-90.0,1.0,1.0,33.3,0.0,0.5,0.111,33.3,0.0,0.0,0.167,0.182,106.45,111.58,92.99,10,-0.357,20.0
21800214,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,31.000000:14,145.1,144.9,78.2,78.3,66.9,66.7,0.034,1.0,5.9,0.167,0.125,0.141,5.9,0.833,0.829,0.203,0.205,106.01,106.04,88.37,69,0.185,13.0
21800200,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,38.000000:49,113.4,118.8,109.5,111.3,3.9,7.6,0.067,0.0,25.0,0.031,0.267,0.145,0.0,0.5,0.5,0.076,0.076,89.28,86.56,72.13,69,0.074,11.0
21800228,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,35.000000:19,113.8,115.3,129.4,131.9,-15.6,-16.7,0.077,0.5,10.5,0.083,0.242,0.159,21.1,0.75,0.776,0.21,0.207,99.48,97.85,81.54,72,0.113,0.0
21800601,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,8.000000:47,111.9,117.6,114.2,105.9,-2.4,11.8,0.0,0.0,0.0,0.0,0.091,0.059,100.0,0.0,0.0,0.105,0.106,91.92,92.9,77.42,17,-0.027,9.0
21800761,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,4.000000:45,81.0,80.0,75.8,90.0,5.2,-10.0,0.25,0.0,50.0,0.0,0.167,0.091,0.0,0.0,0.0,0.1,0.101,109.95,101.05,84.21,10,0.133,10.0
21801133,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,10.0
21800576,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,F,,19.000000:45,96.0,90.7,111.8,116.7,-15.8,-26.0,0.0,0.0,0.0,0.0,0.111,0.048,25.0,0.0,0.0,0.082,0.088,102.66,103.29,86.08,43,-0.037,13.0
21801126,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,14.000000:36,71.1,75.9,108.0,106.7,-36.9,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,99.62,96.99,80.82,29,-0.054,9.0
21800012,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,15.000000:03,89.5,85.7,107.7,105.6,-18.2,-19.8,0.1,0.0,25.0,0.1,0.25,0.167,0.0,0.833,0.833,0.075,0.08,109.71,113.22,94.35,35,0.188,8.0
21800774,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,5.000000:38,131.6,108.3,143.1,141.7,-11.5,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.084,92.82,102.37,85.31,12,0.0,21.0
21800984,1610612743,DEN,Denver,1627823,Juancho Hernangomez,Juancho,,,3.000000:16,150.3,157.1,153.1,128.6,-2.8,28.6,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.0,0.0,0.143,0.137,96.98,102.86,85.71,7,0.0,10.0
