GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
21801036,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,,14.000000:43,102.7,112.8,78.8,79.5,23.9,33.3,0.154,1.0,22.2,0.056,0.13,0.098,22.2,0.8,0.735,0.149,0.146,134.08,127.23,106.03,39,0.118,6.0
21800883,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,12.0
21801030,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,11.0
21801144,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,,1.000000:45,0.0,0.0,104.2,100.0,-104.2,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.6,0.75,94.72,96.37,80.31,4,0.0,21.0
21801019,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,25.0
21800932,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,25.0
21801120,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,,7.000000:07,125.7,128.6,98.7,100.0,27.0,28.6,0.0,0.0,0.0,0.0,0.25,0.154,100.0,0.0,0.0,0.067,0.065,99.55,97.8,81.5,14,-0.034,21.0
21800955,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,25.0
21800942,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,25.0
21801094,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,,12.000000:13,61.2,55.6,84.6,85.2,-23.4,-29.6,0.25,1.0,20.0,0.059,0.211,0.139,20.0,0.0,0.174,0.129,0.14,101.65,106.13,88.44,27,-0.029,7.0
21801057,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,,3.000000:15,68.0,66.7,163.9,171.4,-95.9,-104.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.145,97.43,95.95,79.96,6,0.263,18.0
21800991,1610612756,PHX,Phoenix,1629034,Ray Spalding,Ray,,,3.000000:51,182.2,180.0,68.5,66.7,113.7,113.3,0.0,0.0,0.0,0.0,0.333,0.167,0.0,0.0,0.0,0.091,0.101,116.2,118.44,98.7,10,0.0,11.0
