,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
5,5,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501218,2016-04-13T00:00:00,TOR @ BKN,W,37.11666666666667,7,14,0.5,0,3,0.0,4,4,1.0,2,3,5,7,1,0,2,3,1,2,18,8,39.5,0,0,34.0,1,1,1,1,2015,2864,3506,7886,11051,6890,11051,2791,4140,1,3138,9493,7203,1118,9196,12313,932,25441,4972,7786,3558,5243,2497,2107,76,3364,1.0,37:07,
285,285,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501214,2016-04-12T00:00:00,TOR vs. PHI,W,21.733333333333334,3,7,0.429,0,0,0.0,2,2,1.0,0,2,2,5,2,1,1,0,0,1,8,12,21.9,0,0,19.0,1,1,1,1,14406,11544,12208,12903,11051,17277,11051,6499,8140,1,13060,13353,16063,2408,4412,4706,2692,1,1,12373,12541,3172,10460,2107,76,11453,1.0,21:44,
1014,1014,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501183,2016-04-08T00:00:00,TOR vs. IND,W,25.933333333333337,6,10,0.6,1,2,0.5,6,8,0.75,1,3,4,2,3,0,0,1,0,6,19,-2,23.8,0,0,26.0,1,1,1,1,10896,4268,7514,4873,5519,9677,3313,1100,922,8103,6390,9493,9586,8082,1969,12313,8004,17214,1,873,3065,14281,9261,2107,76,6962,1.0,25:56,
1836,1836,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501140,2016-04-02T00:00:00,TOR @ SAS,L,22.048333333333332,5,8,0.625,0,0,0.0,2,2,1.0,1,3,4,3,2,3,0,1,1,2,12,-7,28.3,0,0,25.0,1,13074,13074,13074,14140,6175,10529,4401,11051,17277,11051,6499,8140,1,6390,9493,9586,5322,4412,501,8004,17214,4972,7786,8086,19310,6720,2107,76,7525,1.0,22:03,
2638,2638,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501098,2016-03-28T00:00:00,TOR vs. OKC,L,3.25,1,1,1.0,0,0,0.0,2,3,0.667,0,0,0,0,0,0,0,0,0,2,4,4,4.0,0,0,4.0,1,13074,13074,13074,25028,18695,23432,1,11051,17277,11051,6499,6741,9461,13060,22257,23167,18354,16943,12313,8004,1,1,7786,18063,8158,23142,2107,76,22829,1.0,3:15,
2966,2966,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501084,2016-03-26T00:00:00,TOR @ NOP,W,3.283333333333333,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,1,0,0,0,0,0,0,2,1.7,0,0,2.0,1,1,1,1,25008,22516,23432,22516,11051,17277,11051,14161,15066,14161,6390,22257,19693,12251,9196,12313,8004,1,1,18762,23226,10013,24436,2107,76,23978,1.0,3:17,
3441,3441,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501057,2016-03-23T00:00:00,TOR @ BOS,L,20.416666666666668,3,10,0.3,0,1,0.0,0,0,0.0,1,7,8,0,2,0,0,1,0,0,6,4,13.6,0,0,14.0,1,13074,13074,13074,15547,11544,7514,18745,11051,13174,11051,14161,15066,14161,6390,1973,2959,18354,4412,12313,8004,17214,1,18762,15190,8158,16460,2107,76,15285,1.0,20:25,
3920,3920,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501038,2016-03-20T00:00:00,TOR vs. ORL,W,15.863333333333332,3,5,0.6,0,0,0.0,0,2,0.0,0,1,1,2,0,1,0,0,0,1,6,5,13.2,0,0,11.0,1,1,1,1,19148,11544,16058,4873,11051,17277,11051,14161,8140,14161,13060,17769,19693,8082,16943,4706,8004,1,1,12373,15190,7354,16768,2107,76,17702,1.0,15:52,
4363,4363,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501023,2016-03-18T00:00:00,TOR vs. BOS,W,1.55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,0,0,0.0,1,1,1,1,25677,22516,24912,22516,11051,17277,11051,14161,15066,14161,13060,22257,23167,18354,16943,12313,8004,1,1,18762,23226,16419,25170,2107,76,25215,1.0,1:33,
4849,4849,2015-16,1626153,Delon Wright,Delon,1610612761,TOR,Toronto Raptors,21501000,2016-03-15T00:00:00,TOR @ MIL,W,2.8,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,1,0,0,0,0,1,2,2,2.2,0,0,3.0,1,1,1,1,25197,22516,23432,22516,11051,17277,11051,6499,8140,1,13060,17769,19693,18354,9196,12313,8004,1,1,12373,20822,10013,24138,2107,76,23463,1.0,2:48,
